"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"1","North Carolina","ACC","","31","7","85.7","68.6","17.11","","9.30","","20.55","5.85","26.41","","",""
"2","Florida","SEC (East)","","35","5","79.8","62.6","17.23","","7.34","","13.68","10.15","23.82","","",""
"3","Kansas","Big 12","","33","5","78.4","61.7","16.68","","6.86","","12.51","10.11","22.62","","",""
"4","Ohio State","Big Ten","","35","4","74.5","62.0","12.51","","9.03","","10.98","10.56","21.54","","",""
"5","Texas A&M","Big 12","","27","7","75.6","59.4","16.15","","5.13","","9.34","11.94","21.27","","",""
"6","UCLA","Pac-10","","30","6","69.5","57.8","11.72","","9.84","","6.24","14.66","20.90","","",""
"7","Memphis","CUSA","","33","4","78.9","63.1","15.81","","3.91","","11.61","8.11","19.72","","",""
"8","Georgetown","Big East","","30","7","69.1","58.0","11.05","","9.48","","5.08","14.54","19.62","","",""
"9","Wisconsin","Big Ten","","30","6","70.2","57.9","12.33","","6.95","","6.68","12.60","19.28","","",""
"10","Maryland","ACC","","25","9","79.0","67.5","11.47","","7.59","","13.58","5.48","19.06","","",""
"11","Duke","ACC","","22","11","70.4","62.0","8.36","","10.49","","5.87","12.98","18.85","","",""
"12","Georgia Tech","ACC","","20","12","78.6","69.4","9.16","","9.36","","12.37","4.80","17.17","","",""
"13","Kentucky","SEC (East)","","22","12","73.4","67.7","5.71","","11.41","","9.83","7.29","17.12","","",""
"14","Pittsburgh","Big East","","29","8","71.3","62.8","8.46","","8.53","","6.74","10.25","16.99","","",""
"15","Notre Dame","Big East","","24","8","81.0","68.0","13.00","","4.97","","15.72","1.22","16.94","","",""
"16","Indiana","Big Ten","","21","11","70.2","61.8","8.44","","8.35","","8.00","8.78","16.78","","",""
"17","Michigan State","Big Ten","","23","12","65.0","57.2","7.86","","8.45","","1.00","15.30","16.30","","",""
"18","Arizona","Pac-10","","20","11","78.0","72.5","5.48","","10.76","","14.69","1.55","16.24","","",""
"19","Villanova","Big East","","22","11","72.5","64.6","7.88","","9.16","","7.41","8.73","16.13","","",""
"20","Louisville","Big East","","24","10","71.6","63.1","8.50","","7.69","","5.98","10.11","16.08","","",""
"21","Oregon","Pac-10","","29","8","75.9","66.2","9.65","","6.30","","10.84","5.11","15.95","","",""
"22","Texas","Big 12","","25","10","81.7","72.2","9.49","","6.12","","14.84","0.77","15.60","","",""
"23","Clemson","ACC","","25","11","73.2","65.7","7.53","","7.82","","7.17","8.18","15.35","","",""
"24","Mississippi State","SEC (West)","","21","14","76.9","68.5","8.40","","6.91","","10.93","4.38","15.31","","",""
"25","Air Force","MWC","","26","9","69.0","56.0","12.97","","3.34","","0.11","15.09","15.19","","",""
"26","Tennessee","SEC (East)","","24","11","80.9","75.1","5.83","","9.15","","15.77","-0.80","14.97","","",""
"27","Purdue","Big Ten","","22","12","69.9","63.4","6.53","","8.89","","6.00","8.65","14.65","","",""
"28","West Virginia","Big East","","27","9","72.5","62.4","10.14","","5.43","","6.14","8.29","14.43","","",""
"29","Virginia Tech","ACC","","22","12","71.4","64.1","7.26","","8.26","","4.69","9.66","14.35","","",""
"30","Butler","Horizon","","29","7","67.6","57.1","10.50","","3.94","","1.44","12.90","14.34","","",""
"31","Illinois","Big Ten","","23","12","64.1","57.1","7.09","","7.09","","-0.04","14.22","14.18","","",""
"32","Xavier","A-10","","25","9","76.3","65.5","10.79","","3.39","","9.86","4.32","14.18","","",""
"33","Florida State","ACC","","22","13","74.5","69.0","5.51","","8.63","","9.17","4.97","14.14","","",""
"34","Marquette","Big East","","24","10","71.9","64.9","6.94","","6.95","","8.04","6.11","14.14","","",""
"35","Syracuse","Big East","","24","11","75.6","68.0","7.57","","6.47","","10.64","3.40","14.04","","",""
"36","Missouri State","MVC","","22","11","73.9","65.2","8.76","","5.93","","9.51","4.45","13.96","","",""
"37","Southern California","Pac-10","","25","12","71.8","65.2","6.57","","7.87","","7.22","6.56","13.78","","",""
"38","Arkansas","SEC (West)","","21","14","71.1","66.0","5.03","","8.75","","5.51","8.26","13.77","","",""
"39","Boston College","ACC","","21","12","74.3","69.8","4.55","","9.21","","8.76","5.00","13.76","","",""
"40","Southern Illinois","MVC","","29","7","62.9","56.2","6.75","","7.53","","-1.52","15.11","13.59","","",""
"41","Georgia","SEC (East)","","19","14","75.1","69.1","6.00","","8.38","","8.28","5.19","13.47","","",""
"42","Washington State","Pac-10","","26","8","66.9","59.5","7.32","","6.00","","0.87","12.46","13.33","","",""
"43","Connecticut","Big East","","17","14","70.4","62.5","7.84","","6.09","","3.92","9.30","13.22","","",""
"44","Oklahoma","Big 12","","16","15","66.8","59.6","7.23","","7.23","","0.24","12.79","13.02","","",""
"45","Nevada-Las Vegas","MWC","","30","7","74.9","66.8","8.16","","5.37","","6.49","6.50","12.98","","",""
"46","Virginia","ACC","","21","11","77.0","70.8","6.13","","7.96","","10.39","2.50","12.89","","",""
"47","Vanderbilt","SEC (East)","","22","12","76.3","70.2","6.09","","7.79","","9.91","2.85","12.76","","",""
"48","Louisiana State","SEC (West)","","17","15","68.0","62.7","5.31","","7.44","","1.87","10.88","12.75","","",""
"49","Creighton","MVC","","22","11","67.3","60.9","6.33","","6.24","","2.95","9.62","12.57","","",""
