"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"1","Duke","ACC","","32","4","85.6","64.1","21.50","","9.33","","18.43","11.13","29.56","","",""
"2","North Carolina","ACC","","34","4","81.9","65.6","16.29","","10.38","","17.15","9.52","26.67","","",""
"3","Arizona","Pac-10","","30","5","90.8","74.6","16.20","","8.38","","22.25","2.33","24.58","","",""
"4","Kentucky","SEC (East)","","35","4","80.1","67.0","13.10","","9.85","","13.42","9.53","22.95","","",""
"5","Kansas","Big 12","","35","4","84.6","67.4","17.23","","6.54","","15.50","7.35","22.85","","",""
"6","Texas Christian","WAC (Pacific)","","27","6","97.2","77.9","19.36","","2.54","","25.81","-3.68","22.13","","",""
"7","Connecticut","Big East (Big East 6)","","32","5","76.6","63.9","12.78","","7.89","","9.33","11.35","20.68","","",""
"8","Purdue","Big Ten","","28","8","83.7","72.3","11.44","","9.23","","17.01","3.67","20.68","","",""
"9","Xavier","A-10 (West)","","22","8","83.5","68.8","14.70","","4.76","","15.11","4.35","19.46","","",""
"10","Stanford","Pac-10","","30","5","80.2","68.3","11.91","","8.18","","10.98","8.03","19.00","","",""
"11","Maryland","ACC","","21","11","78.8","72.1","6.69","","12.10","","13.80","4.99","18.79","","",""
"12","Michigan","Big Ten","","25","9","77.4","67.2","10.18","","9.64","","10.38","8.41","18.79","","",""
"13","Michigan State","Big Ten","","22","8","73.4","64.0","9.40","","9.25","","7.43","11.22","18.65","","",""
"14","Cincinnati","CUSA (American)","","27","6","76.1","63.2","12.88","","4.98","","7.93","9.92","17.85","","",""
"15","Iowa","Big Ten","","20","11","80.2","67.5","12.74","","6.04","","12.07","5.16","17.24","","",""
"16","Mississippi","SEC (West)","","22","7","80.5","68.1","12.41","","7.07","","12.38","4.83","17.22","","",""
"17","Clemson","ACC","","18","14","72.2","65.3","6.84","","10.34","","6.41","10.78","17.18","","",""
"18","Utah","WAC (Mountain)","","30","4","70.0","57.6","12.41","","4.87","","2.72","14.34","17.06","","",""
"19","West Virginia","Big East (Big East 6)","","24","9","80.2","69.2","11.06","","6.95","","12.02","4.22","16.24","","",""
"20","Arkansas","SEC (West)","","24","9","82.3","72.4","9.91","","5.78","","15.08","1.08","16.16","","",""
"21","Illinois","Big Ten","","23","10","69.7","63.5","6.24","","8.97","","3.44","11.78","15.21","","",""
"22","New Mexico","WAC (Mountain)","","24","8","75.7","65.9","9.81","","5.08","","7.20","7.69","14.89","","",""
"23","Oklahoma State","Big 12","","22","7","78.9","69.2","9.66","","4.63","","6.65","7.64","14.29","","",""
"24","Indiana","Big Ten","","20","12","76.8","73.3","3.47","","10.71","","12.01","2.17","14.18","","",""
"25","Georgia","SEC (East)","","20","15","75.8","71.7","4.09","","9.02","","8.07","5.04","13.11","","",""
"26","UCLA","Pac-10","","24","9","83.1","80.4","2.70","","11.01","","16.15","-3.11","13.05","","",""
"27","Florida State","ACC","","18","14","71.5","69.3","2.16","","10.77","","5.70","7.23","12.92","","",""
"28","Georgia Tech","ACC","","19","14","76.3","72.2","4.12","","8.70","","10.07","2.76","12.83","","",""
"29","Rhode Island","A-10 (East)","","25","9","77.7","71.6","6.15","","6.43","","11.02","1.56","12.58","","",""
"30","South Carolina","SEC (East)","","23","8","71.3","67.4","3.97","","8.77","","4.81","7.70","12.51","","",""
"31","Temple","A-10 (East)","","21","9","65.7","60.7","5.00","","7.50","","-1.60","14.10","12.50","","",""
