"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"1","Kentucky","SEC","","38","1","74.4","54.3","20.05","","8.67","","11.55","17.18","28.72","120.88","76.96","43.93"
"2","Duke","ACC","","35","4","79.3","64.2","15.10","","9.87","","17.28","7.69","24.97","126.08","87.56","38.52"
"3","Wisconsin","Big Ten","","36","4","72.5","58.2","14.33","","10.29","","10.53","14.08","24.61","128.27","88.95","39.32"
"4","Arizona","Pac-12","","34","4","76.6","59.7","16.92","","7.41","","13.24","11.09","24.33","119.26","82.75","36.51"
"5","Villanova","Big East","","33","3","76.5","60.9","15.58","","7.55","","12.87","10.26","23.13","121.09","85.70","35.39"
"6","Virginia","ACC","","30","4","65.4","51.5","13.91","","7.81","","2.12","19.60","21.73","116.26","80.17","36.09"
"7","Gonzaga","WCC","","35","3","78.7","61.7","17.00","","5.12","","13.08","8.04","21.12","120.54","88.44","32.10"
"8","Utah","Pac-12","","26","9","71.3","57.1","14.20","","7.42","","6.09","14.89","20.98","117.26","84.60","32.66"
"9","North Carolina","ACC","","26","12","77.7","68.8","8.87","","11.76","","17.10","3.54","20.63","118.88","88.37","30.51"
"10","Ohio State","Big Ten","","24","11","75.3","63.0","12.31","","7.37","","11.93","7.76","19.68","117.43","88.45","28.98"
"11","Notre Dame","ACC","","32","6","78.0","65.8","12.21","","7.02","","14.99","4.24","19.23","125.66","96.07","29.58"
"12","Oklahoma","Big 12","","24","11","71.5","62.7","8.71","","9.94","","9.42","9.23","18.65","111.92","83.84","28.08"
"13","Kansas","Big 12","","27","9","71.1","64.8","6.33","","12.13","","11.13","7.34","18.47","115.49","87.31","28.19"
"14","Louisville","ACC","","27","9","69.0","59.8","9.14","","8.98","","6.40","11.73","18.12","110.57","83.29","27.28"
"15","Iowa State","Big 12","","25","9","77.8","69.0","8.79","","9.15","","15.84","2.10","17.94","118.66","91.79","26.88"
"16","Baylor","Big 12","","24","10","69.1","60.2","8.85","","9.33","","6.46","11.39","17.85","115.65","87.94","27.71"
"17","Michigan State","Big Ten","","27","12","71.1","63.6","7.46","","10.00","","9.54","7.92","17.46","115.91","88.82","27.09"
"18","Butler","Big East","","23","11","69.0","61.0","8.03","","8.62","","5.06","11.58","16.64","109.88","84.32","25.56"
"19","Texas","Big 12","","20","14","67.4","60.3","7.09","","9.07","","5.33","10.83","16.16","111.91","86.80","25.11"
"20","Iowa","Big Ten","","22","12","69.8","62.3","7.44","","8.39","","7.02","8.81","15.83","113.19","89.04","24.16"
"21","Wichita State","MVC","","30","5","70.3","57.4","12.91","","3.68","","5.57","9.99","15.56","113.70","88.27","25.43"
"22","Georgetown","Big East","","22","11","70.9","65.2","5.67","","9.81","","8.11","7.37","15.48","113.55","89.51","24.04"
"23","Xavier","Big East","","23","14","73.3","67.4","5.95","","9.48","","11.02","4.40","15.42","116.69","92.93","23.76"
"24","West Virginia","Big 12","","25","10","72.6","66.8","5.83","","9.29","","10.53","4.59","15.12","111.97","89.32","22.65"
"25","North Carolina State","ACC","","22","14","70.1","65.8","4.39","","9.72","","8.30","5.80","14.11","114.41","92.84","21.57"
"26","Arkansas","SEC","","27","9","77.4","70.1","7.28","","6.79","","13.97","0.10","14.07","113.92","93.37","20.55"
"27","Providence","Big East","","22","12","69.7","65.5","4.21","","9.50","","7.44","6.27","13.71","111.12","90.20","20.92"
"28","Brigham Young","WCC","","25","10","83.7","73.2","10.57","","5.02","","18.11","-4.57","13.53","117.88","97.50","20.38"
"29","Maryland","Big Ten","","28","7","69.1","63.4","5.69","","7.63","","5.42","7.90","13.32","111.15","90.57","20.58"
"30","Florida","SEC","","16","17","63.7","60.1","3.61","","9.67","","1.31","11.96","13.27","108.34","86.67","21.68"
"31","Oklahoma State","Big 12","","18","14","67.5","62.8","4.66","","9.63","","5.43","7.52","12.95","110.98","90.93","20.05"
"32","Indiana","Big Ten","","20","14","77.4","71.7","5.74","","7.20","","14.40","-1.47","12.94","119.87","100.05","19.83"
"33","Southern Methodist","AAC","","27","7","69.1","59.8","9.35","","3.57","","4.59","8.35","12.94","112.10","91.14","20.96"
"34","Purdue","Big Ten","","21","13","69.9","64.6","5.29","","7.64","","6.22","6.71","12.93","109.94","89.94","20.00"
"35","Virginia Commonwealth","A-10","","26","10","72.5","65.8","6.69","","6.10","","9.10","3.69","12.79","110.36","90.71","19.65"
"36","Northern Iowa","MVC","","31","4","65.2","54.6","10.54","","2.00","","0.88","11.66","12.54","114.08","91.53","22.55"
"37","Georgia","SEC","","21","12","68.2","64.4","3.82","","8.60","","5.49","6.93","12.42","108.71","89.39","19.32"
"38","Illinois","Big Ten","","19","14","69.1","63.6","5.48","","6.93","","6.10","6.32","12.42","109.96","91.66","18.30"
"39","Minnesota","Big Ten","","18","15","74.2","67.7","6.55","","7.21","","10.46","1.88","12.34","112.05","93.64","18.41"
"40","Stanford","Pac-12","","24","13","72.3","67.3","5.00","","7.33","","8.60","3.73","12.33","112.77","93.28","19.49"
"41","UCLA","Pac-12","","22","14","71.9","68.1","3.81","","8.27","","8.94","3.14","12.07","111.83","93.60","18.22"
"42","Miami (FL)","ACC","","25","13","68.2","63.3","4.95","","7.05","","5.33","6.67","12.00","111.89","92.57","19.32"
"43","Davidson","A-10","","24","8","79.0","69.4","9.63","","3.19","","13.12","-1.16","11.97","118.46","100.19","18.27"
"44","Syracuse","ACC","","18","13","67.6","63.4","4.23","","7.68","","4.60","7.31","11.91","106.39","87.81","18.58"
"45","Vanderbilt","SEC","","21","14","70.6","64.3","6.29","","6.22","","7.49","4.40","11.89","115.16","96.26","18.90"
