"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"1","Villanova","Big East","","35","5","78.0","63.6","14.38","","9.71","","9.92","14.17","24.08","122.35","86.03","36.33"
"2","Kansas","Big 12","","33","5","81.3","67.6","13.66","","11.22","","14.28","9.59","23.87","121.72","86.77","34.95"
"3","North Carolina","ACC","","33","7","82.8","70.0","12.75","","10.69","","16.74","6.70","23.44","123.72","89.33","34.39"
"4","Michigan State","Big Ten","","29","6","79.8","64.1","15.66","","6.94","","12.25","10.34","22.59","123.30","89.06","34.24"
"5","Virginia","ACC","","29","8","71.0","60.1","10.92","","11.12","","4.12","17.92","22.04","122.22","87.24","34.97"
"6","West Virginia","Big 12","","26","9","78.5","66.7","11.83","","9.78","","10.88","10.73","21.61","116.24","85.43","30.81"
"7","Louisville","ACC","","23","8","75.0","61.1","13.84","","7.74","","6.19","15.39","21.57","116.29","83.90","32.38"
"8","Kentucky","SEC","","27","9","79.5","68.1","11.39","","8.84","","11.92","8.31","20.23","121.51","91.18","30.32"
"9","Purdue","Big Ten","","26","9","77.9","65.2","12.71","","7.46","","10.01","10.16","20.17","117.20","86.85","30.35"
"10","Oklahoma","Big 12","","29","8","79.7","71.1","8.62","","11.14","","12.91","6.85","19.76","117.93","89.54","28.39"
"11","Indiana","Big Ten","","27","8","82.6","69.9","12.69","","6.90","","13.68","5.91","19.59","123.27","93.87","29.39"
"12","Duke","ACC","","25","11","81.1","72.5","8.64","","10.59","","13.71","5.52","19.23","122.67","94.40","28.27"
"13","Arizona","Pac-12","","25","9","80.4","68.9","11.56","","7.23","","10.88","7.90","18.79","117.35","89.84","27.51"
"14","Xavier","Big East","","28","6","80.5","70.4","10.15","","8.43","","12.97","5.60","18.58","116.92","89.75","27.18"
"15","Miami (FL)","ACC","","27","8","75.2","67.4","7.83","","10.69","","8.72","9.80","18.52","119.68","91.95","27.73"
"16","Texas A&M","SEC","","28","9","76.4","66.4","10.00","","8.45","","7.66","10.80","18.45","114.22","87.35","26.87"
