"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"1","Duke","ACC","","31","4","88.9","69.2","19.74","","9.16","","21.31","7.60","28.91","","",""
"2","Cincinnati","CUSA (American)","","31","4","78.2","60.4","17.80","","6.58","","11.59","12.79","24.38","","",""
"3","Kansas","Big 12","","33","4","90.9","74.7","16.22","","9.35","","22.92","1.46","24.38","","",""
"4","Maryland","ACC","","32","4","85.0","70.9","14.11","","9.38","","18.20","5.30","23.50","","",""
"5","Florida","SEC (East)","","22","9","80.5","66.6","13.90","","8.37","","13.80","8.47","22.27","","",""
"6","Oklahoma","Big 12","","31","5","78.0","64.6","13.33","","7.70","","9.43","11.61","21.04","","",""
"7","Oregon","Pac-10","","26","9","85.5","72.5","13.03","","6.93","","17.05","2.62","19.67","","",""
"8","Illinois","Big Ten","","26","9","77.4","67.7","9.69","","9.94","","10.90","8.30","19.20","","",""
"9","Indiana","Big Ten","","25","12","70.5","62.6","7.86","","12.08","","5.53","13.66","19.19","","",""
"10","Kentucky","SEC (East)","","22","10","76.9","68.2","8.66","","11.99","","9.72","9.43","19.15","","",""
"11","Marquette","CUSA (American)","","26","7","73.1","60.7","12.39","","4.77","","4.34","12.83","17.16","","",""
"12","Stanford","Pac-10","","20","10","80.7","72.7","8.00","","9.03","","12.66","4.38","17.03","","",""
"13","Alabama","SEC (West)","","27","8","75.9","66.7","9.26","","7.67","","9.51","7.41","16.93","","",""
"14","Arizona","Pac-10","","24","10","82.1","77.7","4.44","","12.49","","15.87","1.06","16.93","","",""
"15","Southern California","Pac-10","","22","10","77.9","69.8","8.19","","8.31","","9.90","6.59","16.49","","",""
"16","South Carolina","SEC (East)","","22","15","68.3","61.6","6.70","","9.79","","1.15","15.16","16.31","","",""
"17","Ohio State","Big Ten","","24","8","73.8","64.9","8.88","","7.26","","8.59","7.54","16.14","","",""
"18","Connecticut","Big East (East)","","27","7","77.8","69.2","8.59","","7.43","","9.33","6.69","16.02","","",""
"19","North Carolina State","ACC","","23","11","75.4","67.8","7.68","","8.17","","6.88","8.97","15.85","","",""
"20","Notre Dame","Big East (West)","","22","11","78.8","68.4","10.45","","6.17","","11.07","4.63","15.70","","",""
"21","Memphis","CUSA (National)","","27","9","80.0","68.8","11.17","","4.72","","11.41","3.88","15.29","","",""
"22","Wake Forest","ACC","","21","13","82.0","77.1","4.97","","10.28","","14.27","0.98","15.25","","",""
"23","Michigan State","Big Ten","","19","12","69.4","63.8","5.55","","9.60","","3.12","11.79","14.90","","",""
"24","Texas Tech","Big 12","","23","9","79.1","71.6","7.50","","7.22","","10.66","4.06","14.72","","",""
"25","Pittsburgh","Big East (West)","","29","6","72.3","60.9","11.34","","4.55","","3.26","11.43","14.69","","",""
"26","Georgia","SEC (East)","","22","10","76.4","71.0","5.41","","9.24","","10.38","4.29","14.68","","",""
"27","Mississippi State","SEC (West)","","27","8","73.8","66.7","7.09","","7.33","","7.37","7.05","14.42","","",""
"28","Oklahoma State","Big 12","","23","9","71.7","64.1","7.59","","6.80","","2.61","11.78","14.39","","",""
"29","Texas","Big 12","","22","12","78.1","73.2","4.94","","9.98","","11.33","2.98","14.31","","",""
"30","Missouri","Big 12","","24","12","79.9","72.5","7.42","","6.81","","11.55","2.68","14.22","","",""
"31","Gonzaga","WCC","","29","4","81.1","66.6","14.55","","0.74","","8.89","5.01","13.90","","",""
"32","Xavier","A-10 (West)","","26","6","72.4","62.6","9.81","","4.09","","4.58","9.32","13.90","","",""
"33","Kent State","MAC (East)","","30","6","75.9","64.0","11.86","","2.10","","5.71","7.96","13.67","","",""
"34","Charlotte","CUSA (American)","","18","12","73.5","68.6","4.93","","8.68","","7.52","6.10","13.61","","",""
"35","Mississippi","SEC (West)","","20","11","72.0","64.3","7.71","","6.85","","4.50","9.11","13.61","","",""
"36","Virginia","ACC","","17","12","79.6","74.3","5.31","","7.90","","9.96","3.26","13.21","","",""
"37","Georgetown","Big East (West)","","19","11","81.1","70.4","10.70","","4.22","","10.98","2.21","13.18","","",""
"38","UCLA","Pac-10","","21","12","75.0","72.7","2.36","","10.77","","8.49","4.65","13.14","","",""
"39","University of California","Pac-10","","23","9","72.2","66.6","5.63","","7.45","","4.30","8.78","13.08","","",""
"40","Miami (FL)","Big East (East)","","24","8","74.8","67.4","7.47","","5.52","","7.11","5.88","12.99","","",""
"41","Minnesota","Big Ten","","18","13","75.2","69.4","5.77","","7.05","","9.19","3.64","12.82","","",""
"42","Dayton","A-10 (West)","","21","11","73.1","63.8","9.34","","3.38","","5.53","7.20","12.73","","",""
"43","Tulsa","WAC","","27","7","80.2","69.5","10.68","","2.30","","10.81","1.85","12.66","","",""
"44","Iowa","Big Ten","","19","16","72.6","68.1","4.49","","7.90","","7.24","5.15","12.39","","",""
"45","Arkansas","SEC (West)","","14","15","74.9","72.7","2.17","","10.13","","9.40","2.87","12.27","","",""
"46","Louisville","CUSA (American)","","19","13","76.0","71.6","4.34","","7.35","","8.92","2.78","11.70","","",""
"47","Syracuse","Big East (West)","","23","13","72.3","66.8","5.53","","5.90","","5.01","6.42","11.43","","",""
"48","Tennessee","SEC (East)","","15","16","71.7","70.8","0.90","","10.93","","6.31","4.89","11.19","","",""
"49","Butler","Horizon","","26","6","70.3","57.8","12.56","","-0.40","","0.11","11.03","11.14","","",""
"50","Villanova","Big East (East)","","19","13","70.8","66.3","4.53","","6.18","","2.92","7.79","10.71","","",""
"51","Utah","MWC","","21","9","67.3","61.3","5.97","","5.18","","-0.69","11.37","10.68","","",""
"52","Temple","A-10 (East)","","19","15","70.1","67.1","2.97","","7.61","","2.49","8.09","10.58","","",""
"53","Western Kentucky","Sun Belt (East)","","28","4","77.8","64.7","13.19","","-0.28","","5.75","4.71","10.46","","",""
"54","Louisiana State","SEC (West)","","19","15","68.4","64.0","4.35","","5.82","","0.40","9.84","10.24","","",""
"55","Wisconsin","Big Ten","","19","13","67.0","65.7","1.34","","9.22","","1.16","8.93","10.09","","",""
"56","Hawaii","WAC","","27","6","71.7","63.1","8.67","","1.15","","1.21","8.61","9.81","","",""
"57","Arizona State","Pac-10","","14","15","76.9","73.9","3.00","","6.79","","8.65","1.14","9.79","","",""
