"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"1","Louisville","AAC","","31","6","81.0","61.1","19.89","","4.80","","13.26","11.43","24.69","120.41","84.26","36.14"
"2","Arizona","Pac-12","","33","5","72.9","58.6","14.32","","9.04","","7.31","16.05","23.36","116.38","80.93","35.45"
"3","Florida","SEC","","36","3","69.9","57.8","12.15","","8.54","","4.39","16.30","20.69","116.20","84.22","31.98"
"4","Kansas","Big 12","","25","10","79.0","70.1","8.86","","11.40","","13.34","6.91","20.25","120.51","90.71","29.81"
"5","Wisconsin","Big Ten","","30","8","73.5","64.0","9.50","","10.19","","9.22","10.47","19.69","122.72","92.18","30.54"
"6","Duke","ACC","","26","9","78.4","67.4","11.03","","8.48","","13.87","5.64","19.51","125.14","95.42","29.73"
"7","Michigan State","Big Ten","","29","9","75.5","65.6","9.97","","9.38","","10.45","8.90","19.35","118.64","89.98","28.66"
"8","Oklahoma State","Big 12","","21","13","80.2","69.6","10.68","","8.34","","13.70","5.31","19.02","117.49","90.18","27.31"
"9","Villanova","Big East","","29","5","78.0","66.5","11.47","","7.50","","10.41","8.56","18.97","115.95","87.97","27.98"
"10","Iowa","Big Ten","","20","13","81.5","70.3","11.15","","7.43","","16.33","2.25","18.58","119.65","92.83","26.81"
"11","Iowa State","Big 12","","28","8","83.0","74.4","8.64","","9.88","","17.30","1.22","18.52","119.27","92.67","26.59"
"12","Michigan","Big Ten","","28","9","73.9","65.1","8.86","","9.65","","9.08","9.44","18.52","124.30","95.64","28.66"
"13","UCLA","Pac-12","","28","9","81.2","70.4","10.78","","7.62","","14.33","4.07","18.40","118.88","92.30","26.58"
"14","Virginia","ACC","","30","7","66.2","55.7","10.51","","7.86","","0.62","17.76","18.38","112.83","83.75","29.08"
"15","Kentucky","SEC","","29","11","74.8","66.6","8.18","","9.90","","9.50","8.57","18.07","118.23","91.30","26.93"
"16","Creighton","Big East","","27","8","78.7","67.9","10.86","","7.17","","12.14","5.89","18.03","124.84","98.02","26.82"
"17","Ohio State","Big Ten","","25","10","69.5","59.8","9.71","","8.12","","3.37","14.47","17.84","110.75","83.32","27.43"
"18","Pittsburgh","ACC","","26","10","71.8","61.9","9.92","","7.54","","7.31","10.15","17.46","117.25","90.65","26.60"
"19","Tennessee","SEC","","24","13","72.2","61.7","10.51","","7.84","","5.88","11.46","17.34","118.21","91.07","27.14"
"20","Connecticut","AAC","","32","8","71.8","63.2","8.60","","8.63","","5.29","11.93","17.23","113.19","87.67","25.53"
"21","Wichita State","MVC","","35","1","75.2","59.5","15.69","","1.74","","6.06","10.59","16.65","114.47","88.60","25.87"
"22","Syracuse","ACC","","28","6","68.0","59.2","8.79","","7.25","","2.13","13.92","16.05","115.17","89.85","25.32"
"23","Baylor","Big 12","","26","12","74.8","67.8","7.00","","10.11","","6.78","9.02","15.80","118.53","94.81","23.72"
"24","Oregon","Pac-12","","24","10","81.9","74.1","7.71","","8.05","","14.69","1.06","15.75","118.34","95.42","22.92"
"25","Gonzaga","WCC","","29","7","76.7","65.9","10.81","","5.36","","6.61","8.96","15.56","114.10","90.90","23.20"
"26","Cincinnati","AAC","","27","7","68.4","58.4","9.97","","5.28","","0.70","14.55","15.26","109.34","86.61","22.73"
"27","North Carolina","ACC","","24","10","76.6","69.8","6.82","","8.42","","10.62","4.63","15.24","112.29","89.90","22.39"
"28","San Diego State","MWC","","31","5","70.3","57.0","13.28","","4.86","","0.91","14.04","14.95","108.52","85.52","22.99"
"29","Oklahoma","Big 12","","23","10","81.9","76.0","5.94","","8.97","","15.64","-0.73","14.91","117.59","96.09","21.50"
"30","Virginia Commonwealth","A-10","","26","9","75.0","65.2","9.77","","4.78","","7.98","6.57","14.55","108.13","86.79","21.34"
"31","Arkansas","SEC","","22","12","80.1","71.3","8.76","","5.57","","13.25","1.09","14.34","111.87","92.03","19.84"
"32","Southern Methodist","AAC","","27","10","71.0","62.2","8.76","","4.97","","4.06","9.67","13.73","111.43","90.35","21.08"
"33","Stanford","Pac-12","","23","13","72.7","68.3","4.42","","9.00","","6.68","6.74","13.42","112.29","92.34","19.95"
"34","Arizona State","Pac-12","","21","12","75.3","69.4","5.91","","7.41","","9.13","4.19","13.32","111.45","91.77","19.68"
"35","Memphis","AAC","","24","10","76.9","70.5","6.38","","7.14","","8.98","4.04","13.02","111.76","92.85","18.91"
"36","New Mexico","MWC","","27","7","74.0","66.1","7.88","","4.84","","6.62","6.10","12.72","113.23","93.81","19.42"
"37","Texas","Big 12","","24","11","74.2","70.7","3.51","","9.15","","7.27","5.40","12.67","110.77","92.41","18.37"
"38","Utah","Pac-12","","21","12","75.1","64.3","10.82","","6.21","","4.06","8.61","12.66","111.07","92.73","18.34"
"39","Florida State","ACC","","22","14","70.9","66.4","4.50","","8.13","","6.08","6.55","12.63","111.06","92.40","18.66"
"40","Louisiana Tech","CUSA","","29","8","81.0","66.5","14.54","","-1.20","","9.14","3.30","12.44","109.27","92.02","17.26"
"41","Kansas State","Big 12","","20","13","69.1","65.4","3.67","","8.47","","1.40","10.74","12.14","107.85","89.24","18.61"
"42","Xavier","Big East","","21","13","71.8","68.1","3.71","","8.14","","5.63","6.21","11.84","113.31","95.48","17.83"
"43","West Virginia","Big 12","","17","16","77.2","73.4","3.76","","8.02","","10.02","1.76","11.78","115.18","98.15","17.03"
"44","Minnesota","Big Ten","","25","13","71.4","67.7","3.71","","8.34","","6.08","5.67","11.75","113.21","95.19","18.02"
"45","St. John's (NY)","Big East","","20","13","72.8","67.7","5.12","","6.56","","5.82","5.86","11.68","107.93","90.14","17.79"
"46","Brigham Young","WCC","","23","12","83.7","77.3","6.43","","5.72","","15.10","-3.46","11.63","113.27","96.69","16.59"
"47","Saint Louis","A-10","","27","7","69.8","61.9","7.91","","4.24","","2.13","9.50","11.63","104.20","86.93","17.27"
"48","Providence","Big East","","23","12","73.3","69.8","3.51","","7.85","","6.93","4.43","11.37","113.81","96.47","17.34"
"49","Maryland","ACC","","17","15","70.9","67.7","3.25","","8.08","","6.32","5.01","11.33","108.53","90.92","17.60"
"50","Indiana","Big Ten","","17","15","72.3","67.6","4.69","","6.64","","5.99","5.33","11.32","107.24","91.30","15.94"
"51","Clemson","ACC","","23","13","63.5","58.4","5.11","","5.97","","-3.75","14.83","11.08","106.93","89.53","17.40"
"52","Georgetown","Big East","","18","15","71.0","68.3","2.70","","8.27","","4.36","6.60","10.96","112.80","96.17","16.64"
"53","Colorado","Pac-12","","23","12","70.2","68.2","2.00","","8.80","","4.06","6.74","10.80","108.96","93.38","15.58"
"54","Harvard","Ivy","","27","5","73.2","61.0","12.22","","-0.47","","3.99","6.79","10.79","109.54","92.13","17.41"
"55","University of California","Pac-12","","21","14","72.4","69.1","3.26","","7.44","","5.51","5.19","10.70","111.28","95.37","15.92"
"56","Massachusetts","A-10","","24","9","75.8","71.2","4.61","","6.00","","9.22","1.39","10.61","108.28","92.51","15.77"
"57","George Washington","A-10","","24","9","73.2","67.0","6.18","","4.42","","4.78","5.82","10.60","110.22","94.38","15.85"
"58","Dayton","A-10","","26","11","72.2","67.0","5.22","","5.34","","5.03","5.52","10.55","112.53","96.29","16.25"
"59","Illinois","Big Ten","","20","15","64.2","62.2","2.06","","8.28","","-1.50","11.84","10.33","106.81","90.69","16.12"
"60","Nebraska","Big Ten","","19","13","66.8","65.2","1.63","","8.50","","2.73","7.40","10.13","108.66","93.02","15.64"
"61","Marquette","Big East","","17","15","72.2","68.7","3.47","","6.61","","5.65","4.43","10.08","109.33","94.41","14.92"
"62","Missouri","SEC","","23","12","72.9","69.7","3.20","","6.86","","7.06","3.00","10.06","113.26","98.35","14.92"
"63","Louisiana State","SEC","","20","14","74.7","71.3","3.44","","6.61","","8.26","1.79","10.05","109.36","94.35","15.01"
"64","Saint Mary's (CA)","WCC","","23","12","71.5","65.5","6.00","","4.29","","2.01","7.34","9.35","112.09","97.81","14.28"
"65","Saint Joseph's","A-10","","24","10","71.6","67.6","3.97","","5.08","","4.20","4.85","9.05","110.99","96.86","14.12"
"66","North Carolina State","ACC","","22","14","71.1","69.6","1.58","","7.44","","6.58","2.45","9.02","112.45","98.34","14.11"
"67","Boise State","MWC","","21","13","76.2","69.0","7.18","","3.86","","6.80","2.02","8.83","114.21","101.04","13.17"
"68","Texas Tech","Big 12","","14","18","68.4","68.4","0.00","","8.61","","0.58","8.03","8.61","111.35","98.93","12.42"
"69","Nevada-Las Vegas","MWC","","20","13","71.4","65.6","5.79","","2.76","","2.94","5.61","8.55","106.33","93.41","12.92"
"70","Alabama","SEC","","13","19","67.8","67.2","0.63","","8.88","","0.09","8.25","8.34","107.24","94.71","12.54"
"71","Purdue","Big Ten","","15","17","72.3","71.7","0.59","","7.62","","7.14","1.08","8.21","107.95","95.72","12.23"
"72","Notre Dame","ACC","","15","17","72.0","70.6","1.41","","6.78","","5.59","2.60","8.19","113.60","101.43","12.17"
"73","Georgia","SEC","","20","14","68.9","66.8","2.12","","5.78","","1.11","6.79","7.90","107.75","95.65","12.11"
"74","Mississippi","SEC","","19","14","75.2","72.7","2.48","","5.36","","8.78","-0.94","7.84","109.71","97.70","12.01"
"75","Penn State","Big Ten","","16","18","70.9","70.2","0.62","","7.06","","4.61","3.07","7.68","110.30","98.30","11.99"
"76","Miami (FL)","ACC","","17","16","61.5","59.5","1.97","","5.63","","-4.59","12.19","7.60","107.71","95.52","12.19"
"77","Seton Hall","Big East","","17","17","71.8","69.9","1.97","","5.56","","3.43","4.10","7.53","108.85","97.65","11.20"
"78","Green Bay","Horizon","","24","7","74.3","64.5","9.84","","0.11","","3.20","3.98","7.18","106.26","94.97","11.29"
"79","Butler","Big East","","14","17","68.5","66.6","1.97","","6.98","","0.17","6.87","7.04","106.02","95.85","10.17"
