"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"1","Stanford","Pac-10","","27","4","78.9","59.7","19.26","","7.12","","11.70","13.96","25.65","","",""
"2","Duke","ACC","","29","5","88.0","71.3","16.68","","8.88","","22.66","2.90","25.55","","",""
"3","Michigan State","Big Ten","","32","7","74.1","58.9","15.13","","9.91","","10.07","14.97","25.04","","",""
"4","Cincinnati","CUSA (American)","","29","4","77.6","61.5","16.12","","8.50","","12.90","11.72","24.62","","",""
"5","Florida","SEC (East)","","29","8","83.8","68.9","14.97","","8.51","","18.49","4.99","23.48","","",""
"6","Temple","A-10 (East)","","27","6","68.5","54.8","13.70","","6.94","","2.35","18.28","20.64","","",""
"7","Texas","Big 12","","24","9","74.5","63.7","10.82","","9.61","","9.64","10.80","20.43","","",""
"8","Oklahoma State","Big 12","","27","7","77.1","62.3","14.79","","6.59","","7.78","12.23","20.01","","",""
"9","Tulsa","WAC","","32","5","80.4","62.9","17.51","","2.42","","9.77","10.17","19.94","","",""
"10","Illinois","Big Ten","","22","10","75.8","65.6","10.13","","9.60","","9.89","9.84","19.73","","",""
"11","Indiana","Big Ten","","20","9","77.7","68.4","9.24","","10.22","","13.46","5.97","19.43","","",""
"12","Oklahoma","Big 12","","27","7","74.9","62.3","12.62","","6.63","","7.48","11.77","19.25","","",""
"13","Iowa State","Big 12","","32","5","78.3","65.1","13.22","","7.14","","10.55","8.53","19.08","","",""
"14","Arizona","Pac-10","","27","7","76.4","67.2","9.26","","9.70","","12.05","6.92","18.97","","",""
"15","Tennessee","SEC (East)","","26","7","79.7","67.8","11.82","","8.12","","12.39","6.54","18.94","","",""
"16","Louisiana State","SEC (West)","","28","6","75.8","62.7","13.12","","5.78","","8.06","10.84","18.90","","",""
"17","Kentucky","SEC (East)","","23","10","69.1","62.8","6.24","","12.71","","4.81","13.72","18.52","","",""
"18","Kansas","Big 12","","24","10","78.7","70.1","8.65","","9.79","","12.92","5.02","17.94","","",""
"19","Maryland","ACC","","25","10","76.7","68.2","8.49","","9.44","","11.36","6.57","17.93","","",""
"20","Syracuse","Big East","","26","6","75.0","63.5","11.47","","6.20","","10.10","7.57","17.67","","",""
"21","Ohio State","Big Ten","","23","7","72.7","61.7","11.00","","6.55","","6.34","11.21","17.55","","",""
"22","North Carolina","ACC","","22","14","75.4","70.2","5.19","","11.80","","10.32","6.68","17.00","","",""
"23","Connecticut","Big East","","25","10","74.6","65.3","9.34","","7.58","","7.88","9.04","16.93","","",""
"24","Purdue","Big Ten","","24","10","73.7","66.1","7.62","","9.56","","8.83","8.04","16.87","","",""
"25","Wisconsin","Big Ten","","22","14","59.9","55.8","4.17","","12.50","","-3.28","19.95","16.67","","",""
"26","Gonzaga","WCC","","26","9","77.7","65.9","11.74","","4.64","","11.06","5.33","16.38","","",""
"27","UCLA","Pac-10","","21","12","75.5","70.3","5.18","","10.11","","9.29","6.00","15.29","","",""
"28","Louisville","CUSA (American)","","19","12","73.2","66.2","7.00","","8.76","","6.78","8.15","14.93","","",""
"29","Oregon","Pac-10","","22","8","75.6","68.2","7.40","","8.53","","8.21","6.53","14.74","","",""
"30","DePaul","CUSA (American)","","21","12","72.3","64.3","8.00","","7.83","","5.34","9.33","14.67","","",""
"31","St. John's (NY)","Big East","","25","8","61.9","66.4","-4.52","","6.96","","7.09","7.17","14.26","","",""
"32","Wake Forest","ACC","","22","14","69.8","64.5","5.25","","8.95","","3.80","10.40","14.20","","",""
"33","Southern California","Pac-10","","16","14","78.1","72.7","5.40","","8.77","","11.94","2.23","14.17","","",""
"34","Auburn","SEC (West)","","24","10","71.3","64.4","6.85","","8.20","","4.24","9.35","13.59","","",""
"35","Pepperdine","WCC","","25","9","73.0","63.2","9.76","","3.35","","5.34","7.77","13.11","","",""
"36","North Carolina State","ACC","","20","14","69.0","63.6","5.47","","7.49","","1.47","11.49","12.96","","",""
"37","Vanderbilt","SEC (East)","","19","11","74.8","69.7","5.10","","7.54","","8.25","4.40","12.64","","",""
"38","Missouri","Big 12","","18","13","74.3","69.9","4.32","","8.22","","8.49","4.05","12.55","","",""
"39","Arkansas","SEC (West)","","19","15","74.4","69.8","4.62","","7.76","","8.56","3.82","12.37","","",""
"40","Virginia","ACC","","19","12","81.5","75.4","6.06","","6.22","","14.94","-2.65","12.29","","",""
"41","Butler","MW Coll","","23","8","68.0","55.7","12.23","","0.01","","-1.53","13.77","12.23","","",""
"42","Utah","MWC","","23","9","70.4","61.8","8.53","","4.36","","2.61","9.62","12.23","","",""
"43","Arizona State","Pac-10","","19","13","79.3","74.8","4.50","","8.75","","13.18","-1.07","12.11","","",""
"44","Miami (FL)","Big East","","23","11","69.0","62.6","6.44","","5.39","","2.03","9.81","11.83","","",""
"45","Charlotte","CUSA (American)","","17","16","68.1","65.7","2.39","","8.60","","3.17","7.82","10.99","","",""
"46","Kent State","MAC (East)","","23","8","75.7","65.9","9.74","","2.21","","4.45","6.42","10.87","","",""
"47","Seton Hall","Big East","","22","10","71.7","66.2","5.53","","5.11","","5.35","5.29","10.64","","",""
"48","Penn State","Big Ten","","19","16","73.5","72.2","1.26","","8.82","","9.02","1.05","10.08","","",""
"49","South Carolina","SEC (East)","","15","17","68.4","67.3","1.19","","8.78","","2.19","7.78","9.97","","",""
"50","Dayton","A-10 (West)","","22","9","71.4","64.9","6.48","","3.46","","3.74","6.21","9.95","","",""
"51","Nevada-Las Vegas","MWC","","23","8","82.2","75.0","7.23","","2.52","","13.48","-3.74","9.74","","",""
"52","University of California","Pac-10","","18","15","72.0","70.9","1.03","","8.62","","5.83","3.82","9.65","","",""
"53","Notre Dame","Big East","","22","15","71.2","68.1","3.19","","6.38","","4.49","5.08","9.57","","",""
"54","Brigham Young","MWC","","22","11","70.5","63.8","6.70","","3.54","","0.66","8.88","9.54","","",""
"55","St. Bonaventure","A-10 (East)","","21","10","68.9","64.7","4.16","","5.29","","1.99","7.46","9.45","","",""
"56","Xavier","A-10 (West)","","21","12","75.2","69.2","5.94","","3.42","","8.04","1.32","9.36","","",""
"57","Fresno State","WAC","","24","10","82.3","76.7","5.59","","3.58","","14.20","-5.03","9.17","","",""
"58","Saint Louis","CUSA (American)","","19","14","64.4","63.8","0.61","","8.39","","-0.99","9.99","9.00","","",""
"59","Iowa","Big Ten","","14","16","68.8","71.6","-2.83","","11.83","","4.83","4.16","8.99","","",""
"60","Utah State","Big West (East)","","28","6","70.5","61.2","9.32","","1.89","","-0.06","8.89","8.83","","",""
"61","Long Beach State","Big West (West)","","24","6","81.2","68.7","12.50","","-0.87","","9.12","-0.30","8.81","","",""
