"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"1","Gonzaga","WCC","","32","1","84.6","61.2","23.42","","2.45","","14.25","11.63","25.88","120.70","83.20","37.49"
"2","North Carolina","ACC","","27","6","85.0","69.9","15.03","","11.46","","17.53","8.09","25.62","123.23","86.87","36.37"
"3","West Virginia","Big 12","","25","7","83.2","66.4","16.78","","8.73","","16.15","9.36","25.51","119.32","84.07","35.25"
"4","Villanova","Big East","","29","3","78.5","63.2","15.31","","9.65","","10.49","14.48","24.96","124.96","87.36","37.60"
"5","Kentucky","SEC","","26","5","86.8","72.1","14.68","","9.82","","18.65","5.85","24.49","120.81","86.97","33.84"
"6","Louisville","ACC","","24","8","77.5","65.8","11.69","","12.19","","10.85","13.04","23.88","118.71","84.05","34.66"
"7","Florida","SEC","","24","7","78.8","66.4","12.42","","10.53","","11.22","11.73","22.95","117.30","84.51","32.79"
"8","Kansas","Big 12","","28","4","82.7","72.4","10.34","","12.54","","16.03","6.85","22.88","122.65","89.65","33.00"
"9","Virginia","ACC","","22","10","66.6","55.6","10.97","","11.48","","-0.48","22.93","22.45","115.81","80.72","35.10"
"10","Duke","ACC","","25","8","80.5","69.5","11.00","","11.17","","12.99","9.18","22.17","122.54","90.32","32.22"
"11","Purdue","Big Ten","","25","6","80.5","66.9","13.52","","8.19","","12.02","9.69","21.71","119.09","87.46","31.63"
"12","Wichita State","MVC","","30","4","82.1","62.4","19.62","","2.35","","11.71","9.94","21.65","117.88","86.58","31.30"
"13","UCLA","Pac-12","","29","3","90.8","75.0","15.84","","5.52","","21.18","0.18","21.36","124.24","94.92","29.32"
"14","Oregon","Pac-12","","28","4","79.3","64.5","14.78","","7.05","","9.15","11.90","21.05","117.57","87.42","30.15"
"15","Florida State","ACC","","25","7","82.8","71.1","11.66","","9.37","","14.09","6.94","21.03","119.01","88.95","30.05"
"16","Baylor","Big 12","","25","7","72.7","62.7","10.00","","12.16","","4.71","16.03","20.74","118.13","86.92","31.21"
"17","Iowa State","Big 12","","21","10","80.8","72.2","8.58","","11.50","","12.34","7.74","20.08","118.79","90.68","28.11"
"18","Oklahoma State","Big 12","","20","12","85.5","78.0","7.50","","12.09","","18.85","0.47","19.31","124.48","97.13","27.36"
"19","Southern Methodist","AAC","","27","4","74.6","59.4","15.16","","4.04","","5.82","13.39","19.20","120.39","89.80","30.59"
"20","Wisconsin","Big Ten","","23","8","72.4","61.6","10.81","","8.32","","3.22","15.92","19.13","115.10","85.90","29.20"
"21","Cincinnati","AAC","","27","4","74.7","60.2","14.52","","4.56","","4.37","14.71","19.08","114.71","85.97","28.74"
"22","Notre Dame","ACC","","24","8","78.3","68.9","9.41","","9.58","","11.08","7.91","18.99","120.69","92.42","28.27"
"23","Creighton","Big East","","24","8","83.0","72.5","10.56","","8.63","","13.53","4.98","18.50","117.59","91.06","26.53"
