"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"1","Kentucky","SEC","","38","2","77.4","60.6","16.80","","7.93","","13.97","10.75","24.73","121.13","84.59","36.55"
"2","Ohio State","Big Ten","","31","8","74.7","59.8","14.87","","9.07","","12.58","11.37","23.95","116.89","81.75","35.13"
"3","Kansas","Big 12","","32","7","73.5","61.7","11.79","","9.93","","11.17","10.55","21.72","114.92","83.11","31.81"
"4","North Carolina","ACC","","32","6","81.3","67.1","14.26","","7.07","","17.03","4.30","21.34","114.54","85.44","29.10"
"5","Michigan State","Big Ten","","29","8","71.6","59.3","12.32","","9.82","","8.73","12.58","21.32","114.39","82.72","31.66"
"6","Syracuse","Big East","","34","3","74.1","61.0","13.11","","8.02","","11.14","9.99","21.12","117.57","86.64","30.93"
"7","Missouri","Big 12","","30","5","80.4","66.3","14.09","","5.68","","16.13","3.64","19.77","124.44","95.02","29.42"
"8","Wisconsin","Big Ten","","26","10","64.0","53.2","10.81","","8.24","","0.58","18.47","19.04","113.60","83.18","30.42"
"9","Indiana","Big Ten","","27","9","77.3","66.4","10.83","","7.80","","14.53","4.10","18.63","119.86","92.62","27.24"
"10","Florida","SEC","","26","11","75.9","65.0","10.92","","7.33","","13.34","4.91","18.25","120.00","93.43","26.58"
"11","Wichita State","MVC","","27","6","77.1","62.4","14.70","","3.80","","10.64","6.79","17.42","114.53","88.95","25.58"
"12","Duke","ACC","","27","7","77.3","68.6","8.65","","8.40","","13.75","3.30","17.05","117.60","93.07","24.54"
"13","Marquette","Big East","","27","8","75.4","65.9","9.43","","7.50","","12.11","4.82","16.92","111.68","87.54","24.13"
"14","Memphis","CUSA","","26","9","74.7","63.1","11.60","","5.26","","11.14","5.72","16.86","112.77","87.91","24.86"
"15","Georgetown","Big East","","24","9","69.0","59.4","9.67","","7.69","","4.49","12.32","16.81","110.96","85.48","25.48"
"16","Baylor","Big 12","","30","8","74.7","65.3","9.37","","8.03","","10.20","6.34","16.54","114.50","90.31","24.19"
"17","Louisville","Big East","","30","10","68.2","61.0","7.18","","9.02","","4.73","11.46","16.19","105.66","81.90","23.77"
"18","Vanderbilt","SEC","","25","11","72.6","65.0","7.67","","8.04","","9.36","6.35","15.71","114.33","90.89","23.45"
"19","New Mexico","MWC","","28","7","72.7","59.3","13.40","","3.34","","6.64","8.96","15.60","109.67","87.01","22.66"
"20","Saint Louis","A-10","","26","8","68.7","57.6","11.06","","4.06","","2.48","12.67","15.15","110.16","86.36","23.80"
"21","Florida State","ACC","","25","10","69.8","62.9","6.91","","7.62","","6.00","8.54","14.53","106.03","85.38","20.65"
"22","Kansas State","Big 12","","22","11","71.0","64.1","6.94","","7.53","","7.66","6.81","14.47","108.96","87.94","21.02"
"23","Texas","Big 12","","20","14","72.6","66.8","5.88","","8.12","","8.00","6.00","14.00","111.86","91.46","20.40"
"24","Purdue","Big Ten","","22","13","71.8","66.0","5.83","","8.05","","8.62","5.26","13.88","114.80","94.02","20.79"
"25","Gonzaga","WCC","","26","7","73.8","63.2","10.61","","3.25","","6.89","6.97","13.86","111.35","90.79","20.56"
"26","University of California","Pac-12","","24","10","71.1","61.9","9.26","","4.53","","6.47","7.33","13.79","110.08","89.59","20.49"
"27","Alabama","SEC","","21","12","64.7","58.1","6.58","","7.18","","0.16","13.60","13.76","105.78","85.22","20.57"
"28","Nevada-Las Vegas","MWC","","26","9","76.3","65.9","10.40","","4.37","","11.33","2.23","13.55","109.30","90.69","18.61"
"29","Iowa State","Big 12","","23","11","73.2","67.2","6.00","","7.32","","8.91","4.41","13.32","113.51","93.88","19.63"
"30","Michigan","Big Ten","","24","10","66.3","61.5","4.85","","8.98","","3.87","9.32","13.19","113.30","93.04","20.26"
"31","Cincinnati","Big East","","26","11","68.2","61.5","6.65","","6.28","","4.55","8.38","12.93","108.71","89.74","18.98"
"32","Creighton","MVC","","29","6","79.2","69.7","9.51","","3.41","","13.18","-0.26","12.92","118.57","99.92","18.65"
"33","Stanford","Pac-12","","26","11","71.8","63.2","8.65","","3.99","","6.49","6.15","12.64","106.16","87.82","18.34"
"34","Virginia","ACC","","22","10","62.5","54.2","8.28","","4.23","","-3.41","15.92","12.51","104.35","84.87","19.48"
"35","Connecticut","Big East","","20","14","68.7","64.5","4.21","","8.07","","5.05","7.23","12.27","110.36","92.14","18.22"
