"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"1","Kentucky","SEC (East)","","34","2","91.4","69.4","22.08","","10.06","","24.60","7.54","32.14","","",""
"2","Connecticut","Big East (Big East 6)","","32","3","82.6","64.7","17.86","","8.19","","13.24","12.81","26.05","","",""
"3","Georgetown","Big East (Big East 7)","","29","8","83.3","68.8","14.51","","9.83","","14.17","8.46","22.63","","",""
"4","Cincinnati","CUSA (Blue)","","28","5","79.6","65.2","14.42","","7.69","","13.50","8.61","22.11","","",""
"5","Kansas","Big 8","","29","5","80.6","65.3","15.35","","7.24","","12.79","8.61","21.39","","",""
"6","Massachusetts","A-10 (East)","","35","2","74.8","62.4","12.46","","8.92","","8.03","13.36","21.38","","",""
"7","Villanova","Big East (Big East 6)","","26","7","75.5","66.6","8.88","","11.46","","9.45","10.89","20.34","","",""
"8","Georgia","SEC (East)","","21","10","79.2","68.1","11.16","","8.14","","11.50","7.79","19.30","","",""
"9","Syracuse","Big East (Big East 7)","","29","9","76.2","68.6","7.63","","11.35","","9.37","9.62","18.99","","",""
"10","Iowa","Big Ten","","23","9","79.6","67.9","11.75","","6.90","","11.94","6.72","18.65","","",""
"11","Utah","WAC","","27","7","76.7","63.9","12.88","","6.42","","5.47","13.05","18.52","","",""
"12","Wake Forest","ACC","","26","6","68.9","61.3","7.53","","10.73","","1.16","17.09","18.26","","",""
"13","Arizona","Pac-10","","26","7","81.6","71.9","9.73","","8.42","","13.67","4.48","18.14","","",""
"14","North Carolina","ACC","","21","11","77.6","71.0","6.59","","11.42","","11.42","6.60","18.02","","",""
"15","Indiana","Big Ten","","19","12","75.8","69.1","6.68","","10.87","","10.05","7.56","17.61","","",""
"16","Purdue","Big Ten","","26","6","73.1","64.3","8.75","","8.49","","5.10","12.14","17.24","","",""
"17","Penn State","Big Ten","","21","7","74.8","64.1","10.75","","6.33","","7.88","9.20","17.08","","",""
"18","Georgia Tech","ACC","","24","12","80.2","76.0","4.25","","12.71","","14.30","2.66","16.96","","",""
"19","Boston College","Big East (Big East 6)","","19","11","78.2","70.5","7.70","","9.23","","9.35","7.58","16.93","","",""
"20","Mississippi State","SEC (West)","","26","8","73.1","65.6","7.47","","8.73","","4.19","12.00","16.20","","",""
"21","Duke","ACC","","18","13","75.4","69.8","5.58","","10.48","","8.43","7.63","16.06","","",""
"22","Louisville","CUSA (White)","","22","12","76.5","71.2","5.29","","9.84","","9.59","5.58","15.18","","",""
"23","Michigan","Big Ten","","21","11","71.3","64.9","6.47","","8.55","","4.24","10.77","15.02","","",""
"24","Maryland","ACC","","17","13","81.3","76.3","5.07","","9.94","","13.87","1.13","15.00","","",""
"25","Texas Tech","SWC","","30","2","82.2","69.4","12.75","","2.11","","9.52","5.34","14.86","","",""
"26","Stanford","Pac-10","","20","9","75.2","66.7","8.52","","6.33","","7.05","7.80","14.85","","",""
"27","Marquette","CUSA (Blue)","","23","8","72.9","63.4","9.52","","4.93","","4.99","9.46","14.45","","",""
"28","Memphis","CUSA (White)","","22","8","73.5","65.7","7.77","","6.58","","6.09","8.26","14.35","","",""
"29","UCLA","Pac-10","","23","8","77.4","70.6","6.81","","7.34","","9.70","4.45","14.15","","",""
"30","North Carolina State","ACC","","15","16","81.2","74.8","6.42","","7.98","","11.71","2.37","14.08","","",""
"31","Illinois","Big Ten","","18","13","75.9","69.8","6.10","","7.86","","8.52","5.44","13.96","","",""
"32","Clemson","ACC","","18","11","68.0","63.0","5.00","","8.18","","-0.44","13.63","13.18","","",""
"33","Tulsa","MVC","","22","8","76.4","65.0","11.40","","1.52","","6.14","6.79","12.92","","",""
"34","Providence","Big East (Big East 7)","","18","12","78.2","74.8","3.40","","9.44","","10.72","2.12","12.84","","",""
"35","Oklahoma","Big 8","","17","13","79.0","73.1","5.97","","6.83","","10.38","2.41","12.80","","",""
"36","Texas","SWC","","21","10","81.8","74.4","7.39","","5.06","","12.25","0.19","12.44","","",""
"37","Virginia","ACC","","12","15","69.4","68.8","0.67","","11.64","","3.17","9.14","12.31","","",""
"38","Oklahoma State","Big 8","","17","10","70.2","63.9","6.33","","6.08","","1.58","10.51","12.08","","",""
"39","University of California","Pac-10","","17","11","75.6","70.1","5.46","","6.44","","7.08","4.82","11.90","","",""
"40","Arkansas","SEC (West)","","20","13","77.6","74.0","3.58","","8.09","","9.28","2.39","11.67","","",""
"41","New Mexico","WAC","","28","5","77.8","69.5","8.30","","3.42","","7.15","4.40","11.55","","",""
"42","Eastern Michigan","MAC","","25","6","83.7","74.3","9.35","","3.71","","13.38","-1.85","11.54","","",""
"43","Virginia Tech","A-10 (West)","","23","6","70.2","62.9","7.28","","4.25","","0.18","11.34","11.52","","",""
"44","Tulane","CUSA (Red)","","22","10","77.4","70.9","6.56","","4.87","","8.37","3.06","11.43","","",""
"45","Temple","A-10 (East)","","20","13","60.0","58.2","1.79","","9.29","","-7.14","18.23","11.08","","",""
"46","South Carolina","SEC (East)","","19","12","78.3","73.5","4.77","","6.23","","9.80","1.20","11.01","","",""
"47","Drexel","NAC","","27","4","82.6","66.3","16.26","","-5.06","","7.24","3.74","10.97","","",""
"48","Pittsburgh","Big East (Big East 7)","","10","17","72.1","70.8","1.37","","9.60","","3.20","7.77","10.97","","",""
"49","West Virginia","Big East (Big East 6)","","12","15","79.7","76.9","2.78","","8.17","","11.21","-0.26","10.95","","",""
"50","Florida State","ACC","","13","14","75.3","73.1","2.22","","8.72","","7.50","3.44","10.94","","",""
"51","Iowa State","Big 8","","24","9","67.4","63.4","4.00","","7.24","","-1.93","12.83","10.90","","",""
"52","Miami (OH)","MAC","","21","8","74.8","63.9","10.86","","0.81","","1.96","8.64","10.60","","",""
"53","Nebraska","Big 8","","21","14","80.2","75.5","4.71","","5.58","","11.31","-1.02","10.29","","",""
"54","Washington State","Pac-10","","17","12","75.6","71.3","4.28","","5.86","","6.67","3.47","10.14","","",""
"55","Bradley","MVC","","22","8","71.2","65.0","6.17","","3.55","","1.09","8.63","9.71","","",""
"56","Davidson","Southern (North)","","25","5","84.3","68.2","16.03","","-4.90","","6.22","3.25","9.47","","",""
"57","George Washington","A-10 (West)","","21","8","78.0","72.7","5.38","","3.61","","8.45","0.55","8.99","","",""
"58","Rhode Island","A-10 (East)","","20","14","76.4","71.1","5.32","","3.53","","8.25","0.60","8.85","","",""
"59","Santa Clara","WCC","","20","9","70.8","66.1","4.72","","4.09","","0.95","7.86","8.81","","",""
"60","Tennessee","SEC (East)","","14","15","62.5","63.0","-0.48","","9.20","","-6.02","14.74","8.72","","",""
"61","Minnesota","Big Ten","","19","13","69.6","67.8","1.78","","6.92","","2.21","6.46","8.67","","",""
"62","Green Bay","MW Coll","","25","4","64.8","55.9","8.90","","-0.88","","-7.00","15.05","8.05","","",""
"63","Vanderbilt","SEC (East)","","18","14","75.7","74.1","1.56","","7.14","","6.34","1.61","7.95","","",""
"64","Brigham Young","WAC","","15","13","82.3","78.4","3.89","","4.00","","11.84","-3.94","7.89","","",""
"65","Wisconsin","Big Ten","","17","15","66.1","64.8","1.28","","7.80","","-1.87","9.76","7.89","","",""
"66","Washington","Pac-10","","16","12","70.0","67.5","2.54","","5.27","","0.51","7.30","7.81","","",""
"67","Miami (FL)","Big East (Big East 7)","","15","13","67.3","66.9","0.36","","7.42","","-1.07","8.85","7.77","","",""
"68","Kansas State","Big 8","","17","12","67.9","67.7","0.24","","7.72","","-0.47","8.22","7.75","","",""
"69","Florida","SEC (East)","","12","16","66.8","70.5","-3.75","","11.40","","0.35","7.30","7.65","","",""
