"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"1","Kentucky","SEC (East)","","35","5","83.1","62.8","20.33","","9.20","","18.06","11.16","29.23","","",""
"2","Kansas","Big 12","","34","2","84.9","66.1","18.83","","7.94","","19.67","6.93","26.60","","",""
"3","Minnesota","Big Ten","","31","4","78.3","63.4","14.94","","9.20","","12.22","11.12","23.35","","",""
"4","North Carolina","ACC","","28","7","77.4","66.7","10.71","","12.09","","14.86","7.94","22.80","","",""
"5","Duke","ACC","","24","9","79.7","66.2","13.45","","9.27","","15.57","7.15","22.72","","",""
"6","Arizona","Pac-10","","25","9","83.9","73.3","10.62","","10.98","","17.59","4.01","21.60","","",""
"7","Wake Forest","ACC","","24","7","69.0","58.3","10.68","","10.53","","5.29","15.92","21.21","","",""
"8","Cincinnati","CUSA (Blue)","","26","8","80.7","65.5","15.21","","5.44","","14.31","6.33","20.64","","",""
"9","Stanford","Pac-10","","22","8","80.9","69.0","11.87","","9.05","","12.71","7.02","19.73","","",""
"10","Maryland","ACC","","21","11","75.2","66.8","8.44","","9.30","","11.43","6.30","17.74","","",""
"11","Utah","WAC (Mountain)","","29","4","74.4","61.7","12.76","","5.44","","6.44","11.12","17.56","","",""
"12","Clemson","ACC","","23","10","68.2","61.5","6.70","","10.72","","3.99","13.42","17.41","","",""
"13","University of California","Pac-10","","23","9","75.1","67.8","7.22","","10.03","","7.84","9.40","17.25","","",""
"14","Iowa","Big Ten","","22","10","72.3","63.7","8.63","","8.90","","7.87","8.97","16.84","","",""
"15","Michigan","Big Ten","","24","11","74.1","68.0","6.14","","10.53","","10.21","6.52","16.73","","",""
"16","Villanova","Big East (Big East 6)","","24","10","75.1","67.9","7.15","","9.45","","9.30","7.33","16.64","","",""
"17","Rhode Island","A-10 (East)","","20","10","80.7","70.6","10.10","","6.40","","15.36","1.14","16.50","","",""
"18","UCLA","Pac-10","","24","8","79.9","73.8","6.19","","10.29","","13.13","3.35","16.48","","",""
"19","Florida State","ACC","","20","12","73.4","66.8","6.63","","9.73","","9.23","7.13","16.36","","",""
"20","Xavier","A-10 (West)","","23","6","83.2","72.3","10.86","","5.28","","16.17","-0.03","16.14","","",""
"21","Illinois","Big Ten","","22","10","76.5","68.7","7.84","","7.79","","10.41","5.23","15.64","","",""
"22","Tulsa","WAC (Mountain)","","24","10","72.4","63.0","9.47","","5.52","","5.66","9.33","14.99","","",""
"23","Arkansas","SEC (West)","","18","14","79.0","71.3","7.69","","6.99","","13.24","1.44","14.68","","",""
"24","Temple","A-10 (East)","","20","11","66.3","60.6","5.65","","9.04","","0.94","13.74","14.68","","",""
"25","New Mexico","WAC (Mountain)","","25","8","75.8","63.5","12.27","","3.67","","6.04","8.63","14.67","","",""
"26","West Virginia","Big East (Big East 6)","","21","10","80.7","73.6","7.10","","7.38","","14.50","-0.02","14.47","","",""
"27","South Carolina","SEC (East)","","24","8","74.1","66.7","7.44","","7.01","","8.58","5.81","14.39","","",""
"28","North Carolina State","ACC","","17","15","59.8","54.7","5.16","","10.87","","-5.51","19.77","14.26","","",""
"29","Providence","Big East (Big East 7)","","24","12","76.5","70.1","6.39","","8.32","","9.80","4.38","14.18","","",""
"30","Virginia","ACC","","18","13","67.7","65.0","2.71","","11.38","","4.57","9.52","14.09","","",""
"31","Oklahoma","Big 12","","19","11","74.3","65.3","8.93","","5.03","","6.02","7.94","13.96","","",""
"32","Indiana","Big Ten","","22","11","72.6","68.1","4.55","","9.40","","9.79","4.16","13.95","","",""
"33","Oregon","Pac-10","","17","11","76.3","71.6","4.68","","9.40","","8.83","4.72","13.55","","",""
"34","Marquette","CUSA (Blue)","","22","9","68.0","57.8","10.26","","3.18","","2.60","10.84","13.44","","",""
"35","Iowa State","Big 12","","22","9","67.5","60.4","7.13","","6.30","","-0.03","13.45","13.43","","",""
"36","Southern California","Pac-10","","17","11","79.6","76.3","3.29","","10.09","","13.12","0.26","13.38","","",""
"37","Wisconsin","Big Ten","","18","10","59.1","55.3","3.79","","9.41","","-4.87","18.07","13.20","","",""
"38","Connecticut","Big East (Big East 6)","","18","15","65.8","60.8","4.91","","8.11","","-0.26","13.28","13.02","","",""
"39","Georgia","SEC (East)","","24","9","72.0","65.9","6.06","","6.94","","6.45","6.54","13.00","","",""
"40","Saint Joseph's","A-10 (East)","","26","7","71.2","66.0","5.24","","7.71","","5.62","7.33","12.96","","",""
"41","Syracuse","Big East (Big East 7)","","19","13","74.9","69.0","5.91","","6.97","","8.40","4.48","12.88","","",""
"42","Texas Tech","Big 12","","19","9","80.1","74.3","5.79","","6.72","","12.85","-0.35","12.51","","",""
"43","Texas","Big 12","","18","12","76.3","73.5","2.87","","9.46","","9.98","2.35","12.33","","",""
"44","Purdue","Big Ten","","18","12","72.1","70.7","1.33","","10.91","","7.71","4.53","12.24","","",""
"45","Michigan State","Big Ten","","17","12","69.8","65.7","4.14","","7.94","","5.33","6.75","12.07","","",""
"46","Louisville","CUSA (White)","","26","9","75.2","70.9","4.26","","7.76","","9.45","2.57","12.01","","",""
"47","Boston College","Big East (Big East 6)","","22","9","74.4","69.1","5.23","","6.71","","9.16","2.77","11.94","","",""
"48","Vanderbilt","SEC (East)","","19","12","69.5","65.5","4.06","","7.70","","4.17","7.30","11.47","","",""
"49","Mississippi","SEC (West)","","20","9","69.0","63.5","5.52","","5.69","","2.80","8.54","11.34","","",""
"50","Georgetown","Big East (Big East 7)","","20","10","69.4","62.9","6.57","","5.85","","3.00","7.88","10.88","","",""
"51","Illinois State","MVC","","24","6","74.2","65.7","8.53","","2.28","","6.70","4.10","10.81","","",""
"52","Charlotte","CUSA (White)","","22","9","71.5","65.9","5.58","","5.18","","5.43","5.34","10.77","","",""
"53","Washington","Pac-10","","17","11","75.2","72.3","2.93","","8.09","","7.00","3.65","10.64","","",""
"54","Massachusetts","A-10 (East)","","19","14","66.4","64.6","1.79","","9.13","","1.77","8.86","10.63","","",""
"55","George Washington","A-10 (West)","","15","14","67.1","63.7","3.38","","6.98","","0.77","9.60","10.36","","",""
"56","Texas Christian","WAC (Mountain)","","22","13","83.7","77.4","6.34","","4.00","","16.72","-6.38","10.34","","",""
"57","Colorado","Big 12","","22","10","73.1","69.6","3.50","","6.24","","5.91","3.83","9.74","","",""
"58","Nebraska","Big 12","","18","15","72.9","71.4","1.55","","8.15","","5.61","4.08","9.70","","",""
"59","Alabama","SEC (West)","","17","14","69.9","64.7","5.16","","6.04","","2.00","7.67","9.67","","",""
"60","Notre Dame","Big East (Big East 6)","","16","14","71.0","69.7","1.27","","8.16","","4.17","5.26","9.43","","",""
"61","Georgia Tech","ACC","","9","18","61.5","64.3","-2.85","","12.21","","-0.88","10.23","9.36","","",""
"62","Pittsburgh","Big East (Big East 7)","","18","15","69.2","67.5","1.73","","8.81","","3.42","5.76","9.18","","",""
"63","Miami (OH)","MAC","","21","9","73.4","65.0","8.37","","0.63","","1.83","7.17","9.00","","",""
"64","Missouri","Big 12","","16","17","73.9","72.2","1.79","","7.78","","6.88","2.08","8.96","","",""
"65","Hawaii","WAC (Pacific)","","21","8","75.0","69.0","5.97","","2.77","","5.97","2.77","8.74","","",""
"66","Pacific","Big West (West)","","24","6","72.9","60.0","12.87","","-2.43","","0.27","8.41","8.68","","",""
"67","Bowling Green State","MAC","","22","10","82.6","74.3","8.28","","1.56","","10.89","-2.40","8.49","","",""
"68","Ohio State","Big Ten","","10","17","69.9","70.1","-0.26","","8.66","","3.33","5.08","8.40","","",""
"69","St. John's (NY)","Big East (Big East 6)","","13","14","67.2","67.1","0.11","","8.27","","1.48","6.90","8.38","","",""
"70","Miami (FL)","Big East (Big East 7)","","16","13","65.1","62.8","2.28","","5.91","","-1.57","9.69","8.12","","",""
"71","Washington State","Pac-10","","13","17","74.8","74.1","0.67","","7.71","","7.38","0.68","8.06","","",""
"72","Bradley","MVC","","17","13","64.3","59.6","4.63","","3.39","","-3.71","11.73","8.02","","",""
"73","Tulane","CUSA (Red)","","20","11","74.1","67.5","6.58","","3.00","","5.57","2.40","7.97","","",""
"74","Nevada-Las Vegas","WAC (Pacific)","","22","10","73.1","68.8","4.28","","3.45","","2.65","5.08","7.73","","",""
"75","Butler","MW Coll","","23","10","69.7","60.7","8.94","","-0.16","","0.52","7.09","7.62","","",""
"76","Memphis","CUSA (White)","","16","15","63.0","61.9","1.10","","6.46","","-2.12","9.67","7.56","","",""
"77","Oral Roberts","Ind","","21","7","75.2","64.6","10.57","","-1.85","","3.85","3.61","7.46","","",""
"78","Princeton","Ivy","","24","4","64.8","53.4","11.32","","-3.01","","-5.29","12.46","7.18","","",""
"79","New Mexico State","Big West (East)","","19","9","79.8","71.6","8.18","","0.30","","9.56","-2.42","7.14","","",""
"80","Oklahoma State","Big 12","","17","15","69.4","69.5","-0.03","","6.98","","1.85","5.10","6.95","","",""
"81","Fresno State","WAC (Pacific)","","20","12","82.8","78.2","4.56","","3.29","","12.44","-5.57","6.87","","",""
"82","Missouri State","MVC","","24","9","75.9","71.8","4.06","","2.49","","7.91","-1.36","6.55","","",""
"83","Virginia Tech","A-10 (West)","","15","16","62.4","60.2","2.16","","5.10","","-6.07","12.47","6.40","","",""
"84","Wichita State","MVC","","14","13","67.2","63.0","4.22","","1.66","","-1.37","7.25","5.88","","",""
"85","College of Charleston","A-Sun (East)","","29","3","78.3","65.9","12.38","","-6.85","","4.32","1.54","5.85","","",""
"86","Northern Iowa","MVC","","16","12","71.3","69.5","1.75","","4.05","","4.79","1.01","5.80","","",""
"87","Florida","SEC (East)","","13","17","74.0","72.7","1.30","","5.15","","6.36","-0.90","5.46","","",""
"88","Auburn","SEC (West)","","16","15","66.3","65.1","1.26","","5.36","","-2.69","8.05","5.36","","",""
"89","St. Bonaventure","A-10 (East)","","14","14","69.9","69.6","0.25","","5.04","","3.89","1.41","5.29","","",""
"90","Colorado State","WAC (Pacific)","","20","9","75.2","69.7","5.48","","1.67","","4.51","0.58","5.09","","",""
"91","New Orleans","Sun Belt","","22","7","71.6","62.9","8.69","","-3.95","","-0.60","5.33","4.74","","",""
"92","Baylor","Big 12","","18","12","71.6","69.2","2.47","","2.98","","2.46","1.93","4.39","","",""
"93","Utah State","Big West (East)","","20","9","68.6","61.4","7.21","","-0.98","","-2.59","6.84","4.25","","",""
"94","Eastern Michigan","MAC","","22","10","80.9","76.6","4.28","","1.66","","9.91","-5.77","4.14","","",""
"95","Ohio","MAC","","17","10","73.5","70.5","2.96","","1.58","","2.40","1.72","4.12","","",""
"96","South Alabama","Sun Belt","","23","7","66.2","56.6","9.60","","-4.51","","-8.26","12.29","4.03","","",""
"97","Canisius","MAAC","","17","12","62.8","56.9","5.97","","-1.97","","-8.15","12.14","4.00","","",""
"98","Creighton","MVC","","15","15","67.5","66.0","1.50","","2.41","","-1.68","5.59","3.91","","",""
"99","Louisiana State","SEC (West)","","10","20","66.7","70.5","-3.80","","7.68","","-0.12","4.00","3.88","","",""
"100","Seton Hall","Big East (Big East 7)","","10","18","68.1","73.2","-5.04","","9.24","","2.25","1.62","3.87","","",""
"101","Long Island University","NEC","","21","9","91.5","83.6","7.97","","-4.20","","19.48","-15.72","3.76","","",""
"102","Penn State","Big Ten","","10","17","60.5","65.9","-5.41","","9.16","","-2.84","6.59","3.75","","",""
"103","Old Dominion","CAA","","22","11","71.0","66.8","4.18","","-0.45","","1.08","2.65","3.73","","",""
"104","Nevada","Big West (East)","","21","10","74.5","71.1","3.45","","0.49","","4.34","-0.62","3.72","","",""
"105","Valparaiso","Mid-Cont","","24","7","76.0","66.1","9.94","","-4.98","","1.68","2.03","3.71","","",""
"106","Drexel","AEC","","22","9","72.1","64.8","7.32","","-3.63","","1.06","2.63","3.69","","",""
"107","Iona","MAAC","","22","8","77.3","70.0","7.37","","-3.82","","7.34","-3.79","3.55","","",""
"108","Dayton","A-10 (West)","","13","14","70.5","69.3","1.22","","2.32","","1.45","2.09","3.54","","",""
"109","Santa Clara","WCC","","16","11","70.9","68.6","2.37","","0.90","","1.94","1.33","3.27","","",""
"110","Saint Mary's (CA)","WCC","","23","8","70.6","65.1","5.52","","-0.89","","-0.08","3.29","3.21","","",""
"111","Boise State","Big West (East)","","14","13","66.0","62.1","3.85","","-0.77","","-4.85","7.93","3.08","","",""
