"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"1","Kansas","Big 12","","37","3","80.5","61.5","19.03","","8.20","","14.90","11.99","26.90","","",""
"2","North Carolina","ACC","","36","3","88.6","72.5","16.05","","8.12","","23.41","0.76","24.17","","",""
"3","Memphis","CUSA","","38","2","79.9","61.9","17.98","","5.76","","13.46","10.28","23.73","","",""
"4","UCLA","Pac-10","","35","4","73.5","59.0","14.54","","7.71","","8.60","13.10","21.71","","",""
"5","Duke","ACC","","28","6","83.2","69.4","13.79","","9.28","","16.48","5.04","21.52","","",""
"6","Wisconsin","Big Ten","","31","5","67.3","54.4","12.86","","6.73","","2.83","16.76","19.59","","",""
"7","Louisville","Big East","","27","9","72.5","61.5","11.00","","8.00","","7.15","11.85","19.00","","",""
"8","Georgetown","Big East","","28","6","69.6","58.1","11.50","","7.23","","4.06","14.67","18.73","","",""
"9","Marquette","Big East","","25","10","75.9","64.8","11.11","","8.09","","11.23","7.39","18.62","","",""
"10","Tennessee","SEC (East)","","31","5","81.8","70.0","11.86","","7.84","","15.69","2.73","18.41","","",""
"11","Texas","Big 12","","31","7","75.5","64.9","10.55","","8.59","","9.93","8.20","18.13","","",""
"12","Clemson","ACC","","24","10","79.2","69.8","9.44","","9.08","","12.37","5.68","18.05","","",""
"13","West Virginia","Big East","","26","11","74.8","63.6","11.27","","7.16","","8.45","9.52","17.97","","",""
"14","Xavier","A-10","","30","7","75.1","63.4","11.70","","5.47","","8.40","8.76","17.17","","",""
"15","Washington State","Pac-10","","26","9","66.4","56.4","10.00","","6.35","","0.10","16.25","16.35","","",""
"16","Michigan State","Big Ten","","27","9","71.2","62.6","8.64","","7.68","","7.00","9.32","16.32","","",""
"17","Stanford","Pac-10","","28","8","70.9","61.6","9.36","","6.95","","5.60","10.71","16.31","","",""
"18","Texas A&M","Big 12","","25","11","70.8","61.6","9.22","","7.46","","4.82","11.38","16.20","","",""
"19","Notre Dame","Big East","","25","8","79.0","69.6","9.42","","7.03","","13.12","3.03","16.15","","",""
"20","Kansas State","Big 12","","21","12","78.0","68.9","9.09","","7.79","","12.61","3.17","15.79","","",""
"21","Indiana","Big Ten","","25","8","75.0","65.3","9.70","","6.08","","10.93","4.85","15.78","","",""
"22","Pittsburgh","Big East","","27","10","73.8","65.1","8.68","","7.84","","8.00","7.63","15.62","","",""
"23","Connecticut","Big East","","24","9","77.5","68.7","8.79","","6.76","","10.81","4.73","15.54","","",""
"24","Gonzaga","WCC","","25","8","76.5","63.8","12.67","","2.15","","9.29","5.52","14.81","","",""
"25","Arizona","Pac-10","","19","15","71.9","66.9","4.91","","10.22","","7.57","6.99","14.55","","",""
"26","Drake","MVC","","28","5","73.9","62.1","11.82","","4.15","","7.43","6.65","14.08","","",""
"27","Davidson","Southern (South)","","29","7","77.9","63.2","14.69","","1.66","","8.49","5.44","13.93","","",""
"28","Southern California","Pac-10","","21","12","69.0","63.7","5.30","","8.59","","5.35","8.54","13.89","","",""
"29","Ohio State","Big Ten","","24","13","68.9","62.2","6.78","","7.97","","3.38","10.34","13.72","","",""
"30","Mississippi State","SEC (West)","","23","11","73.2","65.5","7.68","","5.74","","5.74","7.68","13.42","","",""
"31","Purdue","Big Ten","","25","9","69.6","62.4","7.21","","5.90","","5.95","7.16","13.10","","",""
"32","Butler","Horizon","","30","4","68.8","58.4","10.41","","2.64","","2.38","10.63","13.00","","",""
"33","Syracuse","Big East","","21","14","79.0","74.3","4.69","","7.96","","12.91","-0.27","12.65","","",""
"34","New Mexico","MWC","","24","9","74.1","62.7","11.42","","1.72","","5.99","6.55","12.53","","",""
"35","Arkansas","SEC (West)","","23","12","74.1","68.3","5.74","","6.73","","6.67","5.81","12.48","","",""
"36","Miami (FL)","ACC","","23","11","74.8","67.9","6.85","","7.13","","7.49","4.89","12.38","","",""
"37","Florida","SEC (East)","","24","12","77.5","67.6","9.94","","4.98","","8.39","3.96","12.34","","",""
"38","Mississippi","SEC (West)","","24","11","79.5","72.9","6.54","","5.88","","13.28","-0.99","12.29","","",""
"39","Virginia Tech","ACC","","21","14","70.2","64.7","5.46","","6.54","","3.05","8.95","12.00","","",""
"40","Oklahoma","Big 12","","23","12","67.9","63.8","4.11","","7.85","","3.36","8.61","11.97","","",""
"41","Brigham Young","MWC","","27","8","73.7","63.2","10.49","","1.33","","5.74","6.08","11.82","","",""
"42","Missouri","Big 12","","16","16","77.1","72.3","4.88","","6.87","","12.35","-0.60","11.75","","",""
"43","Oregon","Pac-10","","18","14","76.6","72.5","4.03","","7.65","","12.03","-0.35","11.68","","",""
"44","Baylor","Big 12","","21","11","81.3","74.9","6.41","","5.75","","15.95","-4.50","11.46","","",""
"45","Saint Mary's (CA)","WCC","","25","7","75.7","63.7","12.00","","0.36","","6.27","5.12","11.39","","",""
"46","Nebraska","Big 12","","20","13","67.1","60.7","6.42","","6.34","","0.38","10.92","11.31","","",""
"47","Villanova","Big East","","22","13","72.8","69.5","3.31","","7.69","","6.92","4.08","11.00","","",""
"48","Illinois","Big Ten","","16","19","63.6","61.1","2.51","","8.46","","0.25","10.73","10.98","","",""
"49","Vanderbilt","SEC (East)","","26","8","80.0","74.6","5.41","","5.54","","12.11","-1.16","10.96","","",""
"50","Georgia Tech","ACC","","15","17","77.6","76.0","1.56","","9.57","","11.45","-0.69","10.77","","",""
"51","Florida State","ACC","","19","15","72.1","69.0","3.09","","7.31","","5.32","5.08","10.40","","",""
"52","Arizona State","Pac-10","","21","13","66.8","61.9","4.85","","6.28","","1.51","8.80","10.31","","",""
"53","Minnesota","Big Ten","","20","14","68.3","63.2","5.06","","6.50","","3.72","6.56","10.27","","",""
"54","Nevada-Las Vegas","MWC","","27","8","69.7","62.3","7.40","","4.02","","2.46","7.77","10.23","","",""
"55","Maryland","ACC","","19","15","73.0","69.8","3.24","","7.28","","7.34","2.40","9.74","","",""
"56","Saint Joseph's","A-10","","21","13","73.1","67.4","5.65","","3.98","","6.05","3.58","9.63","","",""
"57","Massachusetts","A-10","","25","11","81.5","75.7","5.83","","3.77","","14.43","-4.83","9.60","","",""
"58","Oklahoma State","Big 12","","17","16","68.4","66.5","1.94","","7.67","","2.99","6.40","9.39","","",""
"59","University of California","Pac-10","","17","16","76.4","75.1","1.30","","8.45","","12.29","-2.93","9.36","","",""
"60","Western Kentucky","Sun Belt (East)","","29","7","77.4","66.8","10.61","","0.24","","7.93","1.41","9.34","","",""
"61","Wake Forest","ACC","","17","13","72.2","69.4","2.83","","8.83","","7.28","2.01","9.29","","",""
"62","Kentucky","SEC (East)","","18","13","68.5","65.6","2.90","","7.09","","1.44","7.75","9.19","","",""
"63","Washington","Pac-10","","16","17","73.2","70.8","2.36","","8.00","","8.10","1.00","9.09","","",""
"64","Duquesne","A-10","","17","13","82.3","74.1","8.23","","1.85","","13.47","-4.51","8.96","","",""
"65","Southern Illinois","MVC","","18","15","62.6","59.7","2.85","","5.88","","-2.16","10.89","8.73","","",""
"66","Illinois State","MVC","","25","10","65.3","59.3","6.00","","3.44","","-0.93","9.58","8.64","","",""
"67","Rhode Island","A-10","","21","12","80.5","74.4","6.12","","2.29","","12.41","-4.00","8.42","","",""
"68","Houston","CUSA","","24","10","78.9","70.3","8.56","","-0.16","","10.19","-1.80","8.40","","",""
"69","Providence","Big East","","15","16","72.7","72.2","0.52","","7.86","","6.76","1.62","8.38","","",""
"70","Alabama-Birmingham","CUSA","","23","11","73.6","67.3","6.26","","2.09","","6.53","1.83","8.35","","",""
"71","Temple","A-10","","21","13","72.3","68.7","3.59","","4.57","","5.05","3.11","8.16","","",""
"72","Alabama","SEC (West)","","17","16","75.3","72.8","2.42","","5.70","","8.19","-0.07","8.12","","",""
"73","Creighton","MVC","","22","11","71.5","66.0","5.55","","4.45","","4.85","3.21","8.06","","",""
"74","Dayton","A-10","","23","11","68.1","64.2","3.91","","4.06","","2.39","5.59","7.98","","",""
"75","South Alabama","Sun Belt (East)","","26","7","75.1","65.4","9.70","","-1.21","","5.46","2.30","7.76","","",""
"76","Virginia","ACC","","17","16","76.8","74.8","1.97","","5.63","","9.32","-1.72","7.60","","",""
"77","Kent State","MAC (East)","","28","7","68.9","61.9","7.06","","0.41","","1.96","5.51","7.47","","",""
"78","Texas Tech","Big 12","","16","15","69.9","69.3","0.61","","7.62","","4.52","2.83","7.35","","",""
"79","Utah","MWC","","18","15","68.5","63.8","4.79","","3.89","","1.39","5.96","7.35","","",""
"80","South Carolina","SEC (East)","","14","18","72.3","71.1","1.19","","6.11","","4.52","2.78","7.30","","",""
"81","Tulsa","CUSA","","25","14","70.4","65.2","5.23","","2.97","","1.87","5.41","7.28","","",""
"82","Georgia","SEC (East)","","17","17","68.1","67.4","0.71","","7.03","","0.83","6.42","7.24","","",""
"83","Virginia Commonwealth","CAA","","24","8","67.4","58.8","8.63","","-2.06","","-1.83","8.39","6.57","","",""
"84","Charlotte","A-10","","20","14","69.6","67.4","2.21","","4.34","","2.08","4.47","6.54","","",""
"85","Boston College","ACC","","14","17","71.1","72.4","-1.29","","7.75","","3.31","3.15","6.46","","",""
"86","Akron","MAC (East)","","24","11","70.8","63.8","7.03","","0.33","","1.88","4.36","6.24","","",""
"87","Bradley","MVC","","21","17","73.8","71.7","2.13","","4.25","","8.86","-2.64","6.23","","",""
"88","George Mason","CAA","","23","11","69.3","62.5","6.82","","-0.75","","0.96","5.11","6.07","","",""
"89","Miami (OH)","MAC (East)","","17","16","62.5","60.6","1.91","","3.82","","-3.85","9.58","5.73","","",""
"90","Oral Roberts","Summit","","24","9","69.2","62.0","7.12","","-0.26","","-0.99","6.70","5.71","","",""
"91","Missouri State","MVC","","17","16","67.8","65.0","2.73","","3.43","","2.26","3.39","5.65","","",""
"92","Cal State Fullerton","Big West","","24","9","81.8","72.7","9.15","","-3.06","","11.86","-6.23","5.64","","",""
"93","Central Florida","CUSA","","16","15","73.2","69.0","4.19","","3.16","","4.80","0.81","5.61","","",""
"94","New Mexico State","WAC","","21","14","79.8","72.2","7.57","","-1.31","","7.89","-2.46","5.43","","",""
"95","North Carolina State","ACC","","15","16","67.3","69.7","-2.39","","9.06","","1.35","4.05","5.41","","",""
"96","San Diego State","MWC","","20","13","66.8","63.3","3.45","","2.15","","-0.30","5.51","5.21","","",""
"97","South Florida","Big East","","12","19","68.8","68.9","-0.10","","6.57","","1.25","3.92","5.17","","",""
"98","IUPUI","Summit","","26","7","76.1","64.6","11.45","","-2.41","","3.48","1.65","5.13","","",""
"99","Louisiana State","SEC (West)","","13","18","68.7","69.2","-0.45","","5.66","","1.94","3.05","4.99","","",""
"100","Cincinnati","Big East","","13","19","64.6","67.8","-3.16","","8.51","","-0.43","5.29","4.86","","",""
"101","Seton Hall","Big East","","17","15","76.6","77.3","-0.63","","5.47","","10.56","-5.72","4.84","","",""
"102","Texas-El Paso","CUSA","","19","14","76.6","73.2","3.39","","1.54","","8.62","-3.83","4.79","","",""
"103","Penn State","Big Ten","","15","16","65.1","66.7","-1.55","","6.12","","1.74","2.83","4.57","","",""
"104","DePaul","Big East","","11","19","72.6","75.8","-3.20","","8.73","","6.25","-1.94","4.31","","",""
"105","Northern Iowa","MVC","","18","14","62.4","60.3","2.03","","3.61","","-4.21","8.49","4.28","","",""
"106","Siena","MAAC","","23","11","76.9","71.2","5.68","","-1.62","","5.61","-1.55","4.06","","",""
"107","Colorado","Big 12","","12","20","62.4","64.4","-2.00","","6.76","","-3.29","7.35","4.05","","",""
"108","Iowa State","Big 12","","14","18","64.0","65.6","-1.63","","7.97","","-0.98","4.95","3.97","","",""
"109","Ohio","MAC (East)","","20","13","67.7","65.1","2.64","","1.30","","0.44","3.50","3.94","","",""
"110","Nevada","WAC","","21","12","75.4","70.6","4.79","","-0.11","","4.41","-0.49","3.92","","",""
"111","Southern Mississippi","CUSA","","19","14","72.4","66.7","5.64","","1.81","","0.91","2.86","3.77","","",""
"112","Winthrop","Big South","","22","12","64.9","58.5","6.32","","-1.45","","-7.17","10.78","3.61","","",""
"113","San Diego","WCC","","22","14","65.7","63.8","1.92","","1.45","","-3.71","7.10","3.39","","",""
