"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"1","Duke","ACC","","35","4","90.7","70.5","20.21","","11.98","","24.46","7.72","32.18","","",""
"2","Arizona","Pac-10","","28","8","81.3","66.3","15.00","","12.56","","15.68","11.16","26.84","","",""
"3","Stanford","Pac-10","","31","3","83.2","65.5","17.74","","9.86","","15.26","10.50","25.76","","",""
"4","Michigan State","Big Ten","","28","5","77.4","61.8","15.58","","9.54","","11.25","13.87","25.12","","",""
"5","Maryland","ACC","","25","11","85.2","72.4","12.83","","10.99","","18.04","5.79","23.82","","",""
"6","Illinois","Big Ten","","27","8","77.9","65.9","11.94","","11.38","","11.95","11.37","23.32","","",""
"7","Florida","SEC (East)","","24","7","80.9","67.1","13.81","","7.51","","13.38","7.94","21.32","","",""
"8","Wake Forest","ACC","","19","11","76.5","66.5","10.03","","10.50","","9.36","11.17","20.53","","",""
"9","Kentucky","SEC (East)","","24","10","79.8","70.6","9.21","","11.06","","13.86","6.41","20.27","","",""
"10","Kansas","Big 12","","26","7","82.0","69.3","12.76","","9.03","","14.69","5.54","20.23","","",""
"11","North Carolina","ACC","","26","7","79.1","70.9","8.18","","11.77","","12.83","7.12","19.95","","",""
"12","Virginia","ACC","","20","9","85.0","74.8","10.21","","8.72","","16.16","2.77","18.93","","",""
"13","Boston College","Big East (East)","","27","5","79.6","66.5","13.06","","5.18","","10.71","7.28","17.99","","",""
"14","Indiana","Big Ten","","21","13","70.8","64.3","6.53","","11.05","","5.87","11.71","17.58","","",""
"15","UCLA","Pac-10","","23","9","79.5","74.4","5.06","","12.06","","13.68","3.44","17.13","","",""
"16","Arkansas","SEC (West)","","20","11","79.9","69.4","10.45","","6.16","","11.08","5.53","16.61","","",""
"17","Southern California","Pac-10","","24","10","77.1","71.2","5.88","","10.83","","11.00","5.53","16.53","","",""
"18","Temple","A-10","","24","13","70.4","63.9","6.43","","9.77","","3.62","12.58","16.20","","",""
"19","Cincinnati","CUSA (American)","","25","10","73.9","65.5","8.34","","7.84","","6.57","9.62","16.19","","",""
"20","Iowa State","Big 12","","25","6","79.1","68.2","10.84","","4.87","","10.00","5.91","15.90","","",""
"21","Ohio State","Big Ten","","20","11","71.2","63.6","7.52","","8.17","","5.32","10.37","15.68","","",""
"22","Fresno State","WAC","","26","7","81.5","71.0","10.52","","5.14","","13.08","2.57","15.66","","",""
"23","Oklahoma","Big 12","","26","7","74.4","64.3","10.06","","5.48","","5.71","9.83","15.54","","",""
"24","Tennessee","SEC (East)","","22","11","80.8","75.6","5.21","","10.28","","14.57","0.91","15.49","","",""
"25","Mississippi","SEC (West)","","27","8","71.3","64.6","6.69","","9.20","","2.80","12.25","15.05","","",""
"26","Wisconsin","Big Ten","","18","11","59.4","56.6","2.83","","12.08","","-5.24","20.14","14.90","","",""
"27","University of California","Pac-10","","20","11","74.3","68.6","5.68","","9.08","","7.43","7.34","14.76","","",""
"28","Purdue","Big Ten","","17","15","74.7","69.3","5.47","","9.23","","8.95","5.76","14.70","","",""
"29","Georgia Tech","ACC","","17","13","75.6","72.9","2.73","","11.78","","7.81","6.70","14.51","","",""
"30","Notre Dame","Big East (West)","","20","10","77.9","69.3","8.67","","5.68","","10.30","4.05","14.35","","",""
"31","Texas","Big 12","","25","9","70.5","65.0","5.44","","8.89","","3.82","10.43","14.25","","",""
"32","Charlotte","CUSA (American)","","22","11","78.3","71.9","6.33","","7.91","","11.62","2.62","14.24","","",""
"33","Iowa","Big Ten","","23","12","74.1","70.5","3.54","","10.70","","9.43","4.81","14.24","","",""
"34","Alabama","SEC (West)","","25","11","76.7","68.9","7.75","","6.27","","8.69","5.33","14.02","","",""
"35","Providence","Big East (East)","","21","10","76.1","66.1","10.00","","5.44","","6.75","6.99","13.74","","",""
"36","Tulsa","WAC","","26","11","76.8","68.6","8.14","","5.12","","7.25","6.00","13.26","","",""
