"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"1","Duke","ACC","","35","5","77.0","61.0","16.00","","9.21","","13.17","12.04","25.21","","",""
"2","Kansas","Big 12","","33","3","81.6","64.2","17.36","","8.25","","15.06","9.62","24.68","","",""
"3","Syracuse","Big East","","30","5","80.9","66.4","14.51","","7.21","","14.90","6.82","21.72","","",""
"4","Kentucky","SEC (East)","","35","3","79.3","64.9","14.32","","6.82","","13.30","7.84","21.13","","",""
"5","Kansas State","Big 12","","29","8","79.7","69.8","9.86","","10.28","","14.47","5.41","19.88","","",""
"6","Ohio State","Big Ten","","29","8","74.1","61.5","12.59","","7.37","","10.34","9.15","19.49","","",""
"7","West Virginia","Big East","","31","7","72.4","63.5","8.89","","10.26","","7.60","11.56","19.16","","",""
"8","Brigham Young","MWC","","30","6","83.1","66.4","16.67","","3.00","","16.12","2.70","18.82","","",""
"9","Texas","Big 12","","24","10","81.2","70.0","11.18","","7.38","","15.28","3.28","18.56","","",""
"10","Baylor","Big 12","","28","8","77.0","65.6","11.36","","8.03","","9.58","8.39","17.97","","",""
"11","Wisconsin","Big Ten","","24","9","67.1","56.9","10.18","","7.66","","2.31","15.54","17.84","","",""
"12","Maryland","ACC","","24","9","79.7","68.3","11.36","","7.95","","14.63","3.13","17.75","","",""
"13","Purdue","Big Ten","","29","6","70.5","61.3","9.23","","8.81","","6.09","11.43","17.52","","",""
"14","Missouri","Big 12","","23","11","77.3","66.2","11.03","","6.36","","11.31","6.08","17.39","","",""
"15","University of California","Pac-10","","24","11","77.2","68.2","9.03","","8.26","","13.43","3.86","17.29","","",""
"16","Georgetown","Big East","","23","11","73.5","66.1","7.47","","9.56","","9.38","7.65","17.03","","",""
"17","Villanova","Big East","","25","8","81.8","72.8","8.97","","7.75","","16.74","-0.02","16.72","","",""
"18","Xavier","A-10","","26","9","79.8","69.5","10.29","","5.94","","14.53","1.69","16.23","","",""
"19","Tennessee","SEC (East)","","28","9","73.5","65.2","8.30","","7.75","","7.86","8.19","16.05","","",""
"20","Clemson","ACC","","21","11","73.4","64.5","8.91","","7.90","","8.25","7.46","15.71","","",""
"21","Minnesota","Big Ten","","21","14","72.4","64.1","8.31","","7.32","","8.09","7.55","15.64","","",""
"22","Washington","Pac-10","","26","10","79.2","70.0","9.22","","7.49","","13.31","2.33","15.64","","",""
"23","Michigan State","Big Ten","","28","9","71.8","63.8","8.03","","8.17","","7.35","7.99","15.33","","",""
"24","Texas A&M","Big 12","","24","10","71.4","64.5","6.88","","9.80","","5.70","9.54","15.24","","",""
"25","Vanderbilt","SEC (East)","","24","9","76.9","68.9","7.97","","7.86","","11.84","3.40","15.24","","",""
"26","Marquette","Big East","","22","12","73.1","64.6","8.44","","8.23","","5.90","9.27","15.17","","",""
"27","Florida State","ACC","","22","10","68.2","60.4","7.84","","6.79","","2.60","12.03","14.64","","",""
"28","Butler","Horizon","","33","5","68.7","59.4","9.29","","5.08","","2.50","11.87","14.37","","",""
"29","Pittsburgh","Big East","","25","9","68.7","61.8","6.91","","7.39","","2.66","11.64","14.30","","",""
"30","Georgia Tech","ACC","","23","13","72.8","65.7","7.11","","9.02","","7.49","6.62","14.11","","",""
"31","Louisville","Big East","","20","13","75.9","69.8","6.09","","7.99","","10.13","3.95","14.08","","",""
"32","Arizona State","Pac-10","","22","11","66.7","58.7","8.00","","5.83","","1.61","12.19","13.80","","",""
"33","Utah State","WAC","","27","8","73.1","59.9","13.20","","1.23","","3.15","10.47","13.62","","",""
"34","Mississippi","SEC (West)","","24","11","78.4","70.7","7.69","","5.77","","11.95","1.51","13.46","","",""
"35","Saint Mary's (CA)","WCC","","28","6","78.5","66.4","12.06","","2.20","","10.03","3.35","13.38","","",""
"36","Dayton","A-10","","25","12","70.2","62.3","7.95","","5.61","","3.27","9.98","13.25","","",""
"37","Notre Dame","Big East","","23","12","75.3","68.4","6.91","","6.22","","9.82","3.32","13.14","","",""
"38","Texas-El Paso","CUSA","","26","7","75.3","64.6","10.70","","1.96","","6.96","5.70","12.66","","",""
"39","Nevada-Las Vegas","MWC","","25","9","73.1","63.8","9.32","","4.82","","5.98","6.59","12.57","","",""
"40","Mississippi State","SEC (West)","","24","12","72.8","64.9","7.94","","4.60","","6.17","6.38","12.55","","",""
"41","Connecticut","Big East","","18","16","70.0","66.6","3.35","","9.15","","5.63","6.87","12.50","","",""
"42","New Mexico","MWC","","30","5","75.9","67.2","8.66","","3.84","","9.65","2.84","12.49","","",""
"43","Temple","A-10","","29","6","64.9","56.8","8.17","","4.27","","-2.60","15.04","12.44","","",""
"44","Oklahoma State","Big 12","","22","11","73.8","68.0","5.88","","6.97","","7.29","5.05","12.34","","",""
"45","Gonzaga","WCC","","27","7","76.9","67.4","9.50","","3.83","","9.27","2.84","12.11","","",""
"46","Northern Iowa","MVC","","30","5","63.3","55.1","8.20","","4.27","","-2.81","14.84","12.03","","",""
"47","Florida","SEC (East)","","21","13","72.2","66.4","5.79","","7.16","","5.81","6.08","11.89","","",""
