"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"1","Indiana","Big Ten","","29","7","78.6","62.1","16.53","","8.38","","16.84","8.06","24.90","121.44","84.75","36.69"
"2","Louisville","Big East","","35","5","74.5","58.8","15.68","","9.13","","12.77","12.04","24.81","117.29","79.77","37.52"
"3","Florida","SEC","","29","8","71.4","54.4","17.03","","6.83","","7.91","15.95","23.86","118.49","80.82","37.67"
"4","Duke","ACC","","30","6","77.2","65.3","11.89","","9.54","","14.19","7.24","21.43","119.24","86.74","32.50"
"5","Michigan","Big Ten","","31","8","75.2","63.3","11.92","","10.05","","13.47","7.82","21.28","122.50","89.39","33.11"
"6","Kansas","Big 12","","31","6","75.2","61.9","13.24","","7.54","","11.67","9.12","20.79","113.80","82.99","30.81"
"7","Gonzaga","WCC","","32","3","77.0","59.9","17.17","","4.18","","11.35","9.12","20.47","118.57","87.31","31.26"
"8","Syracuse","Big East","","30","10","70.4","58.7","11.73","","8.57","","8.12","12.18","20.30","112.54","82.69","29.86"
"9","Ohio State","Big Ten","","29","8","70.2","59.4","10.86","","9.32","","9.21","10.98","20.19","115.52","84.80","30.72"
"10","Pittsburgh","Big East","","24","9","69.2","56.0","13.18","","5.63","","4.67","14.15","18.82","117.35","86.43","30.93"
"11","Wisconsin","Big Ten","","23","12","65.0","55.9","9.03","","9.73","","3.15","15.60","18.76","110.03","80.85","29.18"
"12","Michigan State","Big Ten","","27","9","68.0","59.1","8.86","","10.55","","5.78","12.86","18.64","112.13","83.52","28.61"
"13","Arizona","Pac-12","","27","8","73.4","63.6","9.83","","7.47","","10.24","7.06","17.30","114.47","88.30","26.17"
"14","Miami (FL)","ACC","","29","7","69.7","60.6","9.11","","7.88","","5.28","11.71","16.99","113.26","87.04","26.22"
"15","Virginia Commonwealth","A-10","","27","9","76.9","64.5","12.42","","4.47","","11.47","5.42","16.89","113.69","89.09","24.60"
