"Rk","School","G","W","L","W.L.","SRS","SOS","W.1","L.1","W.2","L.2","W.3","L.3","Tm.","Opp.","X.","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF"
"1","Air Force","29","13","16",".448","-0.45","2.14","3","11","9","7","2","7","1786","1798","","1170","616","1383",".445","192","569",".337","362","537",".674","178","767","403","194","90","371","491"
"2","Akron","34","22","12",".647","6.33","0.72","13","3","13","2","8","8","2456","2241","","1370","868","1879",".462","207","560",".370","513","741",".692","398","1098","475","247","141","480","616"
"3","Alabama A&M","28","7","21",".250","-19.33","-10.79","5","13","6","5","1","15","1764","1964","","1130","629","1538",".409","147","469",".313","359","555",".647","316","849","314","178","119","462","617"
"4","Alabama-Birmingham","31","15","16",".484","2.61","3.64","9","7","8","7","5","7","1875","1907","","1245","654","1559",".419","179","520",".344","388","566",".686","350","997","352","136","110","439","494"
"5","Alabama State","31","12","19",".387","-15.79","-9.96","9","9","7","4","4","14","1840","1995","","1265","648","1714",".378","190","621",".306","354","606",".584","399","982","357","236","95","470","614"
"6","Alabama","33","21","12",".636","13.76","7.18","9","7","12","3","4","6","2135","1918","","1330","778","1722",".452","136","470",".289","443","623",".711","352","1066","402","239","137","423","607"
"7","Albany (NY)","34","19","15",".559","-3.92","-6.92","9","7","10","4","6","10","2453","2351","","1365","842","1889",".446","245","673",".364","524","694",".755","400","1072","424","193","95","429","578"
"8","Alcorn State","32","10","22",".313","-19.57","-10.61","6","12","7","5","2","14","1926","2148","","1250","689","1669",".413","128","421",".304","420","606",".693","290","872","290","199","104","477","606"
"9","American","32","20","12",".625","-3.12","-5.24","10","4","13","2","7","10","2059","1991","","1285","713","1678",".425","227","576",".394","406","567",".716","281","948","404","146","92","355","544"
"10","Appalachian State","31","13","18",".419","-6.93","-3.28","7","11","9","5","3","11","2121","2175","","1245","746","1693",".441","203","591",".343","426","656",".649","333","1009","379","187","125","444","609"
"11","Arizona State","31","10","21",".323","-1.01","4.31","6","12","7","10","2","7","1891","2056","","1240","654","1439",".454","181","497",".364","402","594",".677","262","898","377","173","123","505","548"
"12","Arizona","35","23","12",".657","10.91","4.62","12","6","14","4","6","4","2416","2196","","1410","795","1812",".439","258","683",".378","568","806",".705","349","1130","473","195","122","436","588"
"13","Arkansas-Little Rock","31","15","16",".484","-1.94","0.03","12","4","9","6","6","8","1974","1990","","1260","672","1655",".406","161","492",".327","469","672",".698","302","928","324","198","94","387","609"
"14","Arkansas-Pine Bluff","33","11","22",".333","-16.77","-8.34","9","9","6","3","3","15","2013","2291","","1325","705","1707",".413","145","484",".300","458","719",".637","364","1003","367","230","132","491","601"
"15","Arkansas State","34","14","20",".412","-3.18","-0.52","6","10","10","5","2","14","2198","2239","","1370","765","1771",".432","176","476",".370","492","737",".668","392","1030","329","210","78","460","533"
"16","Arkansas","32","18","14",".563","5.76","3.63","6","10","17","3","1","9","2299","2231","","1280","808","1860",".434","205","580",".353","478","692",".691","363","971","433","265","159","415","618"
