"Rk","School","G","W","L","W.L.","SRS","SOS","W.1","L.1","W.2","L.2","W.3","L.3","Tm.","Opp.","X.","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF"
"1","Air Force","28","8","20",".286","-4.05","4.95","4","14","","","","","1882","","","","651","1642",".396","158","497",".318","422","615",".686","","857","323","186","98","",""
"2","Akron","26","8","18",".308","-7.59","0.97","4","14","","","","","1565","","","","573","1416",".405","109","338",".322","310","477",".650","","723","325","217","55","",""
"3","Alabama-Birmingham","30","14","16",".467","3.42","2.94","5","7","","","","","2129","","","","762","1891",".403","132","451",".293","473","707",".669","","1168","314","231","113","",""
"4","Alabama State","26","11","15",".423","-15.86","-8.27","8","6","","","","","2100","","","","764","1820",".420","123","413",".298","449","705",".637","","1020","409","183","79","",""
"5","Alabama","33","23","10",".697","15.47","6.59","10","6","","","","","2408","","","","892","1971",".453","207","618",".335","417","648",".644","","1279","501","200","201","",""
"6","Alcorn State","26","7","19",".269","-17.90","-9.08","4","10","","","","","2130","","","","765","1778",".430","202","576",".351","398","581",".685","","927","380","270","66","",""
"7","American","28","9","19",".321","-9.32","-2.50","7","7","","","","","2088","","","","721","1760",".410","236","615",".384","410","608",".674","","873","360","178","38","",""
"8","Appalachian State","29","9","20",".310","-10.75","-2.97","4","10","","","","","2125","","","","774","1721",".450","170","527",".323","407","563",".723","","929","462","205","93","",""
"9","Arizona State","33","24","9",".727","16.75","9.06","12","6","","","","","2585","","","","954","2034",".469","212","630",".337","465","750",".620","","1076","608","345","165","",""
"10","Arizona","31","23","8",".742","19.13","10.40","13","5","","","","","2631","","","","948","1961",".483","245","593",".413","490","746",".657","","1183","559","222","95","",""
"11","Arkansas-Little Rock","29","17","12",".586","-1.43","-5.14","9","9","","","","","2198","","","","785","1856",".423","145","421",".344","483","774",".624","","1110","369","213","103","",""
"12","Arkansas State","28","8","20",".286","-14.25","-4.79","3","15","","","","","1854","","","","674","1687",".400","137","450",".304","369","558",".661","","880","383","234","85","",""
"13","Arkansas","39","32","7",".821","16.85","10.45","12","4","","","","","3416","","","","1223","2634",".464","361","917",".394","609","902",".675","","1388","721","445","129","",""
"14","Army","28","12","16",".429","-17.95","-11.25","4","10","","","","","2068","","","","677","1634",".414","187","512",".365","517","735",".703","","883","349","153","45","",""
"15","Auburn","29","16","13",".552","9.17","6.98","7","9","","","","","2230","","","","784","1662",".472","222","606",".366","440","615",".715","","947","493","216","70","",""
"16","Austin Peay","29","13","16",".448","-7.23","-4.60","8","8","","","","","2193","","","","775","1713",".452","149","443",".336","494","704",".702","","916","388","217","90","",""
"17","Ball State","30","19","11",".633","5.30","2.55","11","7","","","","","2334","","","","841","1764",".477","175","488",".359","477","728",".655","","976","494","267","85","",""
"18","Baylor","28","9","19",".321","-6.05","-0.31","3","11","","","","","2273","","","","821","1972",".416","265","783",".338","366","554",".661","","1037","482","175","110","",""
"19","Bethune-Cookman","28","12","16",".429","-16.73","-9.17","9","7","","","","","2143","","","","765","1768",".433","147","482",".305","466","691",".674","","986","415","225","98","",""
"20","Boise State","27","17","10",".630","4.40","-0.45","7","7","","","","","1936","","","","708","1556",".455","105","360",".292","415","646",".642","","791","408","260","88","",""
"21","Boston College","28","9","19",".321","0.68","5.46","2","16","","","","","2017","","","","709","1556",".456","110","345",".319","489","702",".697","","1008","372","203","69","",""
"22","Boston University","31","15","16",".484","-3.19","-2.22","7","9","","","","","2031","","","","721","1703",".423","118","381",".310","471","694",".679","","1066","411","173","139","",""
"23","Bowling Green State","27","16","11",".593","2.76","0.88","10","8","","","","","1925","","","","721","1427",".505","145","401",".362","338","506",".668","","815","394","163","60","",""
"24","Bradley","30","20","10",".667","8.35","3.15","12","6","","","","","2132","","","","746","1639",".455","162","426",".380","478","658",".726","","975","435","226","93","",""
"25","Brigham Young","32","22","10",".688","11.65","5.71","13","5","","","","","2405","","","","809","1743",".464","170","486",".350","617","798",".773","","1031","498","225","99","",""
"26","Brown","26","13","13",".500","-9.56","-6.64","8","6","","","","","1764","","","","604","1421",".425","173","462",".374","383","554",".691","","805","359","176","72","",""
"27","Bucknell","27","13","14",".481","-7.21","-8.88","11","3","","","","","1886","","","","673","1457",".462","132","341",".387","408","571",".715","","821","330","159","73","",""
"28","Buffalo","28","18","10",".643","-5.29","-9.33","12","6","","","","","2152","","","","792","1763",".449","171","543",".315","397","584",".680","","983","456","248","114","",""
"29","Butler","27","15","12",".556","-0.99","-2.30","8","7","","","","","1984","","","","684","1482",".462","118","349",".338","498","795",".626","","994","362","143","66","",""
"30","Cal Poly","27","1","26",".037","-30.38","-0.65","0","6","","","","","1493","","","","575","1444",".398","92","284",".324","251","425",".591","","713","287","189","53","",""
"31","Cal State Fullerton","27","7","20",".259","-6.28","2.79","5","13","","","","","1914","","","","651","1600",".407","154","482",".320","458","690",".664","","874","343","206","76","",""
"32","Cal State Northridge","28","8","20",".286","-11.07","-1.34","4","2","","","","","2002","","","","695","1642",".423","176","512",".344","436","626",".696","","885","388","197","90","",""
"33","UC-Irvine","29","13","16",".448","-0.16","3.09","6","12","","","","","2225","","","","763","1762",".433","189","567",".333","510","764",".668","","1042","439","144","71","",""
"34","UC-Santa Barbara","27","13","14",".481","1.73","0.47","8","10","","","","","1943","","","","682","1501",".454","164","460",".357","415","599",".693","","939","410","177","130","",""
"35","University of California","27","13","14",".481","11.04","8.96","5","13","","","","","2158","","","","761","1661",".458","189","530",".357","447","712",".628","","893","445","210","107","",""
"36","Campbell","26","8","18",".308","-17.19","-5.23","4","12","","","","","1612","","","","597","1514",".394","135","433",".312","283","424",".667","","757","336","153","52","",""
"37","Canisius","35","21","14",".600","2.72","1.18","10","4","","","","","2441","","","","851","2018",".422","202","669",".302","537","739",".727","","1054","504","244","110","",""
"38","Centenary (LA)","27","10","17",".370","-11.90","-5.94","7","9","","","","","2174","","","","786","1830",".430","211","641",".329","391","554",".706","","897","473","241","105","",""
"39","Central Connecticut State","26","8","18",".308","-17.43","-8.62","6","12","","","","","1815","","","","686","1536",".447","93","319",".292","350","549",".638","","952","385","187","194","",""
"40","Central Florida","27","11","16",".407","-9.51","-6.58","7","9","","","","","2037","","","","774","1710",".453","142","405",".351","347","529",".656","","983","420","184","99","",""
"41","Central Michigan","26","3","23",".115","-13.36","1.64","0","18","","","","","1662","","","","601","1459",".412","131","364",".360","329","488",".674","","755","255","111","40","",""
"42","Charleston Southern","29","19","10",".655","-4.47","-6.51","12","4","","","","","2149","","","","778","1740",".447","149","426",".350","444","650",".683","","1053","398","208","97","",""
"43","Charlotte","28","19","9",".679","9.26","3.54","8","4","","","","","2087","","","","735","1670",".440","151","432",".350","466","626",".744","","1054","427","179","151","",""
"44","Chattanooga","30","19","11",".633","-1.49","-4.60","11","3","","","","","2294","","","","779","1743",".447","229","674",".340","507","732",".693","","1049","458","243","104","",""
"45","Chicago State","26","6","20",".231","-20.31","-4.85","6","12","","","","","1972","","","","724","1705",".425","188","566",".332","336","531",".633","","757","343","267","61","",""
"46","Cincinnati","34","22","12",".647","18.34","8.93","7","5","","","","","2754","","","","996","2143",".465","236","669",".353","526","799",".658","","1224","550","228","103","",""
"47","Citadel","27","11","16",".407","-12.95","-5.45","6","8","","","","","1837","","","","656","1548",".424","156","515",".303","369","549",".672","","810","369","215","67","",""
