"Rk","School","G","W","L","W.L.","SRS","SOS","W.1","L.1","W.2","L.2","W.3","L.3","Tm.","Opp.","X.","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF"
"1","Air Force","30","16","14",".533","0.44","0.19","8","8","12","4","3","7","1760","1715","","","570","1285",".444","214","567",".377","406","583",".696","","796","365","193","54","380","510"
"2","Akron","35","24","11",".686","6.24","0.33","11","5","13","3","7","6","2479","2233","","","832","1885",".441","294","762",".386","521","741",".703","","1096","466","251","96","448","681"
"3","Alabama A&M","29","14","15",".483","-16.14","-12.97","11","7","9","3","5","9","1910","1952","","","631","1645",".384","173","521",".332","475","694",".684","","1061","287","214","170","481","550"
"4","Alabama-Birmingham","34","23","11",".676","8.35","2.09","12","4","14","1","8","6","2501","2288","","","862","1896",".455","254","678",".375","523","740",".707","","1252","475","195","115","482","630"
"5","Alabama State","31","20","11",".645","-7.73","-12.70","15","3","11","2","8","8","2202","2016","","","815","1784",".457","192","548",".350","380","594",".640","","1192","457","176","126","412","601"
"6","Alabama","33","17","16",".515","8.12","5.70","5","11","13","5","1","9","2484","2404","","","917","2010",".456","232","640",".363","418","674",".620","","1261","515","246","148","429","554"
"7","Albany (NY)","30","15","15",".500","-4.05","-5.92","10","6","8","5","7","9","2048","1992","","","722","1650",".438","172","498",".345","432","595",".726","","1124","370","160","73","428","614"
"8","Alcorn State","31","7","24",".226","-23.12","-11.47","6","12","5","6","2","14","2100","2445","","","736","1783",".413","183","530",".345","445","646",".689","","1021","299","205","47","532","680"
"9","American","33","21","12",".636","-1.87","-4.00","10","4","11","4","10","7","2140","2049","","","698","1586",".440","260","638",".408","484","655",".739","","1064","390","152","87","458","587"
"10","Appalachian State","31","18","13",".581","-0.71","-2.77","13","7","9","4","7","7","2214","2147","","","780","1644",".474","232","603",".385","422","608",".694","","1089","420","189","145","470","532"
"11","Arizona State","34","21","13",".618","10.31","6.28","9","9","15","5","4","6","2271","2106","","","768","1656",".464","244","688",".355","491","664",".739","","1029","491","236","109","429","546"
"12","Arizona","34","19","15",".559","14.55","10.22","8","10","11","6","6","7","2443","2276","","","843","1765",".478","221","566",".390","536","716",".749","","1052","526","189","120","414","556"
"13","Arkansas-Little Rock","31","20","11",".645","-3.26","-4.26","11","7","13","3","6","7","2024","1920","","","680","1588",".428","165","484",".341","499","757",".659","","1129","399","211","103","506","640"
"14","Arkansas-Pine Bluff","31","13","18",".419","-17.80","-12.56","8","10","5","6","7","11","1869","1999","","","688","1720",".400","165","526",".314","328","534",".614","","1097","349","158","150","440","572"
"15","Arkansas State","30","10","20",".333","-7.75","-2.02","5","13","9","6","1","14","2118","2185","","","762","1673",".455","209","527",".397","385","536",".718","","934","375","198","64","413","532"
"16","Arkansas","35","23","12",".657","12.48","6.73","9","7","15","1","2","7","2593","2392","","","936","2001",".468","207","607",".341","514","758",".678","","1274","505","241","182","531","662"
"17","Army","30","14","16",".467","-8.62","-5.04","6","8","7","7","7","9","1770","1862","","","659","1521",".433","142","454",".313","310","456",".680","","895","416","259","61","478","588"
"18","Auburn","30","14","16",".467","2.31","4.70","4","12","8","7","4","7","2141","2183","","","777","1698",".458","229","674",".340","358","535",".669","","971","453","259","74","409","492"
"19","Austin Peay","35","24","11",".686","-2.21","-5.24","16","4","13","1","9","8","2590","2477","","","855","1917",".446","273","715",".382","607","850",".714","","1107","501","335","75","440","616"
"20","Ball State","30","6","24",".200","-5.61","0.50","5","11","5","10","1","13","1733","1918","","","623","1558",".400","125","418",".299","362","554",".653","","936","311","186","50","365","515"
"21","Baylor","32","21","11",".656","11.46","5.75","9","7","12","4","6","4","2601","2396","","","899","1979",".454","275","727",".378","528","711",".743","","1196","388","237","138","403","665"
"22","Belmont","34","25","9",".735","-0.12","-3.44","14","2","14","1","9","5","2714","2497","","","938","2078",".451","357","979",".365","481","689",".698","","1248","587","290","65","498","626"
"23","Bethune-Cookman","32","11","21",".344","-15.97","-10.89","5","11","6","9","4","10","1862","1976","","","649","1470",".441","125","380",".329","439","658",".667","","945","331","224","78","506","561"
"24","Binghamton","30","14","16",".467","-6.84","-6.00","9","7","9","6","5","10","1976","2001","","","714","1646",".434","171","510",".335","377","515",".732","","973","359","216","77","408","583"
"25","Boise State","34","25","9",".735","1.60","-2.07","12","4","11","5","12","3","2767","2567","","","994","1956",".508","271","690",".393","508","768",".661","","1218","605","215","80","534","591"
"26","Boston College","31","14","17",".452","6.46","7.75","4","12","11","8","2","7","2203","2243","","","776","1705",".455","184","511",".360","467","677",".690","","1103","458","186","189","479","520"
