"Rk","School","G","W","L","W.L.","SRS","SOS","W.1","L.1","W.2","L.2","W.3","L.3","Tm.","Opp.","X.","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF"
"1","Air Force","29","8","21",".276","-3.57","1.99","3","11","6","9","1","11","1667","1828","","","544","1251",".435","245","683",".359","334","479",".697","","724","367","211","54","",""
"2","Akron","28","12","16",".429","-3.09","1.67","9","9","8","5","4","9","1901","2034","","","613","1355",".452","189","436",".433","486","670",".725","","823","379","161","89","",""
"3","Alabama A&M","28","17","11",".607","-13.46","-11.79","13","5","11","2","5","9","2056","2091","","","743","1902",".391","156","536",".291","414","661",".626","","1256","388","339","78","",""
"4","Alabama-Birmingham","31","17","14",".548","6.63","4.08","8","8","10","5","6","7","2236","2157","","","799","1882",".425","178","552",".322","460","709",".649","","1274","392","208","125","",""
"5","Alabama State","31","22","9",".710","-8.86","-13.61","15","3","11","2","8","5","2135","1980","","","756","1713",".441","165","506",".326","458","696",".658","","1245","410","260","93","",""
"6","Alabama","36","25","11",".694","14.02","6.27","8","8","18","1","2","7","2761","2482","","","953","2199",".433","232","711",".326","623","893",".698","","1630","438","257","166","",""
"7","Albany (NY)","28","6","22",".214","-18.87","-8.67","","","4","9","1","12","1928","2169","","","712","1656",".430","166","442",".376","338","501",".675","","997","316","225","64","",""
"8","Alcorn State","30","15","15",".500","-11.98","-10.78","13","5","8","2","6","10","2245","2280","","","784","1790",".438","159","476",".334","518","746",".694","","1261","366","228","95","",""
"9","American","27","7","20",".259","-10.33","-2.81","3","13","6","7","1","13","1579","1782","","","596","1470",".405","110","382",".288","277","484",".572","","1000","293","137","114","",""
"10","Appalachian State","31","11","20",".355","-12.13","-4.24","7","9","6","8","5","9","2005","2186","","","743","1715",".433","133","438",".304","386","572",".675","","1248","444","193","79","",""
"11","Arizona State","29","13","16",".448","11.09","8.99","5","13","10","7","2","8","2121","2060","","","779","1757",".443","105","356",".295","458","681",".673","","1243","458","183","119","",""
"12","Arizona","36","28","8",".778","26.84","12.56","15","3","13","2","7","5","2926","2386","","","1015","2131",".476","193","544",".355","703","940",".748","","1563","585","283","159","",""
"13","Arkansas-Little Rock","29","18","11",".621","-0.79","-3.63","9","7","10","3","7","8","2056","1849","","","704","1484",".474","200","492",".407","448","635",".706","","1044","376","218","91","",""
"14","Arkansas-Pine Bluff","27","2","25",".074","-31.20","-8.23","2","16","2","8","0","17","1660","2282","","","612","1662",".368","116","412",".282","320","543",".589","","1097","269","210","90","",""
"15","Arkansas State","30","17","13",".567","-4.23","-2.76","10","6","9","4","6","8","2189","2168","","","799","1759",".454","180","535",".336","411","593",".693","","1195","415","155","141","",""
"16","Arkansas","31","20","11",".645","16.61","6.16","10","6","16","2","3","7","2476","2152","","","881","1990",".443","273","741",".368","441","639",".690","","1223","476","365","124","",""
"17","Army","28","9","19",".321","-15.73","-7.65","3","9","7","7","2","11","2015","2201","","","644","1502",".429","160","419",".382","567","756",".750","","1030","309","169","58","",""
"18","Auburn","32","18","14",".563","11.48","7.14","7","9","14","5","2","7","2477","2338","","","917","2043",".449","198","642",".308","445","684",".651","","1243","495","265","155","",""
"19","Austin Peay","32","22","10",".688","-0.53","-3.26","10","6","11","1","6","8","2510","2404","","","935","1845",".507","189","510",".371","451","641",".704","","1188","472","189","148","",""
"20","Ball State","30","18","12",".600","3.12","0.30","11","7","9","6","7","5","2092","1993","","","784","1736",".452","193","477",".405","331","508",".652","","1223","381","153","98","",""
"21","Baylor","31","19","12",".613","7.42","2.60","6","10","14","3","3","8","2209","2001","","","784","1748",".449","188","630",".298","453","673",".673","","1222","473","274","75","",""
"22","Belmont","28","13","15",".464","-9.75","-5.45","","","9","2","3","12","2133","2202","","","719","1667",".431","288","815",".353","407","546",".745","","1051","490","151","45","",""
"23","Bethune-Cookman","29","10","19",".345","-17.81","-10.37","5","13","8","6","1","12","1822","1976","","","618","1541",".401","115","375",".307","471","738",".638","","1134","242","207","59","",""
"24","Boise State","31","17","14",".548","-0.69","-0.21","8","8","10","2","6","9","2237","2230","","","811","1778",".456","174","501",".347","441","653",".675","","1123","433","214","92","",""
"25","Boston College","32","27","5",".844","17.99","5.18","13","3","17","0","6","4","2547","2129","","","879","1934",".454","230","651",".353","559","788",".709","","1273","464","326","97","",""
"26","Boston University","28","14","14",".500","-5.30","-5.84","9","9","8","4","5","9","1913","1898","","","656","1577",".416","194","545",".356","407","559",".728","","1010","347","189","53","",""
"27","Bowling Green State","29","15","14",".517","2.00","1.40","10","8","10","4","5","9","2202","2110","","","761","1571",".484","134","354",".379","546","712",".767","","1022","442","221","98","",""
"28","Bradley","31","19","12",".613","3.15","1.75","12","6","13","2","3","8","2045","1972","","","699","1590",".440","166","452",".367","481","644",".747","","1180","403","164","127","",""
"29","Brigham Young","33","24","9",".727","10.94","3.47","10","4","15","0","4","6","2324","2069","","","744","1620",".459","185","485",".381","651","835",".780","","1126","414","203","108","",""
"30","Brown","27","15","12",".556","-8.93","-6.78","9","5","10","2","5","10","1968","2026","","","682","1511",".451","154","457",".337","450","652",".690","","1062","384","211","71","",""
"31","Bucknell","29","14","15",".483","-12.19","-6.27","4","8","9","4","4","11","1909","2041","","","664","1542",".431","112","357",".314","469","762",".615","","1136","338","216","85","",""
"32","Buffalo","28","4","24",".143","-9.02","0.70","2","16","3","10","0","13","1873","2145","","","645","1548",".417","189","529",".357","394","605",".651","","1029","331","186","66","",""
"33","Butler","32","24","8",".750","12.55","3.98","11","3","13","1","7","6","2228","1946","","","755","1643",".460","251","617",".407","467","652",".716","","1044","388","222","89","",""
"34","Cal Poly","28","9","19",".321","-8.24","-1.33","3","13","6","9","3","9","2241","2273","","","773","1764",".438","198","572",".346","497","728",".683","","1225","334","178","96","",""
"35","Cal State Fullerton","28","5","23",".179","-13.24","-0.20","3","13","3","11","2","11","1657","1964","","","556","1336",".416","144","471",".306","401","585",".685","","894","327","151","56","",""
"36","Cal State Northridge","32","22","10",".688","5.94","0.24","13","3","13","1","8","6","2650","2409","","","910","1842",".494","217","547",".397","613","865",".709","","1244","608","267","77","",""
"37","UC-Irvine","30","25","5",".833","2.12","-2.58","15","1","14","1","10","3","2108","1928","","","705","1550",".455","181","464",".390","517","697",".742","","1141","370","194","89","",""
"38","UC-Santa Barbara","28","13","15",".464","-2.87","-0.75","9","7","9","5","4","9","1933","1972","","","655","1512",".433","144","440",".327","479","662",".724","","1104","394","166","63","",""
"39","University of California","31","20","11",".645","14.76","9.08","11","7","14","3","5","7","2304","2128","","","813","1699",".479","176","503",".350","502","732",".686","","1116","508","225","66","",""
"40","Campbell","28","7","21",".250","-16.75","-7.36","5","13","4","7","3","13","1819","2082","","","682","1599",".427","147","432",".340","308","464",".664","","1016","338","155","84","",""
"41","Canisius","31","20","11",".645","-2.11","-4.62","9","9","12","3","7","8","2395","2317","","","840","1850",".454","227","601",".378","488","706",".691","","1254","494","199","99","",""
"42","Centenary (LA)","27","8","19",".296","-13.08","-1.53","","","8","3","0","15","1854","2036","","","619","1494",".414","133","410",".324","483","641",".754","","1039","292","156","52","",""
"43","Central Connecticut State","28","14","14",".500","-8.79","-10.18","11","9","8","5","6","7","2050","2011","","","710","1610",".441","155","429",".361","475","681",".698","","1174","337","209","91","",""
"44","Central Florida","31","8","23",".258","-9.46","-5.26","3","15","4","9","3","11","2182","2302","","","795","1846",".431","194","608",".319","398","581",".685","","1181","420","240","109","",""
"45","Central Michigan","28","20","8",".714","0.98","0.02","14","4","13","1","7","6","1998","1901","","","669","1370",".488","130","373",".349","530","723",".733","","1000","374","167","65","",""
"46","Charleston Southern","29","10","19",".345","-16.14","-7.06","6","8","7","6","2","10","1860","2086","","","677","1583",".428","135","419",".322","371","580",".640","","1055","345","283","91","",""
"47","Charlotte","33","22","11",".667","14.24","7.91","10","6","10","2","7","7","2583","2374","","","873","1998",".437","305","848",".360","532","777",".685","","1386","471","231","97","",""
"48","Chattanooga","30","17","13",".567","-2.13","-3.81","9","7","12","2","3","9","2195","2094","","","742","1654",".449","197","561",".351","514","733",".701","","1216","411","202","68","",""
"49","Chicago State","28","5","23",".179","-15.14","-1.29","2","14","3","9","2","13","1776","2120","","","682","1586",".430","131","403",".325","281","456",".616","","1047","381","171","90","",""
"50","Cincinnati","35","25","10",".714","16.19","7.84","11","5","11","3","7","5","2586","2294","","","921","2076",".444","214","600",".357","530","760",".697","","1344","451","194","118","",""
"51","Citadel","28","16","12",".571","-6.91","-6.00","9","7","12","2","2","9","1927","1856","","","646","1566",".413","183","547",".335","452","715",".632","","1158","337","218","102","",""
"52","Clemson","31","12","19",".387","2.73","8.31","2","14","9","7","1","9","2298","2471","","","797","1879",".424","248","692",".358","456","650",".702","","1283","434","187","69","",""
"53","Cleveland State","32","19","13",".594","2.06","1.56","9","5","11","2","6","8","2192","2167","","","725","1717",".422","196","531",".369","546","795",".687","","1298","324","210","130","",""
"54","Coastal Carolina","28","8","20",".286","-13.37","-6.62","6","8","6","7","2","12","1984","2173","","","694","1582",".439","171","497",".344","425","604",".704","","1000","390","243","56","",""
"55","Colgate","28","13","15",".464","-10.85","-8.13","6","6","9","3","4","10","1979","2004","","","658","1501",".438","130","366",".355","533","749",".712","","958","357","203","70","",""
"56","College of Charleston","29","22","7",".759","1.62","-4.56","12","4","13","0","6","4","1942","1739","","","678","1494",".454","119","356",".334","467","615",".759","","1038","431","206","147","",""
"57","Colorado State","28","15","13",".536","5.49","2.33","6","8","10","3","2","8","1932","1774","","","666","1391",".479","183","454",".403","417","625",".667","","970","432","162","42","",""
"58","Colorado","30","15","15",".500","11.10","5.65","5","11","8","7","6","6","2419","2250","","","837","1818",".460","186","518",".359","559","783",".714","","1295","517","227","96","",""
"59","Columbia","27","12","15",".444","-10.79","-7.51","7","7","9","3","2","12","1539","1591","","","514","1230",".418","157","454",".346","354","500",".708","","898","333","140","99","",""
"60","Connecticut","32","20","12",".625","10.17","5.43","8","8","17","2","1","8","2348","2185","","","860","1850",".465","102","298",".342","526","751",".700","","1338","444","257","120","",""
"61","Coppin State","28","13","15",".464","-12.03","-9.39","11","8","7","5","4","9","1806","1880","","","628","1523",".412","129","408",".316","421","566",".744","","1026","256","162","85","",""
"62","Cornell","27","7","20",".259","-14.40","-7.52","3","11","4","8","3","9","1686","1832","","","578","1487",".389","173","585",".296","357","535",".667","","987","292","193","38","",""
"63","Creighton","32","24","8",".750","12.40","3.00","14","4","14","0","7","5","2325","2024","","","788","1782",".442","249","694",".359","500","712",".702","","1189","490","293","114","",""
"64","Dartmouth","27","8","19",".296","-14.38","-7.34","3","11","6","7","2","11","1720","1883","","","577","1436",".402","218","661",".330","348","489",".712","","917","389","160","64","",""
"65","Davidson","32","15","17",".469","-8.76","-3.65","7","9","10","4","2","9","2208","2238","","","774","1816",".426","197","555",".355","463","699",".662","","1350","438","209","119","",""
"66","Dayton","34","21","13",".618","9.73","6.14","9","7","12","6","6","6","2418","2296","","","819","1854",".442","254","686",".370","526","718",".733","","1293","517","206","85","",""
"67","Delaware State","28","13","15",".464","-15.11","-10.97","11","7","8","3","5","11","1785","1901","","","646","1500",".431","183","558",".328","310","469",".661","","918","398","191","71","",""
"68","Delaware","30","20","10",".667","1.90","-6.04","14","4","12","2","7","8","2252","2014","","","801","1732",".462","251","654",".384","399","578",".690","","1213","463","219","157","",""
"69","Denver","28","10","18",".357","-7.30","-1.30","5","11","6","9","4","8","1888","1978","","","701","1664",".421","163","497",".328","323","540",".598","","1183","359","185","71","",""
"70","DePaul","30","12","18",".400","5.34","8.02","4","12","8","8","3","8","2168","2219","","","766","1744",".439","184","549",".335","452","669",".676","","1130","439","160","108","",""
"71","Detroit Mercy","37","25","12",".676","7.83","2.44","10","4","13","0","9","7","2600","2381","","","920","2036",".452","279","745",".374","481","706",".681","","1405","473","214","105","",""
"72","Drake","28","12","16",".429","0.83","-0.21","8","10","10","5","2","10","1965","1936","","","668","1449",".461","201","507",".396","428","562",".762","","984","385","139","64","",""
"73","Drexel","27","15","12",".556","-4.06","-5.43","12","6","9","2","5","9","2025","1988","","","723","1523",".475","163","439",".371","416","610",".682","","1125","411","144","51","",""
"74","Duke","39","35","4",".897","32.18","11.98","13","3","13","2","9","1","3538","2750","","","1217","2530",".481","407","1057",".385","697","1002",".696","","1680","701","411","196","",""
"75","Duquesne","30","9","21",".300","-3.14","3.96","3","13","7","6","0","12","2116","2329","","","735","1660",".443","156","440",".355","490","702",".698","","1086","331","196","64","",""
"76","East Carolina","28","14","14",".500","-4.24","-3.16","6","10","10","3","3","11","2018","2044","","","659","1603",".411","228","662",".344","472","651",".725","","1095","356","165","47","",""
"77","East Tennessee State","28","18","10",".643","-3.04","-6.12","13","3","11","2","7","7","2034","1825","","","727","1638",".444","153","466",".328","427","693",".616","","1210","375","279","90","",""
"78","Eastern Illinois","31","21","10",".677","0.99","-2.46","11","5","13","0","5","9","2564","2439","","","915","1931",".474","230","584",".394","504","650",".775","","1194","514","197","116","",""
"79","Eastern Kentucky","26","7","19",".269","-13.60","-2.73","1","15","6","7","1","12","1895","2099","","","677","1612",".420","169","476",".355","372","589",".632","","1109","335","176","101","",""
"80","Eastern Michigan","28","3","25",".107","-11.40","-0.76","1","17","3","11","0","14","1672","1970","","","593","1403",".423","139","455",".305","347","542",".640","","953","314","132","80","",""
"81","Eastern Washington","28","17","11",".607","0.05","-0.76","11","5","8","4","7","7","2010","1925","","","680","1413",".481","127","347",".366","523","716",".730","","901","427","213","51","",""
"82","Elon","29","9","20",".310","-17.92","-9.17","4","10","7","5","1","14","1873","2064","","","669","1523",".439","171","525",".326","364","528",".689","","967","331","196","92","",""
"83","Evansville","30","14","16",".467","-1.68","1.77","9","9","10","4","4","9","2066","2146","","","733","1515",".484","186","478",".389","414","590",".702","","982","515","149","66","",""
"84","Fairfield","28","12","16",".429","-6.43","-3.51","8","10","5","5","6","9","2069","2151","","","708","1624",".436","118","410",".288","535","740",".723","","1143","366","224","113","",""
"85","Fairleigh Dickinson","28","13","15",".464","-11.42","-8.45","10","10","7","4","6","10","1919","2002","","","661","1519",".435","195","587",".332","402","667",".603","","1081","375","211","71","",""
"86","Florida A&M","28","6","22",".214","-22.79","-10.22","4","14","5","9","1","12","1876","2230","","","621","1563",".397","165","528",".313","469","723",".649","","1088","290","235","100","",""
"87","Florida Atlantic","31","7","24",".226","-16.07","-3.79","5","13","3","10","3","12","2119","2519","","","761","1928",".395","206","611",".337","391","566",".691","","1246","414","198","64","",""
"88","Florida International","29","8","21",".276","-9.16","-0.70","5","11","5","10","2","10","1727","1947","","","608","1444",".421","142","436",".326","369","528",".699","","872","255","175","26","",""
