"Rk","School","G","W","L","W.L.","SRS","SOS","W.1","L.1","W.2","L.2","W.3","L.3","Tm.","Opp.","X.","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF"
"1","Air Force","32","16","16",".500","2.71","3.31","6","10","12","5","3","11","2074","2082","","1295","722","1532",".471","212","563",".377","418","593",".705","187","918","494","200","83","385","563"
"2","Akron","36","23","13",".639","2.15","-1.02","9","7","14","2","5","9","2524","2365","","1465","892","2073",".430","283","785",".361","457","649",".704","363","1238","520","240","129","432","692"
"3","Alabama A&M","28","13","15",".464","-15.19","-11.75","10","8","9","4","4","10","1808","1870","","1125","633","1598",".396","125","434",".288","417","668",".624","345","1058","339","233","151","443","562"
"4","Alabama-Birmingham","31","22","9",".710","8.55","2.78","12","4","13","2","8","5","2119","1940","","1270","756","1725",".438","239","698",".342","368","513",".717","352","1109","420","164","97","387","514"
"5","Alabama State","35","17","18",".486","-13.37","-10.31","11","7","10","3","4","14","2146","2234","","1410","728","1841",".395","165","583",".283","525","870",".603","459","1271","404","255","163","547","777"
"6","Alabama","37","25","12",".676","11.70","4.27","12","4","19","0","4","6","2473","2198","","1490","930","2066",".450","152","510",".298","461","652",".707","458","1339","454","351","190","516","675"
"7","Albany (NY)","32","16","16",".500","-7.05","-5.96","9","7","7","6","7","8","2013","2048","","1305","724","1707",".424","238","630",".378","327","507",".645","375","1155","370","150","90","411","505"
"8","Alcorn State","28","4","24",".143","-23.02","-8.02","4","14","2","7","2","17","1838","2258","","1125","614","1664",".369","116","359",".323","494","781",".633","294","992","255","218","103","474","610"
"9","American","31","22","9",".710","-3.13","-5.64","11","3","10","3","10","5","2051","1973","","1260","716","1602",".447","188","557",".338","431","600",".718","288","1044","430","127","86","346","558"
"10","Appalachian State","31","16","15",".516","-4.81","-2.95","10","8","9","3","6","8","2265","2269","","1245","790","1738",".455","196","582",".337","489","694",".705","322","1067","327","179","89","403","541"
"11","Arizona State","31","12","19",".387","4.30","7.20","4","14","8","7","2","10","1983","2073","","1245","719","1674",".430","240","684",".351","305","486",".628","290","991","463","196","115","379","574"
"12","Arizona","38","30","8",".789","16.54","7.99","14","4","17","0","7","4","2905","2580","","1540","969","2064",".469","296","745",".397","671","899",".746","408","1319","536","197","98","484","707"
"13","Arkansas-Little Rock","36","19","17",".528","-4.32","-2.97","7","9","10","5","3","10","2457","2426","","1455","825","1938",".426","242","615",".393","565","819",".690","377","1204","433","212","89","428","740"
"14","Arkansas-Pine Bluff","31","7","24",".226","-20.00","-8.03","7","11","5","4","2","19","1850","2221","","1255","627","1610",".389","191","556",".344","405","646",".627","299","987","357","234","67","518","649"
"15","Arkansas State","32","17","15",".531","-3.38","-3.31","11","5","13","0","4","10","2188","2066","","1285","745","1724",".432","167","506",".330","531","750",".708","395","1177","363","202","99","418","585"
"16","Arkansas","31","18","13",".581","6.28","2.34","7","9","15","3","2","7","2191","2069","","1260","756","1734",".436","204","563",".362","475","683",".695","332","1063","373","225","182","411","561"
"17","Army","30","11","19",".367","-10.71","-6.58","3","11","4","8","7","10","2038","2141","","1200","707","1701",".416","264","725",".364","360","507",".710","323","1020","403","169","53","423","606"
"18","Auburn","31","11","20",".355","-2.47","2.40","4","12","9","11","2","7","1933","2051","","1255","675","1695",".398","148","465",".318","435","663",".656","383","1067","349","242","100","440","641"
"19","Austin Peay","34","20","14",".588","-0.15","-3.77","13","5","10","3","8","9","2510","2279","","1390","899","1960",".459","186","517",".360","526","773",".680","429","1227","484","292","142","485","625"
