"Rk","School","G","W","L","W.L.","SRS","SOS","W.1","L.1","W.2","L.2","W.3","L.3","Tm.","Opp.","X.","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF"
"1","Abilene Christian","31","11","20",".355","-19.60","-4.12","2","12","9","5","0","14","2214","2228","","1255","737","1664",".443","241","599",".402","499","666",".749","307","1011","402","221","72","453","641"
"2","Air Force","30","12","18",".400","-4.08","1.71","6","12","8","9","3","8","1980","2074","","1210","679","1561",".435","216","653",".331","406","588",".690","263","970","419","164","94","400","563"
"3","Akron","34","21","13",".618","1.16","-0.48","12","6","13","2","6","8","2332","2276","","1375","813","1855",".438","239","690",".346","467","750",".623","412","1175","387","225","142","446","606"
"4","Alabama A&M","30","14","16",".467","-13.86","-10.58","10","8","7","4","5","11","1936","2010","","1215","656","1601",".410","182","561",".324","442","674",".656","300","1015","380","187","125","396","643"
"5","Alabama-Birmingham","31","18","13",".581","0.78","-0.77","7","9","12","5","5","5","2266","2180","","1255","800","1919",".417","158","525",".301","508","772",".658","508","1381","392","169","128","403","543"
"6","Alabama State","32","19","13",".594","-12.84","-11.40","12","6","13","1","5","10","2265","2225","","1300","792","1892",".419","175","612",".286","506","748",".676","426","1158","415","217","115","393","578"
"7","Alabama","32","13","19",".406","8.34","8.88","7","11","13","4","0","11","2170","2150","","1295","741","1669",".444","183","548",".334","505","737",".685","320","1050","351","218","137","380","607"
"8","Albany (NY)","34","19","15",".559","-3.31","-5.22","9","7","10","3","7","11","2239","2174","","1375","765","1733",".441","163","453",".360","546","728",".750","343","1175","376","184","101","428","580"
"9","Alcorn State","31","12","19",".387","-15.95","-9.27","9","9","9","3","2","13","1985","2101","","1265","693","1658",".418","136","449",".303","463","708",".654","301","959","283","185","116","362","577"
"10","American","33","20","13",".606","0.69","-3.25","13","5","11","3","9","9","2081","1951","","1325","748","1527",".490","207","546",".379","378","535",".707","232","986","492","198","110","464","567"
"11","Appalachian State","30","9","21",".300","-15.32","-7.13","5","11","7","7","2","13","2034","2152","","1210","719","1730",".416","151","500",".302","445","697",".638","392","1091","327","187","83","362","597"
"12","Arizona State","33","21","12",".636","13.32","7.41","10","8","16","1","4","7","2486","2291","","1345","836","1852",".451","268","688",".390","546","787",".694","281","1172","471","167","182","377","635"
"13","Arizona","38","33","5",".868","23.36","9.04","15","3","18","0","8","3","2769","2225","","1540","996","2123",".469","204","561",".364","573","870",".659","465","1449","574","223","173","387","630"
"14","Arkansas-Little Rock","32","15","17",".469","-5.39","-1.09","9","9","7","6","6","9","2288","2371","","1320","784","1844",".425","164","505",".325","556","754",".737","369","1174","376","190","125","422","689"
"15","Arkansas-Pine Bluff","31","13","18",".419","-15.39","-6.90","11","7","6","3","6","12","1957","2188","","1240","659","1605",".411","193","562",".343","446","675",".661","307","946","350","296","72","478","605"
"16","Arkansas State","32","19","13",".594","-0.44","-3.18","10","8","11","4","7","8","2432","2299","","1315","797","1795",".444","282","737",".383","556","766",".726","301","1104","425","216","89","390","570"
"17","Arkansas","34","22","12",".647","14.34","5.57","10","8","17","2","3","7","2723","2425","","1376","928","2105",".441","253","698",".362","614","846",".726","404","1222","521","287","189","392","706"
"18","Army","31","15","16",".484","-6.16","-4.66","10","8","7","7","7","8","2244","2269","","1250","801","1804",".444","236","697",".339","406","580",".700","352","1043","436","187","132","401","567"
"19","Auburn","30","14","16",".467","5.11","5.47","6","12","12","6","2","8","2144","2155","","1201","723","1656",".437","172","554",".310","526","730",".721","331","1022","349","183","134","363","645"
"20","Austin Peay","30","12","18",".400","-10.50","-5.78","6","10","8","6","3","11","2287","2368","","1215","797","1632",".488","158","459",".344","535","804",".665","298","999","444","206","156","471","517"
"21","Ball State","30","5","25",".167","-10.17","0.65","2","16","5","9","0","16","1967","2214","","1225","651","1601",".407","196","625",".314","469","679",".691","383","1108","375","136","70","505","615"
"22","Baylor","38","26","12",".684","15.80","10.11","9","9","13","4","5","5","2843","2577","","1540","959","2108",".455","280","725",".386","645","949",".680","525","1456","563","197","202","440","648"
"23","Belmont","36","26","10",".722","3.29","-1.88","14","2","13","1","10","8","2876","2661","","1440","983","1973",".498","323","823",".392","587","794",".739","315","1123","571","248","88","463","735"
"24","Bethune-Cookman","32","7","25",".219","-16.86","-7.53","5","11","5","6","2","18","2032","2252","","1290","686","1713",".400","218","613",".356","442","615",".719","367","1002","316","199","80","408","681"
