"Rk","School","G","W","L","W.L.","SRS","SOS","W.1","L.1","W.2","L.2","W.3","L.3","Tm.","Opp.","X.","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF"
"1","Air Force","28","9","19",".321","-7.45","2.05","3","15","","","","","1833","","","","644","1554",".414","136","434",".313","409","584",".700","","","285","178","109","",""
"2","Akron","26","8","18",".308","-10.69","-5.07","3","15","","","","","1614","","","","580","1327",".437","134","368",".364","320","493",".649","","","316","163","47","",""
"3","Alabama-Birmingham","35","21","14",".600","10.82","5.68","5","5","","","","","2432","","","","888","1998",".444","200","539",".371","456","650",".702","","","501","246","135","",""
"4","Alabama State","27","14","13",".519","-8.48","-9.70","9","5","","","","","2378","","","","852","1772",".481","133","359",".370","541","767",".705","","","393","194","42","",""
"5","Alabama","29","16","13",".552","9.66","7.83","7","9","","","","","2192","","","","782","1691",".462","170","505",".337","458","702",".652","","","337","185","120","",""
"6","Alcorn State","27","7","20",".259","-11.04","-4.58","5","9","","","","","2054","","","","841","1766",".476","98","294",".333","367","525",".699","","","465","288","80","",""
"7","American","28","11","17",".393","-0.17","1.15","6","8","","","","","2131","","","","723","1690",".428","166","455",".365","519","716",".725","","","385","185","74","",""
"8","Appalachian State","28","13","15",".464","-6.08","-4.27","8","10","","","","","2276","","","","824","1825",".452","188","591",".318","440","658",".669","","","418","240","125","",""
"9","Arizona State","28","18","10",".643","9.23","6.97","11","7","","","","","2366","","","","867","1999",".434","263","772",".341","369","591",".624","","","512","337","91","",""
"10","Arizona","28","24","4",".857","20.50","8.28","17","1","","","","","2340","","","","847","1734",".488","143","401",".357","503","735",".684","","","486","193","124","",""
"11","Arkansas-Little Rock","27","15","12",".556","-3.31","-0.24","10","8","","","","","1859","","","","647","1471",".440","127","370",".343","438","617",".710","","","348","202","73","",""
"12","Arkansas State","28","16","12",".571","4.06","0.02","11","7","","","","","1971","","","","722","1600",".451","123","411",".299","404","599",".674","","","405","232","95","",""
"13","Arkansas","31","22","9",".710","17.72","8.30","10","6","","","","","2695","","","","995","2039",".488","210","532",".395","495","721",".687","","","582","352","97","",""
"14","Army","26","4","22",".154","-19.98","-7.17","2","12","","","","","1555","","","","551","1329",".415","100","286",".350","353","552",".639","","","298","128","53","",""
"15","Auburn","27","15","12",".556","8.93","6.97","8","8","","","","","2171","","","","815","1627",".501","161","413",".390","380","540",".704","","","423","166","75","",""
"16","Austin Peay","27","7","20",".259","-13.85","-1.43","4","12","","","","","1864","","","","667","1514",".441","111","328",".338","419","617",".679","","","335","166","46","",""
"17","Ball State","34","26","8",".765","1.32","-4.68","14","4","","","","","2421","","","","835","1791",".466","143","376",".380","608","873",".696","","","464","199","86","",""
"18","Baylor","27","16","11",".593","2.99","1.83","7","7","","","","","2352","","","","799","1741",".459","215","595",".361","539","814",".662","","","498","203","148","",""
"19","Bethune-Cookman","27","3","24",".111","-23.17","-8.76","2","14","","","","","1728","","","","678","1597",".425","96","301",".319","276","491",".562","","","329","225","50","",""
"20","Boise State","29","21","8",".724","0.35","-4.28","10","4","","","","","2190","","","","779","1664",".468","121","389",".311","511","712",".718","","","422","255","109","",""
"21","Boston College","31","18","13",".581","11.90","7.48","9","9","","","","","2215","","","","796","1668",".477","180","454",".396","443","594",".746","","","448","196","67","",""
"22","Boston University","27","6","21",".222","-16.04","-5.22","3","11","","","","","1880","","","","677","1645",".412","120","362",".331","406","610",".666","","","385","185","87","",""
"23","Bowling Green State","27","11","16",".407","-4.01","-0.85","8","10","","","","","1749","","","","643","1386",".464","139","392",".355","324","490",".661","","","353","147","52","",""
"24","Bradley","27","11","16",".407","-0.92","1.12","7","11","","","","","1623","","","","612","1324",".462","64","201",".318","335","509",".658","","","337","200","91","",""
"25","Brigham Young","34","25","9",".735","12.49","4.08","15","3","","","","","2754","","","","948","1905",".498","161","443",".363","697","909",".767","","","613","214","127","",""
"26","Brown","26","7","19",".269","-15.84","-5.80","2","12","","","","","1514","","","","575","1373",".419","113","355",".318","351","555",".632","","","308","155","86","",""
"27","Bucknell","29","23","6",".793","-0.11","-8.57","13","1","","","","","2350","","","","871","1870",".466","151","422",".358","457","673",".679","","","426","326","120","",""
"28","Buffalo","27","5","22",".185","-18.75","-5.45","","","","","","","1778","","","","689","1704",".404","66","268",".246","334","542",".616","","","291","284","80","",""
"29","Butler","28","11","17",".393","-1.51","3.20","5","9","","","","","1899","","","","685","1565",".438","126","416",".303","403","580",".695","","","343","162","31","",""
"30","Cal State Fullerton","27","15","12",".556","3.12","2.19","10","8","","","","","1937","","","","689","1503",".458","137","348",".394","422","645",".654","","","365","210","124","",""
"31","Cal State Northridge","27","10","17",".370","-8.55","-2.47","","","","","","","1837","","","","654","1534",".426","182","527",".345","347","527",".658","","","340","242","29","",""
"32","UC-Irvine","27","6","21",".222","-3.78","2.91","4","14","","","","","1975","","","","692","1544",".448","166","462",".359","425","671",".633","","","333","146","85","",""
"33","UC-Santa Barbara","29","18","11",".621","7.28","1.55","10","8","","","","","1996","","","","714","1498",".477","117","317",".369","451","660",".683","","","443","196","77","",""
"34","University of California","30","21","9",".700","12.79","7.26","12","6","","","","","2380","","","","877","1855",".473","135","434",".311","491","738",".665","","","514","284","98","",""
"35","Campbell","27","12","15",".444","-13.73","-10.15","10","6","","","","","1923","","","","700","1560",".449","228","593",".384","295","446",".661","","","460","168","69","",""
"36","Canisius","28","10","18",".357","-6.53","-2.10","5","9","","","","","1776","","","","639","1554",".411","165","512",".322","333","471",".707","","","374","260","84","",""
"37","Centenary (LA)","27","9","18",".333","-14.65","-7.35","4","8","","","","","2272","","","","799","1901",".420","213","627",".340","461","691",".667","","","428","380","62","",""
"38","Central Connecticut State","27","8","19",".296","-21.33","-8.94","","","","","","","2057","","","","734","1742",".421","146","377",".387","443","650",".682","","","421","263","69","",""
"39","Central Florida","27","10","17",".370","-13.48","-9.16","0","0","","","","","2071","","","","742","1557",".477","142","394",".360","445","659",".675","","","399","170","59","",""
"40","Central Michigan","26","8","18",".308","-11.82","-2.37","4","14","","","","","1918","","","","706","1610",".439","128","402",".318","378","592",".639","","","353","185","105","",""
"41","Charleston Southern","27","9","18",".333","-18.54","-9.02","5","11","","","","","1951","","","","708","1585",".447","127","366",".347","408","526",".776","","","369","162","22","",""
"42","Charlotte","28","15","13",".536","5.37","2.83","6","6","","","","","2037","","","","728","1666",".437","119","363",".328","462","725",".637","","","434","236","99","",""
"43","Chattanooga","33","26","7",".788","6.63","-3.06","16","2","","","","","2820","","","","995","2060",".483","235","616",".381","595","792",".751","","","549","261","117","",""
"44","Chicago State","27","4","23",".148","-21.96","-1.19","","","","","","","1906","","","","712","1806",".394","109","336",".324","373","586",".637","","","324","204","55","",""
"45","Cincinnati","32","27","5",".844","22.62","6.62","8","2","","","","","2383","","","","900","1913",".470","159","494",".322","424","664",".639","","","513","319","82","",""
"46","Citadel","27","10","17",".370","-12.16","-5.09","8","10","","","","","1741","","","","624","1452",".430","100","332",".301","393","581",".676","","","371","195","59","",""
"47","Clemson","30","17","13",".567","10.05","7.55","5","11","","","","","2376","","","","876","1857",".472","192","554",".347","432","649",".666","","","510","298","173","",""
"48","Cleveland State","28","22","6",".786","-0.08","-5.50","15","1","","","","","2138","","","","760","1605",".474","151","399",".378","467","690",".677","","","464","184","87","",""
"49","Coastal Carolina","32","22","10",".688","-3.95","-7.89","12","4","","","","","2488","","","","893","1866",".479","195","482",".405","507","723",".701","","","481","249","128","",""
"50","Colgate","28","18","10",".643","-5.96","-9.60","9","5","","","","","2150","","","","733","1708",".429","184","488",".377","500","709",".705","","","381","238","108","",""
"51","College of Charleston","27","19","8",".704","-4.09","-8.30","0","0","","","","","1848","","","","615","1347",".457","86","277",".310","532","769",".692","","","381","252","87","",""
"52","Colorado State","29","17","12",".586","3.33","2.21","9","9","","","","","2172","","","","746","1619",".461","181","471",".384","499","693",".720","","","493","190","72","",""
"53","Colorado","27","10","17",".370","6.48","7.62","2","12","","","","","2003","","","","716","1547",".463","111","337",".329","460","717",".642","","","391","232","159","",""
"54","Columbia","26","16","10",".615","-3.01","-6.65","10","4","","","","","1889","","","","647","1320",".490","92","257",".358","503","715",".703","","","375","181","128","",""
"55","Connecticut","28","15","13",".536","11.71","8.06","9","9","","","","","2113","","","","771","1757",".439","144","421",".342","427","602",".709","","","391","245","148","",""
"56","Coppin State","30","22","8",".733","-3.73","-11.06","16","0","","","","","2216","","","","735","1807",".407","212","605",".350","532","755",".705","","","335","281","97","",""
"57","Cornell","26","16","10",".615","-1.24","-1.72","9","5","","","","","1827","","","","654","1517",".431","103","288",".358","416","553",".752","","","308","223","78","",""
"58","Creighton","26","8","18",".308","-3.03","2.01","6","12","","","","","1667","","","","570","1278",".446","118","323",".365","409","543",".753","","","384","176","47","",""
"59","Dartmouth","26","11","15",".423","-7.56","-5.32","5","9","","","","","1768","","","","636","1374",".463","134","391",".343","362","559",".648","","","374","172","104","",""
"60","Davidson","28","14","14",".500","-4.50","-2.78","10","8","","","","","2078","","","","765","1628",".470","142","391",".363","406","607",".669","","","472","149","70","",""
"61","Dayton","30","4","26",".133","-5.32","5.33","3","11","","","","","1844","","","","662","1664",".398","240","723",".332","280","423",".662","","","378","127","52","",""
"62","Delaware State","29","13","16",".448","-17.32","-12.04","6","10","","","","","2138","","","","786","1867",".421","139","513",".271","427","715",".597","","","385","264","114","",""
"63","Delaware","30","22","8",".733","-0.63","-5.63","10","4","","","","","2244","","","","775","1763",".440","111","343",".324","583","836",".697","","","380","230","138","",""
"64","DePaul","31","16","15",".516","5.53","6.79","3","7","","","","","2291","","","","857","1831",".468","144","443",".325","433","621",".697","","","481","215","76","",""
"65","Detroit Mercy","27","15","12",".556","1.73","0.81","7","7","","","","","2116","","","","767","1694",".453","175","488",".359","407","646",".630","","","420","147","64","",""
"66","Drake","28","14","14",".500","0.89","2.33","9","9","","","","","2065","","","","736","1641",".449","172","464",".371","421","576",".731","","","327","292","64","",""
"67","Drexel","29","22","7",".759","-2.39","-8.49","12","2","","","","","2121","","","","731","1613",".453","142","350",".406","517","771",".671","","","441","168","73","",""
"68","Duke","32","24","8",".750","25.98","10.76","10","6","","","","","2766","","","","989","1950",".507","184","463",".397","604","838",".721","","","529","270","161","",""
"69","Duquesne","28","13","15",".464","1.54","1.15","5","9","","","","","2096","","","","750","1640",".457","146","433",".337","450","734",".613","","","469","270","126","",""
"70","East Carolina","30","13","17",".433","-2.02","0.95","4","10","","","","","2037","","","","725","1729",".419","158","474",".333","429","667",".643","","","346","220","66","",""
"71","East Tennessee State","29","19","10",".655","-0.39","-3.31","12","6","","","","","2413","","","","884","1985",".445","212","594",".357","433","659",".657","","","392","213","100","",""
"72","Eastern Illinois","27","10","17",".370","-11.12","-3.62","7","9","","","","","1802","","","","656","1395",".470","114","307",".371","376","570",".660","","","371","154","74","",""
"73","Eastern Kentucky","27","15","12",".556","-3.57","-5.81","11","5","","","","","2054","","","","732","1561",".469","163","435",".375","427","595",".718","","","393","215","94","",""
