"Rk","School","G","W","L","W.L.","SRS","SOS","W.1","L.1","W.2","L.2","W.3","L.3","Tm.","Opp.","X.","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF"
"1","Air Force","31","10","21",".323","-4.90","3.13","1","15","8","10","0","10","1773","1957","","1240","632","1428",".443","176","562",".313","333","524",".635","220","851","389","155","51","394","547"
"2","Akron","35","24","11",".686","2.82","-1.50","12","4","13","5","7","4","2472","2293","","1430","877","2024",".433","235","694",".339","483","735",".657","467","1269","473","213","114","464","682"
"3","Alabama A&M","27","11","16",".407","-20.19","-13.71","8","10","8","5","3","9","1778","1881","","1085","599","1568",".382","108","371",".291","472","743",".635","376","1004","288","249","143","444","550"
"4","Alabama-Birmingham","34","25","9",".735","9.46","2.90","11","5","14","4","9","4","2276","2053","","1370","763","1806",".422","177","569",".311","573","826",".694","420","1248","390","223","91","451","611"
"5","Alabama State","31","16","15",".516","-14.41","-12.02","12","6","9","3","6","11","1998","2043","","1245","667","1651",".404","190","587",".324","474","739",".641","400","1101","400","228","129","501","634"
"6","Alabama","32","17","15",".531","10.34","6.62","6","10","11","6","3","6","2192","2073","","1280","791","1794",".441","175","500",".350","435","615",".707","386","1126","429","249","127","410","583"
"7","Albany (NY)","32","7","25",".219","-11.94","-5.53","2","14","4","9","3","15","2007","2212","","1290","710","1736",".409","194","585",".332","393","545",".721","399","1156","380","187","97","517","602"
"8","Alcorn State","31","2","29",".065","-30.36","-9.00","2","16","2","8","0","18","1880","2542","","1245","651","1717",".379","135","437",".309","443","725",".611","356","1065","269","214","98","642","670"
"9","American","31","11","20",".355","-11.47","-6.89","7","7","7","8","4","12","1941","2083","","1265","681","1603",".425","184","534",".345","395","571",".692","304","1097","447","109","81","458","590"
"10","Appalachian State","37","24","13",".649","1.80","-2.76","13","5","14","4","8","8","2766","2567","","1490","954","2006",".476","279","703",".397","579","785",".738","411","1424","447","201","102","544","652"
"11","Arizona State","33","22","11",".667","13.80","5.83","12","6","16","4","5","5","2202","1938","","1320","743","1645",".452","271","735",".369","445","625",".712","281","1050","461","216","80","392","542"
"12","Arizona","31","16","15",".516","7.97","8.10","10","8","11","5","4","7","2229","2233","","1270","745","1681",".443","194","542",".358","545","744",".733","302","1062","384","186","78","436","595"
"13","Arkansas-Little Rock","30","8","22",".267","-10.06","-2.23","4","14","8","6","0","14","2028","2194","","1210","670","1576",".425","185","501",".369","503","720",".699","296","1019","363","141","81","402","597"
"14","Arkansas-Pine Bluff","34","18","16",".529","-8.29","-7.68","14","4","8","1","5","14","2166","2187","","1380","725","1778",".408","141","466",".303","575","861",".668","422","1286","421","229","121","569","764"
"15","Arkansas State","31","17","14",".548","-4.01","-4.39","11","7","10","5","5","8","2160","2065","","1250","768","1721",".446","172","493",".349","452","682",".663","367","1188","406","159","129","430","562"
"16","Arkansas","32","14","18",".438","5.87","5.09","7","9","12","8","2","7","2391","2366","","1295","829","1859",".446","201","579",".347","532","782",".680","351","1103","440","232","130","439","598"
"17","Army","29","14","15",".483","-9.11","-7.96","4","10","10","4","4","11","1749","1768","","1165","637","1538",".414","159","488",".326","316","483",".654","300","928","334","239","74","430","580"
"18","Auburn","32","15","17",".469","5.49","4.68","6","10","12","5","1","9","2422","2373","","1290","850","1913",".444","271","819",".331","451","689",".655","382","1121","419","252","89","437","635"
"19","Austin Peay","32","17","15",".531","-3.85","-1.68","11","7","11","4","5","9","2320","2317","","1305","786","1727",".455","200","547",".366","548","790",".694","347","1092","429","189","107","458","547"
"20","Ball State","30","15","15",".500","-4.85","-1.48","8","8","11","6","4","8","1818","1871","","1230","617","1486",".415","113","310",".365","471","685",".688","314","1053","332","152","91","435","531"
"21","Baylor","36","28","8",".778","17.97","8.03","11","5","15","1","6","4","2771","2362","","1450","993","2040",".487","255","662",".385","530","731",".725","443","1408","508","237","242","491","639"
"22","Belmont","31","19","12",".613","1.30","-3.41","14","6","10","3","8","8","2266","2124","","1250","763","1699",".449","244","709",".344","496","736",".674","371","1150","445","222","92","513","595"
"23","Bethune-Cookman","33","17","16",".515","-13.14","-8.40","7","9","10","4","4","11","2021","1996","","1325","743","1727",".430","134","395",".339","401","624",".643","392","1096","344","227","114","423","593"
"24","Binghamton","31","13","18",".419","-10.60","-4.31","8","8","9","3","3","12","1909","2082","","1250","690","1632",".423","158","544",".290","371","558",".665","359","1078","299","166","122","439","530"
"25","Boise State","32","15","17",".469","-1.11","0.68","5","11","9","7","4","9","2370","2331","","1290","894","1942",".460","192","578",".332","390","578",".675","371","1148","515","244","119","458","537"
"26","Boston College","31","15","16",".484","9.58","7.21","6","10","11","6","3","7","2145","2048","","1240","798","1786",".447","159","487",".326","390","545",".716","401","1124","465","155","108","394","524"
"27","Boston University","35","21","14",".600","0.57","-3.23","11","5","10","4","9","8","2528","2395","","1410","833","2033",".410","300","824",".364","562","776",".724","397","1296","398","257","114","475","744"
