"Rk","School","G","W","L","W.L.","SRS","SOS","W.1","L.1","W.2","L.2","W.3","L.3","Tm.","Opp.","X.","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF"
"1","Air Force","28","9","19",".321","-0.95","3.23","3","11","5","6","2","12","1605","1722","","","533","1151",".463","208","558",".373","331","465",".712","","614","327","228","39","390",""
"2","Akron","31","10","21",".323","-4.84","0.36","5","13","6","6","3","9","2154","2304","","","709","1581",".448","182","491",".371","554","731",".758","","933","416","180","77","450",""
"3","Alabama A&M","29","19","10",".655","-11.33","-15.81","12","6","12","2","7","7","2318","2123","","","814","2010",".405","212","681",".311","478","711",".672","","1217","426","395","116","504",""
"4","Alabama-Birmingham","30","13","17",".433","5.56","2.96","6","10","11","4","1","10","2110","2032","","","739","1763",".419","204","585",".349","428","623",".687","","1117","433","231","87","448",""
"5","Alabama State","32","19","13",".594","-13.25","-14.15","12","6","12","2","5","9","2095","2067","","","715","1681",".425","182","533",".341","483","755",".640","","1167","314","217","89","538",""
"6","Alabama","35","27","8",".771","16.93","7.67","12","4","17","0","4","4","2658","2334","","","910","2071",".439","217","703",".309","621","844",".736","","1369","460","257","113","490",""
"7","Albany (NY)","28","8","20",".286","-16.99","-8.85","5","11","5","7","3","12","1593","1821","","","594","1538",".386","163","497",".328","242","361",".670","","904","285","195","83","405",""
"8","Alcorn State","31","21","10",".677","-11.28","-14.18","16","2","11","0","8","9","2473","2374","","","900","1935",".465","173","458",".378","500","777",".644","","1243","496","258","125","538",""
"9","American","30","18","12",".600","-5.00","-6.20","10","4","8","6","8","6","1977","1941","","","680","1507",".451","215","604",".356","402","554",".726","","983","412","201","78","482",""
"10","Appalachian State","28","10","18",".357","-7.53","-0.65","5","11","7","6","3","11","2140","2211","","","745","1700",".438","170","481",".353","480","703",".683","","1048","426","241","77","480",""
"11","Arizona State","29","14","15",".483","9.79","6.79","7","11","12","5","2","10","2229","2142","","","812","1784",".455","144","431",".334","461","703",".656","","1070","475","208","77","438",""
"12","Arizona","34","24","10",".706","16.93","12.49","12","6","13","4","6","5","2793","2642","","","935","2039",".459","258","686",".376","665","910",".731","","1286","527","207","103","478",""
"13","Arkansas-Little Rock","29","18","11",".621","2.67","-2.52","8","6","11","2","7","8","2152","1940","","","746","1597",".467","210","546",".385","450","639",".704","","1034","387","271","63","476",""
"14","Arkansas-Pine Bluff","28","2","26",".071","-27.49","-8.70","2","16","2","7","0","19","1852","2378","","","647","1789",".362","143","530",".270","415","628",".661","","964","298","311","66","531",""
"15","Arkansas State","31","15","16",".484","2.13","-1.98","5","9","9","4","3","9","2259","2076","","","826","1815",".455","190","540",".352","417","575",".725","","1154","410","230","166","460",""
"16","Arkansas","29","14","15",".483","12.27","10.13","6","10","11","5","3","7","2171","2108","","","775","1777",".436","232","694",".334","389","598",".651","","930","445","306","99","413",""
"17","Army","28","12","16",".429","-13.02","-7.44","6","8","8","6","4","9","1871","1962","","","650","1518",".428","145","425",".341","426","596",".715","","914","326","162","74","412",""
"18","Auburn","28","12","16",".429","6.89","7.96","4","12","12","5","0","9","1835","1865","","","659","1575",".418","163","517",".315","354","597",".593","","1011","371","229","151","503",""
"19","Austin Peay","32","14","18",".438","-4.02","-1.02","8","8","9","4","3","11","2255","2253","","","803","1785",".450","200","604",".331","449","702",".640","","1098","383","233","134","469",""
"20","Ball State","35","23","12",".657","8.87","3.29","12","6","12","2","8","7","2731","2517","","","927","2061",".450","310","815",".380","567","752",".754","","1253","422","218","138","443",""
"21","Baylor","30","14","16",".467","6.23","5.08","4","12","12","4","1","10","2296","2166","","","800","1821",".439","273","746",".366","423","589",".718","","1083","514","278","116","428",""
"22","Belmont","28","11","17",".393","-7.11","-3.39","8","12","7","5","3","11","2020","2124","","","698","1484",".470","264","711",".371","360","477",".755","","868","506","173","37","457",""
"23","Bethune-Cookman","29","12","17",".414","-14.33","-8.26","8","10","6","7","5","9","1983","2140","","","672","1567",".429","149","431",".346","490","711",".689","","1030","259","210","70","504",""
"24","Binghamton","28","9","19",".321","-13.87","-9.40","6","10","3","8","4","8","1811","1936","","","621","1535",".405","194","569",".341","375","529",".709","","944","320","177","125","442",""
