"Rk","School","G","W","L","W.L.","SRS","SOS","W.1","L.1","W.2","L.2","W.3","L.3","Tm.","Opp.","X.","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF"
"1","Abilene Christian","29","13","16",".448","-11.73","-6.97","7","11","9","5","4","11","2009","2073","","1180","721","1555",".464","207","550",".376","360","543",".663","221","904","408","210","83","412","631"
"2","Air Force","33","12","21",".364","-2.93","1.13","4","14","11","7","0","11","2411","2477","","1335","817","1876",".436","264","728",".363","513","715",".717","308","1149","494","197","57","397","594"
"3","Akron","32","25","7",".781","4.37","-1.50","14","4","13","2","7","5","2486","2250","","1280","850","1806",".471","333","884",".377","453","663",".683","318","1111","471","174","106","371","585"
"4","Alabama A&M","29","2","27",".069","-26.64","-10.75","2","16","1","9","1","18","1794","2255","","1175","628","1549",".405","125","447",".280","411","614",".669","292","914","326","100","50","383","526"
"5","Alabama-Birmingham","33","17","16",".515","-0.90","-1.56","9","9","11","5","4","8","2369","2316","","1330","835","1809",".462","203","583",".348","496","674",".736","322","1188","503","157","160","444","527"
"6","Alabama State","31","8","23",".258","-19.41","-10.41","6","12","6","5","1","17","2042","2305","","1260","719","1834",".392","200","674",".297","404","634",".637","425","1188","300","150","98","489","629"
"7","Alabama","31","18","13",".581","11.21","6.98","10","8","10","5","5","6","2128","1997","","1260","734","1738",".422","210","657",".320","450","698",".645","382","1218","354","193","136","433","600"
"8","Albany (NY)","33","21","12",".636","0.12","-4.91","10","6","11","4","9","7","2388","2186","","1320","865","1842",".470","181","480",".377","477","627",".761","367","1191","420","176","52","395","579"
"9","Alcorn State","30","17","13",".567","-12.71","-10.52","13","5","11","2","6","11","2090","2063","","1205","753","1747",".431","213","639",".333","371","565",".657","353","1153","405","194","106","428","576"
"10","American","30","8","22",".267","-10.06","-3.26","5","13","4","11","4","11","1845","2049","","1205","692","1542",".449","168","529",".318","293","474",".618","204","868","339","209","73","396","548"
"11","Appalachian State","30","9","21",".300","-8.32","-1.25","4","14","8","6","1","14","2208","2279","","1205","749","1781",".421","251","742",".338","459","674",".681","320","1126","414","167","91","414","641"
"12","Arizona State","33","15","18",".455","4.37","7.46","7","11","9","7","4","6","2593","2695","","1325","888","2047",".434","328","896",".366","489","653",".749","301","1075","430","194","106","344","556"
"13","Arizona","32","28","4",".875","17.99","6.93","16","2","15","1","9","1","2424","2070","","1280","834","1767",".472","213","539",".395","543","711",".764","332","1178","444","178","104","362","534"
"14","Arkansas-Little Rock","32","15","17",".469","-5.75","-3.48","6","12","9","6","4","9","2188","2185","","1290","775","1749",".443","207","599",".346","431","582",".741","305","1058","379","183","120","411","591"
"15","Arkansas-Pine Bluff","32","7","25",".219","-22.47","-9.94","6","12","6","6","1","19","1977","2320","","1305","695","1725",".403","208","621",".335","379","581",".652","332","1013","334","279","93","578","718"
"16","Arkansas State","32","20","12",".625","1.16","-1.80","11","7","12","1","7","9","2346","2211","","1285","826","1792",".461","220","579",".380","474","743",".638","351","1169","397","172","83","415","652"
"17","Arkansas","31","23","8",".742","13.97","7.55","12","6","15","3","6","5","2499","2300","","1240","865","1861",".465","206","558",".369","563","742",".759","355","1129","443","230","144","363","646"
"18","Army","32","13","19",".406","-5.70","-3.96","6","12","9","8","4","10","2324","2340","","1295","842","1906",".442","291","825",".353","349","533",".655","316","1213","520","178","61","480","620"
"19","Auburn","32","18","14",".563","8.44","7.60","7","11","10","5","6","6","2573","2546","","1290","861","1969",".437","289","789",".366","562","836",".672","367","1171","416","234","162","434","668"
"20","Austin Peay","30","11","19",".367","-10.72","-2.04","7","9","5","8","4","11","2331","2515","","1215","806","1718",".469","227","640",".355","492","695",".708","245","913","324","171","73","373","547"
"21","Ball State","32","21","11",".656","-0.93","-3.57","11","7","11","5","7","6","2527","2405","","1300","876","1889",".464","292","776",".376","483","671",".720","320","1211","501","190","116","469","627"
"22","Baylor","32","25","7",".781","20.74","12.16","12","6","15","2","6","4","2327","2007","","1280","838","1778",".471","216","601",".359","435","607",".717","412","1219","502","162","153","430","566"
"23","Belmont","28","22","6",".786","4.22","-2.38","15","1","12","1","10","3","2167","1938","","1125","750","1584",".473","281","831",".338","386","502",".769","233","982","450","125","75","352","498"
