"Rk","School","G","W","L","W.L.","SRS","SOS","W.1","L.1","W.2","L.2","W.3","L.3","Tm.","Opp.","X.","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF"
"1","Abilene Christian","31","10","21",".323","-17.20","-6.34","4","14","7","6","1","14","1976","2186","","1240","695","1684",".413","232","610",".380","354","487",".727","274","897","394","203","38","399","661"
"2","Air Force","31","14","17",".452","-1.85","-0.71","6","12","11","5","1","11","2037","2017","","1245","742","1565",".474","232","625",".371","321","487",".659","265","930","483","195","65","366","552"
"3","Akron","35","21","14",".600","3.65","-0.47","9","9","15","3","2","9","2382","2203","","1406","824","1982",".416","328","937",".350","406","617",".658","420","1249","435","230","155","422","654"
"4","Alabama A&M","29","9","20",".310","-17.15","-9.62","8","10","4","7","5","12","1797","1988","","1165","608","1533",".397","166","577",".288","415","643",".645","367","998","354","165","68","413","573"
"5","Alabama-Birmingham","36","20","16",".556","1.94","1.62","12","6","13","4","3","8","2476","2452","","1480","873","2042",".428","202","607",".333","528","715",".738","434","1322","516","237","184","482","630"
"6","Alabama State","29","19","10",".655","-8.97","-12.71","14","4","9","3","8","5","2090","1937","","1165","761","1738",".438","172","480",".358","396","609",".650","389","1151","393","184","122","397","520"
"7","Alabama","34","19","15",".559","10.52","8.09","8","10","14","5","4","8","2280","2180","","1371","760","1724",".441","221","697",".317","539","752",".717","325","1122","350","219","125","407","654"
"8","Albany (NY)","33","24","9",".727","-0.34","-5.18","15","1","12","3","12","5","2156","1996","","1325","729","1666",".438","205","572",".358","493","650",".758","334","1111","349","187","53","381","544"
"9","Alcorn State","32","6","26",".188","-20.75","-9.95","4","14","4","7","1","15","2066","2377","","1280","724","1864",".388","155","553",".280","463","704",".658","376","1038","285","191","86","367","571"
"10","American","33","17","16",".515","-3.56","-3.71","8","10","8","3","7","13","1938","1933","","1339","683","1479",".462","213","571",".373","359","509",".705","187","827","408","196","84","370","484"
