"Rk","School","G","W","L","W.L.","SRS","SOS","W.1","L.1","W.2","L.2","W.3","L.3","Tm.","Opp.","X.","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF"
"1","Air Force","32","18","14",".563","4.18","4.28","8","8","13","2","3","11","2241","2170","","1285","795","1690",".470","272","712",".382","379","531",".714","240","889","508","206","55","380","557"
"2","Akron","33","26","7",".788","8.11","0.18","14","2","15","1","7","4","2369","2071","","1340","852","1874",".455","229","689",".332","436","678",".643","425","1145","485","231","189","458","577"
"3","Alabama A&M","31","11","20",".355","-18.40","-9.82","6","12","7","6","3","12","1957","2160","","1255","696","1746",".399","155","528",".294","410","651",".630","377","992","367","182","102","444","550"
"4","Alabama-Birmingham","33","16","17",".485","0.26","1.51","7","9","11","4","4","10","2357","2351","","1325","857","1980",".433","219","655",".334","424","586",".724","408","1078","529","269","85","510","621"
"5","Alabama State","32","10","22",".313","-17.88","-9.01","8","10","7","5","3","14","1979","2231","","1290","734","1800",".408","168","557",".302","343","575",".597","396","1025","371","202","103","479","598"
"6","Alabama","36","23","13",".639","9.79","5.93","12","6","16","4","4","8","2268","2102","","1455","808","1887",".428","197","588",".335","455","648",".702","381","1051","380","294","160","451","619"
"7","Albany (NY)","35","24","11",".686","-0.87","-4.53","9","7","11","4","11","5","2251","2123","","1405","761","1748",".435","213","575",".370","516","700",".737","345","1022","394","192","71","468","564"
"8","Alcorn State","34","10","24",".294","-14.26","-7.11","8","10","5","8","4","14","2055","2248","","1366","726","1888",".385","165","562",".294","438","705",".621","342","1025","308","221","130","512","677"
"9","American","30","10","20",".333","-8.56","-2.53","5","9","7","6","3","14","1735","1916","","1215","616","1491",".413","177","489",".362","326","460",".709","270","885","348","101","75","364","431"
"10","Appalachian State","31","15","16",".484","-7.91","-5.77","10","8","10","4","4","11","2211","2221","","1270","777","1781",".436","201","560",".359","456","662",".689","352","986","356","212","119","420","575"
"11","Arizona State","35","22","13",".629","8.86","4.60","9","9","16","4","4","7","2512","2363","","1425","902","1964",".459","250","722",".346","458","706",".649","338","1168","497","222","211","445","553"
"12","Arizona","35","27","8",".771","17.30","7.47","12","6","14","2","7","4","2570","2226","","1405","880","1933",".455","269","725",".371","541","722",".749","393","1172","476","234","134","458","584"
"13","Arkansas-Little Rock","32","17","15",".531","-4.36","-2.23","11","9","13","3","3","10","2127","2132","","1280","732","1736",".422","162","481",".337","501","741",".676","361","977","372","215","121","488","632"
"14","Arkansas-Pine Bluff","30","16","14",".533","-12.13","-8.20","15","3","9","0","6","12","1880","1998","","1206","683","1707",".400","159","526",".302","355","563",".631","349","944","382","297","99","433","533"
"15","Arkansas State","31","19","12",".613","0.77","-4.36","12","8","13","2","5","9","2127","1944","","1275","705","1737",".406","197","633",".311","520","762",".682","392","1037","324","256","95","408","543"
"16","Arkansas","32","19","13",".594","9.82","4.97","10","8","17","1","1","9","2358","2203","","1290","852","1960",".435","192","639",".300","462","687",".672","386","1018","475","295","159","372","649"
"17","Army","31","16","15",".516","-1.48","-4.52","8","6","9","4","6","10","2245","2112","","1253","767","1723",".445","250","675",".370","461","628",".734","330","1015","442","160","99","437","601"
"18","Auburn","32","9","23",".281","0.21","4.18","3","15","7","10","1","9","2074","2201","","1305","726","1777",".409","183","589",".311","439","627",".700","329","979","396","222","124","427","657"
"19","Austin Peay","31","8","23",".258","-12.35","-4.31","4","12","5","8","2","12","2218","2371","","1265","783","1714",".457","226","590",".383","426","633",".673","315","962","455","194","159","502","490"
"20","Ball State","30","15","15",".500","-6.70","-3.15","8","8","8","8","7","6","1957","2041","","1200","656","1542",".425","177","542",".327","468","718",".652","369","990","355","193","71","455","516"
"21","Baylor","37","23","14",".622","15.07","7.13","9","9","15","5","4","7","2811","2456","","1489","1002","2178",".460","257","728",".353","550","796",".691","443","1280","586","243","166","439","632"
"22","Belmont","33","26","7",".788","10.37","-0.96","14","2","13","0","9","4","2533","2129","","1325","906","1844",".491","279","729",".383","442","604",".732","306","966","516","322","88","440","604"
"23","Bethune-Cookman","34","14","20",".412","-9.54","-6.44","7","9","9","4","2","14","2283","2318","","1370","815","1957",".416","190","620",".306","463","742",".624","425","1068","439","246","125","420","698"
"24","Binghamton","30","3","27",".100","-18.52","-3.70","1","15","2","12","1","14","1676","2081","","1200","588","1580",".372","156","546",".286","344","533",".645","303","943","247","173","74","461","507"
"25","Boise State","32","21","11",".656","9.44","5.27","9","7","14","1","5","8","2343","2095","","1285","824","1790",".460","249","637",".391","446","597",".747","323","988","423","212","54","385","599"
"26","Boston College","33","16","17",".485","6.09","7.03","7","11","12","6","3","7","2215","2246","","1325","750","1701",".441","234","662",".353","481","676",".712","289","951","404","184","86","376","519"
"27","Boston University","30","17","13",".567","-0.60","-3.93","11","5","9","3","7","9","2035","1935","","1210","739","1647",".449","240","648",".370","317","436",".727","255","862","408","223","53","374","504"
"28","Bowling Green State","32","13","19",".406","-3.32","-1.75","7","9","11","5","1","12","2010","2033","","1300","753","1795",".419","158","516",".306","346","484",".715","349","1000","385","236","136","410","515"
"29","Bradley","35","18","17",".514","1.25","1.97","7","11","14","4","4","10","2371","2396","","1410","876","2006",".437","185","580",".319","434","600",".723","373","1048","439","318","84","415","615"
"30","Brigham Young","36","24","12",".667","10.66","3.75","10","6","15","3","7","5","2777","2502","","1440","999","2188",".457","213","630",".338","566","777",".728","431","1278","575","291","89","432","678"
"31","Brown","28","13","15",".464","-6.33","-3.03","7","7","8","5","5","10","1748","1800","","1145","610","1490",".409","205","594",".345","323","512",".631","306","928","349","185","103","396","471"
"32","Bryant","31","19","12",".613","-2.08","-4.72","12","6","11","5","8","7","2294","2212","","1245","812","1693",".480","217","610",".356","453","627",".722","303","942","470","158","35","400","512"
"33","Bucknell","34","28","6",".824","6.95","-1.96","12","2","14","1","12","4","2277","1966","","1360","818","1807",".453","157","438",".358","484","652",".742","308","1142","455","118","139","320","498"
"34","Buffalo","34","14","20",".412","-1.94","-0.35","7","9","9","6","4","10","2275","2287","","1370","794","1767",".449","215","620",".347","472","671",".703","389","1106","510","188","156","525","632"
"35","Butler","36","27","9",".750","10.99","6.08","11","5","14","2","7","4","2495","2299","","1445","869","1931",".450","239","688",".347","518","744",".696","419","1213","465","206","94","474","644"
"36","Cal Poly","32","18","14",".563","-0.46","-0.62","12","6","13","1","4","12","2074","2020","","1290","719","1696",".424","227","606",".375","409","564",".725","336","912","441","184","55","302","549"
"37","Cal State Bakersfield","30","14","16",".467","-6.44","-2.17","0","0","9","4","3","11","2041","2070","","1220","710","1697",".418","199","591",".337","422","603",".700","342","908","380","221","56","424","610"
"38","Cal State Fullerton","32","14","18",".438","-2.97","-3.03","6","12","6","7","6","10","2451","2381","","1280","855","1819",".470","266","704",".378","475","627",".758","271","859","472","248","52","401","595"
"39","Cal State Northridge","31","14","17",".452","-3.89","-1.93","5","13","6","7","5","10","2333","2309","","1240","818","1876",".436","163","485",".336","534","729",".733","424","1053","474","262","91","423","605"
"40","UC-Davis","31","14","17",".452","-3.50","-2.57","9","9","6","7","6","9","2210","2239","","1245","781","1651",".473","257","635",".405","391","544",".719","252","950","458","144","87","434","533"
"41","UC-Irvine","37","21","16",".568","0.17","-0.66","11","7","13","1","5","13","2558","2418","","1495","932","2151",".433","249","746",".334","445","669",".665","417","1303","580","181","159","461","651"
"42","UC-Riverside","31","6","25",".194","-11.49","-1.71","3","15","5","9","1","14","1829","2062","","1245","688","1650",".417","146","505",".289","307","527",".583","347","983","382","193","91","453","494"
"43","UC-Santa Barbara","31","11","20",".355","-4.22","0.40","7","11","8","6","3","13","2003","2090","","1255","703","1676",".419","247","714",".346","350","506",".692","342","995","457","165","137","447","556"
"44","University of California","33","21","12",".636","10.65","7.77","12","6","11","5","6","5","2218","2123","","1325","833","1875",".444","134","443",".302","418","585",".715","361","1134","468","192","154","417","549"
"45","Campbell","33","13","20",".394","-10.25","-5.55","7","9","8","8","4","9","2284","2395","","1350","855","1921",".445","135","440",".307","439","619",".709","381","1008","461","250","110","456","619"
"46","Canisius","34","20","14",".588","2.37","-0.99","11","7","12","4","8","9","2499","2385","","1370","857","1923",".446","313","811",".386","472","659",".716","400","1073","432","198","111","450","578"
