"Rk","School","G","W","L","W.L.","SRS","SOS","W.1","L.1","W.2","L.2","W.3","L.3","Tm.","Opp.","X.","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF"
1,Abilene Christian,31,16,15,.516,-8.95,-6.80,8,10,9,6,6,8,2286,2199,,1245,838,1787,.469,207,625,.331,403,576,.700,286,1038,467,249,120,445,648
2,Air Force,31,12,19,.387,-4.04,2.00,6,12,9,7,3,10,2124,2244,,1245,733,1751,.419,250,755,.331,408,556,.734,302,1014,445,201,78,391,557
3,Akron,32,14,18,.438,-6.68,-1.78,6,12,12,4,2,10,2296,2411,,1295,793,1823,.435,305,848,.360,405,582,.696,300,1066,417,189,81,440,637
4,Alabama A&M,31,3,28,.097,-23.88,-7.94,3,15,2,9,1,18,1873,2367,,1245,673,1697,.397,182,601,.303,345,533,.647,328,1046,340,123,49,514,506
5,Alabama-Birmingham,33,20,13,.606,4.61,-0.94,10,8,14,3,5,6,2536,2303,,1330,945,1939,.487,223,647,.345,423,564,.750,334,1259,559,178,126,437,490
6,Alabama State,31,8,23,.258,-18.46,-8.52,8,10,4,8,4,13,2129,2437,,1245,751,1838,.409,209,638,.328,418,647,.646,394,1131,314,169,130,437,648
7,Alabama,34,19,15,.559,12.95,10.56,8,10,12,4,2,8,2460,2379,,1360,860,1877,.458,217,668,.325,523,778,.672,341,1231,426,218,186,481,645
8,Albany (NY),32,22,10,.688,0.15,-5.28,10,6,14,3,8,7,2375,2182,,1280,839,1836,.457,184,502,.367,513,680,.754,377,1191,405,150,91,371,528
9,Alcorn State,32,11,21,.344,-17.88,-8.41,7,11,9,5,2,16,2244,2388,,1285,791,1826,.433,239,708,.338,423,598,.707,304,1104,419,200,85,459,613
10,American,30,6,24,.200,-14.45,-5.98,3,15,4,8,2,16,1961,2215,,1205,698,1615,.432,239,709,.337,326,491,.664,238,869,367,217,98,413,550
11,Appalachian State,33,15,18,.455,-4.56,-2.40,9,9,9,4,4,11,2520,2448,,1340,864,1983,.436,292,860,.340,500,748,.668,389,1291,408,198,116,457,626
12,Arizona State,31,20,11,.645,15.01,6.81,8,10,13,4,4,6,2589,2335,,1250,867,1867,.464,277,760,.364,578,783,.738,307,1093,439,204,111,333,585
13,Arizona,34,27,7,.794,16.92,7.21,14,4,15,1,8,3,2750,2420,,1380,980,1940,.505,235,624,.377,555,729,.761,341,1246,518,168,155,417,592
14,Arkansas-Little Rock,32,7,25,.219,-10.13,-1.90,4,14,5,10,2,14,2038,2242,,1300,750,1755,.427,200,623,.321,338,553,.611,322,1088,391,159,93,459,612
15,Arkansas-Pine Bluff,35,14,21,.400,-14.68,-9.19,12,6,7,3,6,13,2307,2499,,1410,815,1863,.437,217,660,.329,460,681,.675,277,1024,427,274,144,500,681
16,Arkansas State,32,11,21,.344,-9.35,-2.72,6,12,7,7,4,13,2369,2523,,1290,842,1910,.441,236,695,.340,449,625,.718,354,1071,341,215,94,419,589
17,Arkansas,34,23,11,.676,15.68,10.12,10,8,15,2,3,7,2757,2568,,1375,985,2063,.477,265,663,.400,522,770,.678,346,1183,492,212,157,374,686
18,Army,30,13,17,.433,-8.53,-7.09,6,12,6,5,4,12,2230,2223,,1205,820,1845,.444,295,771,.383,295,448,.658,300,1074,500,170,83,403,593
19,Auburn,32,25,7,.781,17.53,7.47,13,5,15,1,7,4,2668,2346,,1280,868,1977,.439,312,852,.366,620,789,.786,388,1222,462,238,173,393,635
20,Austin Peay,32,18,14,.563,-3.38,-2.15,12,6,12,4,5,9,2351,2297,,1290,852,1876,.454,193,553,.349,454,694,.654,414,1125,421,211,98,457,641
21,Ball State,32,19,13,.594,-1.06,-1.83,10,8,14,2,5,10,2410,2362,,1295,856,1895,.452,245,727,.337,453,643,.705,318,1210,453,170,112,423,548
22,Baylor,32,18,14,.563,15.03,9.90,8,10,14,4,2,9,2414,2232,,1295,880,1889,.466,204,576,.354,448,605,.740,378,1221,473,177,140,432,580
23,Belmont,33,24,9,.727,5.67,-2.75,15,3,14,2,9,6,2562,2284,,1320,901,1853,.486,378,1005,.376,382,517,.739,258,1133,529,161,82,410,531
24,Bethune-Cookman,32,18,14,.563,-12.08,-12.35,12,4,10,3,8,10,2621,2543,,1290,903,2039,.443,241,759,.318,574,819,.701,424,1346,501,202,123,507,670
25,Binghamton,31,11,20,.355,-10.21,-6.28,2,14,7,7,3,12,2147,2181,,1245,787,1775,.443,235,671,.350,338,528,.640,283,1066,376,170,131,381,522
26,Boise State,31,23,8,.742,11.67,3.14,13,5,15,1,6,5,2428,2133,,1260,855,1838,.465,299,779,.384,419,567,.739,303,1189,415,173,68,415,552
27,Boston College,34,19,15,.559,9.68,7.33,7,11,14,3,2,10,2611,2531,,1375,923,2039,.453,294,812,.362,471,637,.739,360,1262,485,171,108,432,551
28,Boston University,31,15,16,.484,-8.24,-5.74,10,8,6,7,9,9,2186,2226,,1240,800,1730,.462,229,614,.373,357,559,.639,296,1044,420,229,103,427,531
29,Bowling Green State,32,16,16,.500,-6.26,-2.76,7,11,9,6,6,9,2429,2490,,1305,827,1963,.421,241,690,.349,534,730,.732,372,1226,425,189,83,408,569
30,Bradley,33,20,13,.606,2.10,0.38,9,9,13,2,4,9,2223,2136,,1320,768,1788,.430,217,614,.353,470,665,.707,359,1178,447,214,130,441,626
31,Brigham Young,34,24,10,.706,8.50,1.71,11,7,13,3,7,5,2517,2286,,1375,885,1829,.484,219,622,.352,528,701,.753,232,1109,520,218,128,393,572
32,Brown,27,11,16,.407,-7.59,-4.47,4,10,8,5,3,11,2080,2133,,1100,695,1631,.426,186,588,.316,504,667,.756,310,988,338,174,81,364,565
33,Bryant,31,3,28,.097,-18.32,-4.99,2,16,1,11,2,17,2169,2582,,1245,771,1880,.410,259,754,.344,368,522,.705,312,1000,417,190,43,401,600
34,Bucknell,34,25,9,.735,4.27,-4.02,16,2,15,1,10,8,2759,2477,,1380,942,1995,.472,269,784,.343,606,845,.717,317,1253,492,191,151,429,632
35,Buffalo,34,26,8,.765,7.62,-0.56,15,3,14,1,8,5,2883,2579,,1375,1045,2205,.474,329,887,.371,464,666,.697,407,1326,576,217,143,426,719
36,Butler,33,20,13,.606,16.44,10.11,9,9,14,3,3,7,2611,2402,,1350,964,2041,.472,270,759,.356,413,536,.771,303,1125,462,222,97,369,602
37,Cal Poly,31,9,22,.290,-11.24,-1.51,4,12,7,6,1,13,2082,2302,,1270,721,1817,.397,267,747,.357,373,478,.780,291,1034,372,154,122,366,564
38,Cal State Bakersfield,30,12,18,.400,-6.18,-0.33,5,9,8,4,3,12,1981,2068,,1200,697,1670,.417,185,613,.302,402,579,.694,341,1067,387,182,87,416,597
39,Cal State Fullerton,31,20,11,.645,-0.53,-1.53,10,6,9,4,7,7,2270,2171,,1250,786,1671,.470,163,482,.338,535,729,.734,274,1089,396,198,101,438,553
40,Cal State Northridge,30,6,24,.200,-13.18,-3.21,3,13,4,9,2,13,1983,2206,,1215,731,1688,.433,186,515,.361,335,473,.708,247,940,364,149,74,365,533
41,UC-Davis,32,22,10,.688,1.20,-2.00,12,4,10,2,9,6,2329,2172,,1320,812,1737,.467,208,555,.375,497,694,.716,257,1035,393,227,75,414,621
42,UC-Irvine,35,18,17,.514,0.14,0.02,11,5,7,5,7,10,2440,2350,,1410,900,2061,.437,220,657,.335,420,593,.708,420,1443,430,178,140,487,719
43,UC-Riverside,31,9,22,.290,-8.16,-1.20,4,12,6,8,3,13,2024,2163,,1245,716,1780,.402,185,597,.310,407,579,.703,312,1089,387,190,95,428,617
44,UC-Santa Barbara,32,23,9,.719,2.47,-2.99,11,5,12,2,9,6,2425,2211,,1285,877,1891,.464,257,674,.381,414,594,.697,326,1176,481,154,118,337,536
45,University of California,32,8,24,.250,-2.89,6.56,2,16,5,12,3,8,2166,2483,,1285,767,1887,.406,148,518,.286,484,717,.675,426,1139,313,220,154,470,648
46,Campbell,31,16,15,.516,-6.23,-7.01,10,8,12,4,4,10,2351,2191,,1250,813,1708,.476,283,735,.385,442,594,.744,217,1004,445,205,123,376,533
47,Canisius,32,21,11,.656,0.78,-4.69,15,3,11,2,8,8,2441,2266,,1280,878,1880,.467,297,845,.351,388,545,.712,327,1073,542,218,93,420,602
48,Central Arkansas,33,17,16,.515,-5.19,-5.94,10,8,9,4,7,11,2668,2596,,1340,921,2025,.455,273,753,.363,553,751,.736,333,1193,532,220,166,453,658
49,Central Connecticut State,32,14,18,.438,-11.22,-7.19,7,11,8,4,6,14,2171,2300,,1305,788,1740,.453,198,601,.329,397,568,.699,321,1130,396,161,107,473,549
50,Central Florida,32,19,13,.594,5.17,4.17,9,9,12,4,5,6,2007,1975,,1285,690,1627,.424,177,538,.329,450,702,.641,305,1108,339,169,111,431,488
51,Central Michigan,33,19,14,.576,-1.11,-3.28,7,11,12,5,4,8,2572,2394,,1345,861,1996,.431,312,929,.336,538,668,.805,373,1206,436,214,116,387,536
52,Charleston Southern,31,15,16,.484,-8.22,-6.22,9,9,9,6,6,10,2232,2133,,1260,802,1793,.447,208,631,.330,420,581,.723,345,1071,368,224,106,408,517
53,Charlotte,29,6,23,.207,-10.44,-0.05,2,16,4,11,2,12,2066,2317,,1165,706,1634,.432,198,563,.352,456,637,.716,269,990,319,165,65,428,524
54,Chattanooga,33,10,23,.303,-10.90,-3.87,3,15,8,8,1,14,2289,2424,,1345,784,1804,.435,276,777,.355,445,626,.711,306,1069,421,166,67,461,507
55,Chicago State,32,3,29,.094,-21.28,1.42,1,13,3,8,0,19,2171,2756,,1280,774,1896,.408,169,549,.308,454,627,.724,323,1041,367,232,81,483,697
56,Cincinnati,34,30,4,.882,20.86,3.54,16,2,15,1,9,2,2532,1943,,1360,893,1972,.453,248,695,.357,498,725,.687,444,1323,543,248,188,389,535
57,Citadel,32,11,21,.344,-13.50,-2.81,5,13,7,8,3,12,2639,2819,,1290,889,2148,.414,386,1133,.341,475,673,.706,374,1183,528,301,99,477,586
58,Clemson,32,23,9,.719,16.51,9.04,11,7,15,1,4,6,2345,2106,,1290,809,1786,.453,266,726,.366,461,609,.757,286,1136,422,182,155,387,512
59,Cleveland State,35,12,23,.343,-10.77,-3.59,6,12,7,7,2,15,2402,2613,,1410,853,1963,.435,294,863,.341,402,572,.703,270,1063,456,231,90,458,595
60,Coastal Carolina,32,14,18,.438,-3.64,-2.12,8,10,7,9,5,7,2298,2241,,1290,787,1813,.434,218,660,.330,506,702,.721,388,1243,418,171,116,479,608
61,Colgate,32,19,13,.594,-4.87,-5.90,12,6,13,3,6,10,2326,2243,,1280,809,1833,.441,299,827,.362,409,532,.769,287,1048,414,196,106,352,518
62,College of Charleston,33,26,7,.788,1.62,-3.80,14,4,14,0,7,6,2478,2269,,1345,852,1854,.460,254,699,.363,520,685,.759,280,1089,377,171,119,318,540
63,Colorado State,32,11,21,.344,-3.58,4.07,4,14,8,8,3,10,2314,2537,,1295,811,1941,.418,225,684,.329,467,651,.717,375,1200,409,190,102,426,624
64,Colorado,32,17,15,.531,6.54,7.47,8,10,12,3,1,10,2307,2337,,1295,810,1840,.440,241,673,.358,446,612,.729,324,1198,409,140,122,451,619
65,Columbia,27,8,19,.296,-5.55,-2.93,5,9,7,5,1,14,2062,2085,,1090,746,1686,.442,269,733,.367,301,407,.740,277,962,384,177,93,338,504
66,Connecticut,32,14,18,.438,1.48,6.45,7,11,11,5,2,9,2181,2340,,1300,762,1832,.416,215,659,.326,442,593,.745,324,1096,334,190,119,403,592
67,Coppin State,32,5,27,.156,-20.76,-7.04,5,11,4,6,1,20,1945,2384,,1305,657,1825,.360,265,870,.305,366,495,.739,273,1082,338,172,82,462,649
68,Cornell,28,12,16,.429,-8.65,-3.10,6,8,8,4,4,11,2124,2250,,1150,744,1613,.461,217,639,.340,419,574,.730,232,961,449,144,97,376,498
69,Creighton,32,21,11,.656,16.89,8.05,10,8,16,2,4,7,2697,2375,,1290,985,1982,.497,334,889,.376,393,526,.747,232,1161,576,181,85,358,480
70,Dartmouth,27,7,20,.259,-10.14,-3.84,3,11,6,6,1,14,1841,1970,,1085,651,1454,.448,200,557,.359,339,475,.714,208,849,357,152,87,365,421
71,Davidson,32,21,11,.656,11.24,2.37,13,5,11,1,6,8,2446,2162,,1295,875,1813,.483,342,874,.391,354,444,.797,218,1050,539,153,63,306,481
72,Dayton,31,14,17,.452,1.85,2.91,8,10,12,4,1,10,2244,2277,,1260,804,1671,.481,248,736,.337,388,531,.731,240,965,488,162,78,425,510
73,Delaware State,32,4,28,.125,-24.43,-9.16,2,14,4,9,0,18,2034,2458,,1300,742,1781,.417,192,591,.325,358,516,.694,337,1066,348,189,83,489,560
74,Delaware,33,14,19,.424,-6.86,-2.89,6,12,7,8,4,10,2338,2428,,1330,859,1880,.457,192,584,.329,428,657,.651,314,1150,386,164,75,354,554
75,Denver,30,15,15,.500,-4.85,-2.17,8,6,10,4,3,9,2192,2189,,1220,803,1700,.472,211,527,.400,375,540,.694,311,1108,452,129,72,451,561
76,DePaul,31,11,20,.355,6.64,8.55,4,14,6,10,4,7,2230,2289,,1245,819,1912,.428,194,626,.310,398,562,.708,383,1160,465,200,94,430,553
77,Detroit Mercy,32,8,24,.250,-12.45,-2.05,4,14,5,11,2,11,2516,2743,,1285,883,2031,.435,281,815,.345,469,621,.755,334,1114,437,212,88,435,648
78,Drake,32,16,16,.500,-0.22,0.88,10,8,10,3,4,10,2354,2341,,1305,812,1848,.439,278,752,.370,452,586,.771,259,1075,481,188,79,383,497
79,Drexel,33,13,20,.394,-7.09,-2.37,6,12,9,5,2,11,2454,2591,,1340,880,1994,.441,227,699,.325,467,646,.723,369,1197,380,176,138,409,583
80,Duke,33,26,7,.788,25.00,9.91,13,5,15,1,6,5,2795,2297,,1325,1008,2044,.493,274,725,.378,505,713,.708,447,1379,578,248,177,416,515
81,Duquesne,32,16,16,.500,-0.85,-3.10,7,11,13,6,2,7,2317,2245,,1310,801,1874,.427,261,745,.350,454,663,.685,387,1149,382,186,140,383,598
