"Rk","School","G","W","L","W.L.","SRS","SOS","W.1","L.1","W.2","L.2","W.3","L.3","Tm.","Opp.","X.","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF"
"1","Abilene Christian","31","13","18",".419","-13.93","-7.53","8","10","10","5","2","12","2209","2272","","1250","771","1704",".452","209","570",".367","458","653",".701","269","991","422","233","78","418","681"
"2","Air Force","32","14","18",".438","-5.51","0.66","5","13","12","5","2","13","2189","2330","","1300","752","1758",".428","202","596",".339","483","707",".683","283","1107","420","196","58","422","617"
"3","Akron","35","26","9",".743","5.55","-1.24","13","5","15","0","6","8","2682","2381","","1405","911","2111",".432","409","1069",".383","451","659",".684","373","1310","507","190","137","378","618"
"4","Alabama A&M","29","11","18",".379","-13.47","-10.75","6","12","6","5","4","12","1974","2042","","1175","681","1632",".417","175","599",".292","439","642",".684","330","1000","366","163","61","338","561"
"5","Alabama-Birmingham","33","26","7",".788","3.50","-3.07","16","2","16","0","10","4","2606","2323","","1340","942","1970",".478","250","671",".373","472","654",".722","366","1259","607","213","201","414","579"
"6","Alabama State","31","14","17",".452","-13.11","-9.35","9","9","8","3","5","12","2217","2308","","1260","788","1918",".411","215","647",".332","426","623",".684","389","1153","372","181","107","371","646"
"7","Alabama","33","18","15",".545","7.14","8.62","8","10","10","4","5","8","2193","2242","","1330","738","1750",".422","259","763",".339","458","712",".643","327","1141","347","192","175","438","631"
"8","Albany (NY)","33","24","9",".727","0.93","-7.57","13","3","14","1","10","8","2495","2180","","1335","848","1850",".458","188","587",".320","611","814",".751","385","1276","410","216","52","413","581"
"9","Alcorn State","30","15","15",".500","-16.01","-9.94","13","5","9","2","6","9","2014","2164","","1225","691","1692",".408","174","566",".307","458","676",".678","384","1072","272","134","111","427","548"
"10","American","31","12","19",".387","-14.18","-6.08","9","9","5","7","7","12","1785","2036","","1250","631","1487",".424","195","572",".341","328","471",".696","218","874","348","176","69","422","566"
